matrix_id,technology,n_cells,process_base_mae,process_plus_quality_mae,relative_mae_improvement,process_base_r2,process_plus_quality_r2,process_plus_quality_spearman,process_plus_quality_calibration_slope,unseen_process_family
HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,10x 3' v3,2048,0.09698412788402225,0.025294389216339103,0.739190424575584,-0.05785944093426543,0.9110773639732159,0.9761910391085838,1.162407270221825,False
HVS::38374d1b-6549-4429-b59a-ff2706dacd96,10x 3' v3,2048,0.121261532384179,0.022511869351242178,0.8143527554977583,-1.70023757077893,0.8601334981094254,0.9741136956709495,0.8588319574081881,False
HVS::42c9001a-3a29-4952-aaa0-b55e73851a5c,10x 3' v3,455,0.13243889600656705,0.020814877364052558,0.8428341069603869,-3.835515795819112,0.8128282206764381,0.9697683721333155,0.7890885289419071,False
HVS::4afcaa14-e1c1-4b2b-b5af-c5b8936c3ddd,10x 3' v3,2048,0.10234065664274036,0.025577213115777684,0.7500776919473476,-0.05993560736506165,0.9147433067767907,0.9806874726654504,1.1176105428209722,False
HVS::57f3c92b-a07a-41da-b660-88eb9f93c4c9,10x 3' v3,2048,0.11744134117257835,0.02544870978682543,0.783307057525604,-0.5802582053041263,0.887073802509225,0.9827680127589139,0.9431329458260594,False
HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,10x 3' v3,246,0.08984849062087173,0.02119867346870636,0.7640619967879356,-0.2842893428166593,0.9128470603306909,0.9754900518516875,0.9909352707966196,False
HVS::5fff0955-173e-407d-b160-64f513ca6db6,10x 3' v3,2048,0.09245062452958905,0.029354324125469365,0.6824864702122758,-0.1125913444257407,0.8743607698608464,0.9691384817468481,1.2705416533496063,False
HVS::6201fd7d-f35b-4487-bace-99426881237b,10x 3' v3,2048,0.11044049437133543,0.02233654102364055,0.7977504433424744,-0.6551884851834675,0.9041197185985208,0.9795409387559447,0.9738725405752787,False
HVS::77dc6994-2777-4fad-a445-4ff7d143a682,10x 3' v3,2048,0.11365906750648093,0.02241806719368703,0.8027604159922503,-0.9169723991611156,0.885744690144376,0.9778889742117166,0.9234465342675935,False
HVS::7958eba0-1d79-42e3-8947-a198f98578f2,10x 3' v3,1207,0.08294497247686478,0.024201052637329246,0.7082276126611596,-0.011349981627791328,0.9078203629644382,0.9667983665949592,1.126310119358856,False
HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,10x 3' v3,2048,0.1888981991748384,0.047323119597906665,0.749478185580235,-3.1451535140032387,0.6761678390242565,0.8167590935682997,1.0957656211711022,False
HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,10x 3' v3,2048,0.1266838985294751,0.024315453476123374,0.8080620050505788,-1.704382074508625,0.8444859636223128,0.9792239546601964,0.8433222173063911,False
HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,10x 3' v3,2048,0.09786848296421502,0.031043831839067525,0.6828005206699841,-0.13118039355748756,0.8775183698151264,0.9685764232948391,1.2749437312259357,False
HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,10x 3' v3,512,0.15757320366181052,0.0422542412896523,0.7318437379724796,-1.8012040047618085,0.7603088014670865,0.8720847853080188,1.0204424399178469,False
HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,10x 3' v3,2048,0.09435555039548382,0.02148317741692772,0.7723167600964365,-0.31556920822465195,0.912745391194179,0.9747969145402408,1.0606781179929505,False
HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,10x 3' v3,2048,0.16750373338757596,0.046559404896234856,0.7220395990308819,-1.613963651677381,0.7550820351598578,0.9327874354487,1.326607151997391,False
HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,10x 3' v3,2048,0.10105108585969623,0.034142335725575006,0.6621279678975472,-0.4411110847516413,0.8373178209054803,0.9388197885732383,1.1578821975283928,False
HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,10x 3' v3,2048,0.0915186989979927,0.026903271399205904,0.7060352507874268,-0.0004461998024445357,0.8992710178061171,0.9729183563656167,1.2066082377962608,False
HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,10x 3' v3,2048,0.10662156626293257,0.022335930741952906,0.7905120743877303,-0.7018123183262106,0.8920448297313248,0.9812421414051098,0.9275344888682312,False
HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,10x 3' v3,2048,0.17787334377181338,0.06776724192005633,0.6190140665090761,-2.7330685881789685,0.3649395834093845,0.6504775539656942,0.8472511845395395,False
HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,10x 3' v3,2048,0.08217789188264356,0.02237139260693967,0.7277687210705311,-0.10132597597676529,0.901513209739232,0.971468874901563,1.122439163408412,False
HVS::d1303087-592a-4c3d-aa3e-21de203927dc,10x 3' v3,2048,0.09783630030091922,0.02922796290094915,0.7012564578683835,-0.00601856969147363,0.9031566287058562,0.9758652372485965,1.1874114831537685,False
HVS::e813d04b-7833-4b02-b14f-0247d6128516,10x 3' v3,1491,0.08777168543398563,0.026182753700059853,0.701694759869317,-0.028062783302673644,0.8995105037552785,0.9701918693187247,1.1622243403735868,False
HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,10x 3' v3,508,0.14610483417340547,0.0468618121555326,0.6792589894738571,-0.945084629494201,0.7624040722271835,0.8704571040929668,0.872121155611361,False
NPH52_exact_source_objects,snRNA-seq,246,0.10124221702998415,0.050965575617423195,0.4965975942394752,-0.11357165960126148,0.7011274500845727,0.9089425520380956,0.7904834077086941,True
sea_ad_ang_rna_final_2026,10xMulti,2048,0.13063068064615957,0.04084381981029091,0.6873336370272394,-0.02390869348492375,0.8692177871022224,0.9718845803582724,1.1041714742950672,False
sea_ad_caudate_rna_all_2025,UNKNOWN / NOT PROVIDED,2048,0.15137650687904236,0.03824406191517874,0.7473580101452749,-0.04339899946490955,0.8867435546190852,0.9875419872636693,0.9561139278923093,True
