amplitude_maximum,amplitude_mean,amplitude_median,amplitude_minimum,amplitude_p05,amplitude_p90,amplitude_p95,amplitude_p99,family,mean_correlated_energy,median_correlated_rank,panel,rank,view
0.06000335514545441,0.05878925043725758,0.05876471474766731,0.05820993334054947,0.058320481330156326,0.059212226420640945,0.059420332685112945,0.05977627635002136,RANDOM_STRUCTURAL,4.929511487716809e-05,21.538188934326172,FULL,0,0
0.017871038988232613,0.017298210297667538,0.01725897379219532,0.016993656754493713,0.017125803977251053,0.017528394237160683,0.017596397548913956,0.017801983281970024,RANDOM_STRUCTURAL,4.929511487716809e-05,21.538188934326172,FULL,1,0
0.02240806445479393,0.021715512877563015,0.02168414182960987,0.021392822265625,0.0214756578207016,0.021979382261633873,0.022064466029405594,0.02232167311012745,RANDOM_STRUCTURAL,4.929511487716809e-05,21.538188934326172,FULL,2,0
0.018975984305143356,0.018346711212871014,0.018326420336961746,0.01807980425655842,0.018149929121136665,0.01857636868953705,0.01864839904010296,0.01886616088449955,RANDOM_STRUCTURAL,4.929511487716809e-05,21.538188934326172,FULL,3,0
0.032067734748125076,0.031207760068355128,0.031156150624155998,0.03079870715737343,0.03091740421950817,0.03151768445968628,0.031639110296964645,0.031944695860147476,RANDOM_STRUCTURAL,4.929511487716809e-05,21.538188934326172,FULL,4,0
0.03169999271631241,0.030789013197136228,0.030739525333046913,0.03038678504526615,0.03050391934812069,0.03109629638493061,0.031216120347380638,0.03151768445968628,RANDOM_STRUCTURAL,4.929511487716809e-05,21.538188934326172,FULL,5,0
0.019800934940576553,0.01915904545421654,0.019123399630188942,0.01886616088449955,0.0189393050968647,0.0193841140717268,0.019491270091384644,0.01971572861075401,RANDOM_STRUCTURAL,4.929511487716809e-05,21.538188934326172,FULL,6,0
0.02946551889181137,0.028641481470913277,0.028626853600144386,0.028243571519851685,0.028352562338113785,0.02895945869386196,0.029071170836687088,0.02935231290757656,RANDOM_STRUCTURAL,4.929511487716809e-05,21.538188934326172,FULL,7,0
0.022278599441051483,0.0215860796324705,0.021558811888098717,0.021269159391522408,0.02135152369737625,0.021852364763617516,0.021936964243650436,0.022182851303368806,RANDOM_STRUCTURAL,4.929511487716809e-05,21.538188934326172,FULL,8,0
0.020741412416100502,0.020064666521648178,0.020032020285725594,0.0197626780718565,0.019839264452457428,0.02030499465763569,0.02038366161286831,0.02062147483229637,RANDOM_STRUCTURAL,4.929511487716809e-05,21.538188934326172,FULL,9,0
0.019724493846297264,0.019083497511019232,0.019049549475312233,0.018793294206261635,0.01886616088449955,0.01930926740169525,0.0193841140717268,0.01961037889122963,RANDOM_STRUCTURAL,4.929511487716809e-05,21.538188934326172,FULL,10,0
0.02360723912715912,0.022886759959874325,0.022845014929771423,0.02253827638924122,0.022625496610999107,0.023155881091952324,0.023245465010404587,0.02350584926083684,RANDOM_STRUCTURAL,4.929511487716809e-05,21.538188934326172,FULL,11,0
0.020781544968485832,0.02013842328778992,0.020109638571739197,0.019839264452457428,0.019916143268346786,0.02038366161286831,0.020462628453969955,0.02070135623216629,RANDOM_STRUCTURAL,4.929511487716809e-05,21.538188934326172,FULL,12,0
