source_dataset_id,canonical_ensembl_gene_id,canonical_hgnc_symbol,feature_universe_hash,measurement_status,measured_gene,measured_zero_distinct_from_unmeasured
HVS_COMMON,ENSG00000005889,ZFX,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000005893,LAMP2,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000006071,ABCC8,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000006116,CACNG3,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000006125,AP2B1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000006432,MAP3K9,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000006451,RALA,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000006530,AGK,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000006576,PHTF2,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000006607,FARP2,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000006652,IFRD1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000006704,GTF2IRD1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000006715,VPS41,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000006740,ARHGAP44,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000006831,ADIPOR2,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000007001,UPP2,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000007047,MARK4,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000007168,PAFAH1B1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000007237,GAS7,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000007341,ST7L,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000007392,LUC7L,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000007923,DNAJC11,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000008018,PSMB1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000008083,JARID2,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000008086,CDKL5,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000008256,CYTH3,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000008277,ADAM22,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000008294,SPAG9,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000008405,CRY1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000008441,NFIX,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000008513,ST3GAL1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000008710,PKD1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000008869,HEATR5B,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000008952,SEC62,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000009307,CSDE1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000009335,UBE3C,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000009413,REV3L,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000009694,TENM1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000009844,VTA1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000009954,BAZ1B,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000010017,RANBP9,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000010244,ZNF207,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000010322,NISCH,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000010803,SCMH1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000010810,FYN,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000010818,HIVEP2,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000011114,BTBD7,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000011243,AKAP8L,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000011258,MBTD1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000011275,RNF216,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000011295,TTC19,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000011376,LARS2,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000011405,PIK3C2A,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000011454,RABGAP1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000011485,PPP5C,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000011566,MAP4K3,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000012061,ERCC1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000012232,EXTL3,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000012660,ELOVL5,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000012822,CALCOCO1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000012983,MAP4K5,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000013293,SLC7A14,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000014123,UFL1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000014641,MDH1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000014824,SLC30A9,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000015153,YAF2,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000015171,ZMYND11,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000015676,NUDCD3,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000017260,ATP2C1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000018236,CNTN1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000018510,AGPS,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000018699,TTC27,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000019144,PHLDB1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000019995,ZRANB1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000020426,MNAT1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000020577,SAMD4A,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000021574,SPAST,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000021645,NRXN3,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000021776,AQR,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000022355,GABRA1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000022840,RNF10,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000023171,GRAMD1B,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000023228,NDUFS1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000023287,RB1CC1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000023318,ERP44,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000023516,AKAP11,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000024048,UBR2,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000025293,PHF20,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000025796,SEC63,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000025800,KPNA6,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000026652,AGPAT4,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000027001,MIPEP,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000027697,IFNGR1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000028203,VEZT,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000028528,SNX1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000029363,BCLAF1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000029364,SLC39A9,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000029639,TFB1M,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000029725,RABEP1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000030066,NUP160,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000030419,IKZF2,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000031003,FAM13B,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000032742,IFT88,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000033030,ZCCHC8,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000033122,LRRC7,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000033170,FUT8,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000033178,UBA6,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000033327,GAB2,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000033627,ATP6V0A1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000033800,PIAS1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000033867,SLC4A7,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000034053,APBA2,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000034677,RNF19A,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000034693,PEX3,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000035115,SH3YL1,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000035403,VCL,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000035681,NSMAF,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000035862,TIMP2,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000036054,TBC1D23,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
HVS_COMMON,ENSG00000036257,CUL3,9ef988a839f6b841ecb15de31fd997b056f373d1396f2625d26fd27a2707c87c,measured_value_requires_runtime_zero_nonzero_resolution,True,True
