alpha,feature_dimension,mae_log1p_risk,major_family,model,n_examples,r2_log1p_risk,spearman,split
0.001,1472,0.006623412482440472,RANDOM_STRUCTURAL,BASE_DIAGNOSTIC,2048,0.9785371422767639,0.9884863495826721,VALIDATION
0.001,1472,0.006684150546789169,RANDOM_STRUCTURAL,BASE_DIAGNOSTIC,2048,0.9761102795600891,0.9863125085830688,SEALED
0.001,1472,0.00876748189330101,COHERENT_STRUCTURAL,BASE_DIAGNOSTIC,2048,0.977205216884613,0.986060380935669,VALIDATION
0.001,1472,0.008782894350588322,COHERENT_STRUCTURAL,BASE_DIAGNOSTIC,2048,0.9755736589431763,0.9855989813804626,SEALED
0.001,1479,0.006604226306080818,RANDOM_STRUCTURAL,STABILITY_DIAGNOSTIC,2048,0.9787629842758179,0.9886403679847717,VALIDATION
0.001,1479,0.006672787480056286,RANDOM_STRUCTURAL,STABILITY_DIAGNOSTIC,2048,0.9761379361152649,0.9862565398216248,SEALED
0.001,1479,0.008745747618377209,COHERENT_STRUCTURAL,STABILITY_DIAGNOSTIC,2048,0.97726970911026,0.9861148595809937,VALIDATION
0.001,1479,0.008718778379261494,COHERENT_STRUCTURAL,STABILITY_DIAGNOSTIC,2048,0.9758787155151367,0.9857451319694519,SEALED
