stratum_type,stratum_key,mask_fraction,n_mask_evaluations,n_unique_cells,visible_measured_genes_p05,visible_measured_genes_p25,visible_measured_genes_p50,visible_measured_genes_p75,visible_measured_genes_p95,visible_detected_genes_p05,visible_detected_genes_p25,visible_detected_genes_p50,visible_detected_genes_p75,visible_detected_genes_p95,fraction_detected_genes_retained_p05,fraction_detected_genes_retained_p25,fraction_detected_genes_retained_p50,fraction_detected_genes_retained_p75,fraction_detected_genes_retained_p95,fraction_transformed_signal_retained_p05,fraction_transformed_signal_retained_p25,fraction_transformed_signal_retained_p50,fraction_transformed_signal_retained_p75,fraction_transformed_signal_retained_p95,fraction_raw_vocab_count_mass_retained_p05,fraction_raw_vocab_count_mass_retained_p25,fraction_raw_vocab_count_mass_retained_p50,fraction_raw_vocab_count_mass_retained_p75,fraction_raw_vocab_count_mass_retained_p95,fraction_cells_below_100_visible_detected,fraction_cells_below_250_visible_detected,fraction_cells_below_500_visible_detected
broad_cell_class,EndothelialSubclass,0.4,222,74,2458.0,2458.0,2458.0,2458.0,2458.0,225.0,393.0,1350.5,2088.0,2281.2999999999997,0.5844355160187147,0.5972016639279568,0.6003284622069153,0.6064831331618274,0.6254202254202254,0.5796846484502134,0.5947520626850569,0.6006514500822009,0.6078063293212608,0.6266047799966228,0.5211814576977725,0.5603695604675945,0.6058573853989813,0.6336318294042689,0.6620854772469789,0.0,0.1036036036036036,0.3333333333333333
broad_cell_class,EndothelialSubclass,0.5,222,74,2048.0,2048.0,2048.0,2048.0,2048.0,180.05,327.25,1124.0,1739.0,1904.2499999999998,0.479286540386328,0.49696976246630703,0.5002037393005758,0.5053244225091182,0.5232688633213879,0.4739588758323824,0.49497716189693075,0.5012854317950436,0.508119180692709,0.5219003931242928,0.42968985496869944,0.46613862652962534,0.49843157987487885,0.531238108828006,0.5797409932053047,0.0,0.16216216216216217,0.33783783783783783
broad_cell_class,EndothelialSubclass,0.6,222,74,1639.0,1639.0,1639.0,1639.0,1639.0,143.05,264.75,906.5,1391.5,1519.85,0.3788180398836137,0.39660788218225335,0.4005365053794373,0.40502283668405964,0.4185301786214004,0.37840766695792255,0.3932657325603028,0.40090060129070704,0.4075371566768114,0.4195914792933324,0.3349135118631264,0.36540978949236314,0.3944186718961984,0.4311708949608616,0.4742382079709272,0.0045045045045045045,0.22522522522522523,0.38738738738738737
broad_cell_class,EndothelialSubclass,0.7,222,74,1229.0,1229.0,1229.0,1229.0,1229.0,106.1,194.25,680.5,1042.75,1138.9,0.28141650353968023,0.2964448244056942,0.30007215007215005,0.3036521600441406,0.31976455391089537,0.27927361244542637,0.29369496910528625,0.30035467129881077,0.30636112667016,0.3206115502095238,0.25003171770659155,0.27119194085784987,0.29311992115984453,0.32032036641047346,0.3624892579281264,0.036036036036036036,0.31981981981981983,0.44594594594594594
broad_cell_class,EpendymalSubclass,0.15,201,67,3482.0,3482.0,3482.0,3482.0,3482.0,881.0,1548.0,1807.0,2144.0,2505.0,0.8399778516057586,0.8460943542150039,0.85002043318349,0.8536585365853658,0.8595139300533492,0.8362728206752298,0.8452248700789396,0.8502409034305004,0.8561022957510388,0.861778295909512,0.7748387096774193,0.8485644965628791,0.8615042458552366,0.870293640785444,0.8854591555506559,0.0,0.0,0.014925373134328358
broad_cell_class,EpendymalSubclass,0.25,201,67,3072.0,3072.0,3072.0,3072.0,3072.0,782.0,1361.0,1584.0,1896.0,2217.0,0.7388090349075975,0.7459893048128342,0.7501699524133243,0.7535211267605634,0.7615944806439249,0.7352657723603139,0.7446697009316189,0.7503048231255067,0.7567886038862097,0.7650671339615333,0.6565846033606878,0.7438833940655908,0.7659840550257934,0.7801725867951034,0.8003562794248632,0.0,0.0,0.014925373134328358
broad_cell_class,EpendymalSubclass,0.4,201,67,2458.0,2458.0,2458.0,2458.0,2458.0,629.0,1086.0,1273.0,1510.0,1772.0,0.5862369337979094,0.5948827292110874,0.5991735537190083,0.6047337278106509,0.6122334455667789,0.5851269579927447,0.5925292623376337,0.6006952965025086,0.6061596411628248,0.6144564327843639,0.5164992826398852,0.566093951733042,0.6149285113540791,0.6369982547993019,0.6680851063829787,0.0,0.004975124378109453,0.029850746268656716
broad_cell_class,EpendymalSubclass,0.5,201,67,2048.0,2048.0,2048.0,2048.0,2048.0,529.0,908.0,1067.0,1253.0,1479.0,0.48558421851289835,0.4953475643130816,0.5003903200624512,0.5051055139550715,0.513126491646778,0.4822010843087189,0.4932543882246462,0.5010983579201367,0.5064607587033667,0.5169731362353931,0.42244655581947743,0.46674175954470004,0.501203408573473,0.5373656262142209,0.5776738183577996,0.0,0.014925373134328358,0.04975124378109453
broad_cell_class,EpendymalSubclass,0.6,201,67,1639.0,1639.0,1639.0,1639.0,1639.0,419.0,736.0,854.0,1010.0,1186.0,0.38553259141494434,0.39471403812824957,0.4,0.40558292282430214,0.414792899408284,0.38196795923865834,0.3929079632821996,0.40078762025883624,0.4070715598397662,0.420514303475951,0.3308007013442431,0.36439648395626384,0.3894936109796498,0.4311377245508982,0.47256176853055915,0.0,0.014925373134328358,0.0945273631840796
broad_cell_class,EpendymalSubclass,0.7,201,67,1229.0,1229.0,1229.0,1229.0,1229.0,320.0,553.0,645.0,754.0,892.0,0.28815489749430523,0.29534313725490197,0.300187617260788,0.30559757942511345,0.31346153846153846,0.2846815849242094,0.2932820446902318,0.29945698206195837,0.30714456669295104,0.3183082710966523,0.24113924050632912,0.2662986580374988,0.2862547288776797,0.3200588764412462,0.3703414416424905,0.0,0.029850746268656716,0.1890547263681592
broad_cell_class,ExN,0.15,96,32,3482.0,3482.0,3482.0,3482.0,3482.0,921.0,2703.75,3071.5,3199.0,3350.5,0.8462856361666312,0.848882734990714,0.8501464971869293,0.8519580052986729,0.8559479553903345,0.8419519706425218,0.846614267988332,0.8500574961377925,0.8541036533466229,0.8590322100248863,0.7911529254260232,0.8365322801986113,0.8534236800265398,0.8626730010469431,0.8762636700804465,0.0,0.0,0.0
broad_cell_class,ExN,0.25,96,32,3072.0,3072.0,3072.0,3072.0,3072.0,816.0,2384.0,2715.5,2825.0,2958.75,0.7452212522219841,0.7482512949845073,0.7496780305478253,0.75197591630636,0.7559811347782115,0.7390703013657041,0.7461716511977615,0.7496444940799936,0.75509901067978,0.7598985926099051,0.6948888896308929,0.7286010341300566,0.7533121103757787,0.7691831417577849,0.7884574638754146,0.0,0.0,0.0
broad_cell_class,ExN,0.4,96,32,2458.0,2458.0,2458.0,2458.0,2458.0,659.75,1907.5,2169.0,2257.0,2370.0,0.5947206241919631,0.5976707202973093,0.599891052652741,0.6016660072121016,0.6064509014931507,0.5893494970407978,0.597350387268766,0.6002568854179051,0.6050279968743831,0.6104378587406147,0.5517352450469448,0.5746677476956326,0.5946151635799642,0.6242444457504359,0.6472047753188719,0.0,0.0,0.0
broad_cell_class,ExN,0.5,96,32,2048.0,2048.0,2048.0,2048.0,2048.0,548.0,1584.25,1811.5,1879.0,1974.5,0.4949285789738337,0.4977945488803114,0.49993748437109276,0.5022579389722849,0.5068794356458544,0.4885700322830187,0.4963934683918858,0.5005888209508327,0.5040892593913457,0.5123556022789021,0.4464847581773528,0.47408403721051595,0.49978783961149376,0.5250412822666343,0.5524069169652595,0.0,0.0,0.010416666666666666
broad_cell_class,ExN,0.6,96,32,1639.0,1639.0,1639.0,1639.0,1639.0,444.0,1270.0,1447.5,1504.25,1579.0,0.3951039375412494,0.39793423893228896,0.4000276090557703,0.40149695544338015,0.4055122166233712,0.38816949164763404,0.39590798089260837,0.40043661737978603,0.4049798438995087,0.4123013502816946,0.35398781791515976,0.37586219919028774,0.4015236935215276,0.4209155562517784,0.453889789680167,0.0,0.0,0.0625
broad_cell_class,ExN,0.7,96,32,1229.0,1229.0,1229.0,1229.0,1229.0,343.25,953.25,1084.5,1127.25,1187.5,0.2942900116024438,0.29790241479708846,0.300050656892464,0.30176347973350315,0.3057879161061796,0.2882659275532693,0.29667617835409177,0.3010163109363523,0.3040348534717925,0.31130154332196325,0.25202046278428425,0.28204522895810363,0.29970596739428995,0.3205493063711098,0.3535835317600836,0.0,0.0,0.0625
broad_cell_class,InN,0.15,96,32,3482.0,3482.0,3482.0,3482.0,3482.0,1194.25,2277.0,2673.5,2954.0,3123.75,0.8449382857767684,0.848036873751808,0.8499528788076153,0.8520711972162123,0.8556056294521702,0.8425654152039725,0.8460836773617635,0.8502625312530332,0.8545941546292359,0.858862567291807,0.7899939068466314,0.8419832650789402,0.8566448303093632,0.8653947885071038,0.877317891377846,0.0,0.0,0.0
broad_cell_class,InN,0.25,96,32,3072.0,3072.0,3072.0,3072.0,3072.0,1048.0,2004.0,2357.5,2610.0,2756.25,0.7446245819375922,0.7471677931341627,0.75,0.7527985121236589,0.7577769735427268,0.7391418023980612,0.7460069567086997,0.7512880553907941,0.7556932731574901,0.7622386830236693,0.6866816312642694,0.7238899254729793,0.7561571976573236,0.7696738454756273,0.785060448439459,0.0,0.0,0.0
broad_cell_class,InN,0.4,96,32,2458.0,2458.0,2458.0,2458.0,2458.0,846.5,1602.0,1888.5,2088.75,2205.5,0.5923713380956909,0.5977734707186522,0.6002200391300414,0.6037967109473162,0.6098558129593248,0.5879633289500805,0.5944598879005508,0.6018802684522704,0.6066652918112518,0.6130303829380859,0.5417377193438917,0.5768369753216299,0.6083586701472645,0.6246688330145995,0.6415884008093851,0.0,0.0,0.0
broad_cell_class,InN,0.5,96,32,2048.0,2048.0,2048.0,2048.0,2048.0,708.75,1330.25,1586.0,1745.0,1833.25,0.4902033432595342,0.49814044916212097,0.5006845014992504,0.5042693358129484,0.5118152327865857,0.48585258739175646,0.4955565161816152,0.501710566504871,0.5060234279515154,0.5136346909244716,0.44428841512255507,0.47144502603228233,0.49670459035789705,0.5191753779731985,0.5520083411374698,0.0,0.0,0.0
broad_cell_class,InN,0.6,96,32,1639.0,1639.0,1639.0,1639.0,1639.0,567.5,1061.25,1266.0,1398.25,1467.75,0.39367771308346633,0.3981283283881099,0.40129010069872834,0.4041526398823292,0.4087604516890923,0.38687563171635797,0.3970505732698766,0.40194837859779986,0.40583419588485636,0.4112013848064745,0.35538146869669623,0.3750466759050404,0.39254468844862456,0.4211857598397277,0.45922393746252765,0.0,0.0,0.020833333333333332
broad_cell_class,InN,0.7,96,32,1229.0,1229.0,1229.0,1229.0,1229.0,424.0,807.5,946.5,1043.0,1100.5,0.2935330210064984,0.2984624975792072,0.3003248193305468,0.3036463007840342,0.3081679993946052,0.288234310223533,0.29639866379865687,0.3007707036846262,0.304169077272591,0.31129866135569867,0.26161635441344333,0.27843094960854176,0.2925481298793837,0.3166757338946485,0.36173618743423197,0.0,0.0,0.09375
broad_cell_class,LSXSubclass,0.15,105,35,3482.0,3482.0,3482.0,3482.0,3482.0,1730.4,2218.0,2779.0,3170.0,3305.3999999999996,0.8444944559399038,0.8486183420104125,0.8502961766289715,0.8520368946963874,0.8543401596478881,0.8399042815790698,0.8464482037737124,0.8493833815780526,0.8525389107083206,0.8597708547591101,0.8172205603142928,0.8401456230349165,0.8512063113475828,0.8620369295087679,0.8772842820513215,0.0,0.0,0.0
broad_cell_class,LSXSubclass,0.25,105,35,3072.0,3072.0,3072.0,3072.0,3072.0,1534.0,1968.0,2450.0,2795.0,2920.6,0.7443340201531421,0.7483347813495511,0.7500782962730974,0.7525614754098361,0.7563581771428467,0.738690611644881,0.7465355815970439,0.7498298198855261,0.7537714227526519,0.7591462016952373,0.715166815882132,0.7367424242424242,0.7494605914456149,0.7630038279666742,0.7815299307451813,0.0,0.0,0.0
broad_cell_class,LSXSubclass,0.4,105,35,2458.0,2458.0,2458.0,2458.0,2458.0,1225.8,1568.0,1969.0,2230.0,2341.0,0.5914977144035825,0.5984930032292788,0.6006415396952687,0.6027151639344263,0.6074773727371221,0.5879996076742624,0.5958009719570316,0.6007415304061426,0.604375374860267,0.6104992025296258,0.5638057169486597,0.5827728613569322,0.6001284285845335,0.6157246235087033,0.6363452721504945,0.0,0.0,0.0
broad_cell_class,LSXSubclass,0.5,105,35,2048.0,2048.0,2048.0,2048.0,2048.0,1026.6,1316.0,1639.0,1862.0,1947.3999999999999,0.4920943259001102,0.49886506935687264,0.5010621348911312,0.5036200405444541,0.5069955634478095,0.48837170245742295,0.496692056034403,0.5005402483331578,0.5050424064548632,0.5114266815389727,0.4650731125792025,0.48364602653730915,0.500671509675844,0.5177227482398641,0.541728519211069,0.0,0.0,0.0
broad_cell_class,LSXSubclass,0.6,105,35,1639.0,1639.0,1639.0,1639.0,1639.0,821.8,1057.0,1316.0,1490.0,1561.6,0.38988233579526865,0.3986846226119637,0.4011270491803279,0.4035928143712575,0.4075917189254539,0.38589497440832343,0.39770207134485674,0.40076067792540276,0.4057896889346908,0.4117177296774612,0.36260511230832093,0.3864634753860785,0.39932588256164625,0.4152738705940758,0.4443750825364389,0.0,0.0,0.0
broad_cell_class,LSXSubclass,0.7,105,35,1229.0,1229.0,1229.0,1229.0,1229.0,608.8,796.0,988.0,1117.0,1170.6,0.29270198202743314,0.29851190476190476,0.30031864046733936,0.30303030303030304,0.30790362867865556,0.2878862544098179,0.2968033363672442,0.3016181811246298,0.30607665632670905,0.3112258620467697,0.2707893984794354,0.2857054697303191,0.2986437141366719,0.3145539906103286,0.342578919746316,0.0,0.0,0.0
broad_cell_class,MG,0.15,108,36,3482.0,3482.0,3482.0,3482.0,3482.0,435.65000000000003,847.5,988.0,1195.5,1428.1999999999991,0.8328742937853107,0.8445846881466155,0.8491696998293361,0.8545232838394144,0.8636253307119105,0.8331754475439264,0.8424351643843664,0.8495777073171,0.8552869832015142,0.8638590069817949,0.8086625062618338,0.8387620319584376,0.85088489142306,0.862356979104916,0.8766951626191176,0.0,0.0,0.10185185185185185
broad_cell_class,MG,0.25,108,36,3072.0,3072.0,3072.0,3072.0,3072.0,386.1,747.75,868.5,1055.0,1264.7499999999993,0.7339924823684415,0.7443799233553332,0.7499131341209173,0.7554839869954358,0.7665015032123633,0.7316799337649111,0.7440303901611434,0.7512042648201218,0.7572479620655105,0.7660274953147107,0.7087321850781558,0.7352806289309972,0.7536328346583121,0.7691943358189017,0.7874442186313683,0.0,0.0,0.1111111111111111
broad_cell_class,MG,0.4,108,36,2458.0,2458.0,2458.0,2458.0,2458.0,310.75,603.75,696.5,842.75,1006.5499999999996,0.5833719646799117,0.5929344919786096,0.6014489046307228,0.6087440051337517,0.6185535797268201,0.5813440027393625,0.5923173416172666,0.6018828809226504,0.6099176437841554,0.6188564440099069,0.5598031625045388,0.5825678517226217,0.5978050397819432,0.6209801544308586,0.646354221274712,0.0,0.0,0.12037037037037036
broad_cell_class,MG,0.5,108,36,2048.0,2048.0,2048.0,2048.0,2048.0,259.5,498.25,581.5,698.5,837.0499999999995,0.4823896572270362,0.4934483540961967,0.5,0.5088461372800435,0.5185504907450103,0.47793710321095234,0.49377853956838624,0.501244144523691,0.5089469911870488,0.5193266355661516,0.4488046107145402,0.4777579175984181,0.49910966427306075,0.5211876222767149,0.5486500477673975,0.0,0.05555555555555555,0.25925925925925924
broad_cell_class,MG,0.6,108,36,1639.0,1639.0,1639.0,1639.0,1639.0,207.9,398.75,463.5,570.25,666.0999999999997,0.38464518834888867,0.3920985005658242,0.40066225165562913,0.4078451061021642,0.42121366001474225,0.38125581559498684,0.39039084342704805,0.3997936417046458,0.4088811896392448,0.422527023215379,0.35609052867932234,0.37878167855268985,0.39759033453130055,0.4231175608221275,0.4496841241138532,0.0,0.1111111111111111,0.5833333333333334
broad_cell_class,MG,0.7,108,36,1229.0,1229.0,1229.0,1229.0,1229.0,159.5,296.0,349.5,420.25,500.8499999999999,0.28299876471961405,0.29311139316598345,0.30024636532156757,0.3070612091881944,0.32097136669987414,0.28198077770209284,0.2926739025410403,0.2998503225024125,0.30801189478682645,0.3215769008666959,0.25996022611497416,0.28348115718953837,0.2977079829467673,0.3214042195318941,0.35061191700330513,0.0,0.1388888888888889,0.9444444444444444
broad_cell_class,Microglia-PVMSubclass,0.15,222,74,3482.0,3482.0,3482.0,3482.0,3482.0,575.35,999.25,1427.5,1702.0,2945.5499999999997,0.8380823208025215,0.8459424200759353,0.8496323561083476,0.8537985306225853,0.8605644851992608,0.8363757849277343,0.8439898629005955,0.8494065837641769,0.8544884813216245,0.8624732045440309,0.8045145723771191,0.8416521807624094,0.8563812230191012,0.8652352995329549,0.8776532818643396,0.0,0.0,0.0
broad_cell_class,Microglia-PVMSubclass,0.25,222,74,3072.0,3072.0,3072.0,3072.0,3072.0,510.25,882.0,1268.0,1496.75,2597.8999999999996,0.7368092332437164,0.7453412144656134,0.7504514051439849,0.7554584994117358,0.7647222222222222,0.7352351882767918,0.7432027213095004,0.7500664612083081,0.756592818228373,0.7672806803298806,0.6921344977652317,0.742939936207096,0.756542890814609,0.7728763121075036,0.7874702506428444,0.0,0.0,0.04054054054054054
broad_cell_class,Microglia-PVMSubclass,0.4,222,74,2458.0,2458.0,2458.0,2458.0,2458.0,421.05,712.5,1009.5,1197.5,2072.65,0.5882425959460249,0.595070829598651,0.6010747805818061,0.6070366665686016,0.6156088360522176,0.5842341311989071,0.5950574835863776,0.6015047411878534,0.6077669349647693,0.6192405313814349,0.5470876235961721,0.5790432073849616,0.6093162870154722,0.6304918864478757,0.6497179430056838,0.0,0.0,0.11261261261261261
broad_cell_class,Microglia-PVMSubclass,0.5,222,74,2048.0,2048.0,2048.0,2048.0,2048.0,352.15,589.25,839.5,995.75,1729.55,0.4857522665520509,0.49504655783495394,0.5013280402594031,0.5084051125312586,0.5161389733616802,0.48430565209416676,0.4945170761061834,0.5009324993199002,0.5072025539301359,0.5172166347095467,0.4455186691379426,0.473844423566212,0.5013195168292932,0.530548006354458,0.5583587068559396,0.0,0.0,0.1891891891891892
broad_cell_class,Microglia-PVMSubclass,0.6,222,74,1639.0,1639.0,1639.0,1639.0,1639.0,280.55,484.25,674.0,801.75,1381.0,0.38613185591372995,0.39522664891104264,0.4006595099897863,0.407061266874351,0.4170905334971024,0.3838816555728725,0.3939783233258995,0.4004364200404721,0.40774852754899293,0.4181787935332832,0.3476525560526717,0.37791248748474604,0.3929315022107038,0.4287115233216351,0.46318317186910035,0.0,0.03153153153153153,0.25675675675675674
broad_cell_class,Microglia-PVMSubclass,0.7,222,74,1229.0,1229.0,1229.0,1229.0,1229.0,216.15,368.0,501.0,602.0,1042.85,0.28565694203303754,0.29540848593591196,0.30026087114601513,0.30461098721325186,0.3166112750082484,0.28363883344120955,0.29406935786402094,0.3001193244971664,0.3063659559403751,0.31880424186280865,0.2546189622802526,0.279891707932,0.2939705754360651,0.3176640168021698,0.3660153797119652,0.0,0.11261261261261261,0.5
broad_cell_class,Neuronal: GABAergic,0.15,5940,1980,3482.0,3482.0,3482.0,3482.0,3482.0,963.8499999999999,1687.75,2162.5,2534.25,2964.0,0.8421041214750542,0.8472490986584931,0.8500629382705878,0.852949147456489,0.8582981228565751,0.8393268750015732,0.8459041275989718,0.8500714451850625,0.8542819772395005,0.860723282371318,0.7918343077778663,0.8407729773824253,0.8564764269392681,0.8688358784083102,0.8855462943757356,0.0,0.0,0.005555555555555556
broad_cell_class,Neuronal: GABAergic,0.25,5940,1980,3072.0,3072.0,3072.0,3072.0,3072.0,843.0,1493.0,1908.5,2236.0,2611.05,0.7402257976606468,0.7465792064601202,0.75,0.7535968770812418,0.7604231467860315,0.7367476739460324,0.7448564978986817,0.7500533891480033,0.7553218156343425,0.7634787523968478,0.6733231800211709,0.7339507567685846,0.7572234457863896,0.7752327506304544,0.8003398733114081,0.0,0.0,0.008417508417508417
broad_cell_class,Neuronal: GABAergic,0.4,5940,1980,2458.0,2458.0,2458.0,2458.0,2458.0,675.95,1192.75,1527.0,1788.25,2092.0,0.5887419433495419,0.5962432489674891,0.600118414476253,0.6040820046574955,0.612018685156013,0.5852170159527875,0.5939887547596396,0.6000650189056032,0.6061046923424629,0.6154498192147374,0.5220767473336249,0.5756895799856951,0.6043661683666508,0.6303024674691335,0.6664568882516059,0.0,0.000505050505050505,0.018013468013468013
broad_cell_class,Neuronal: GABAergic,0.5,5940,1980,2048.0,2048.0,2048.0,2048.0,2048.0,560.0,992.0,1271.0,1489.25,1742.0,0.48864481739873283,0.4959663571596762,0.5,0.5038481151716845,0.5121108241142356,0.48501935806019536,0.4936976527267032,0.49980811715060014,0.505756097358683,0.5155201012228723,0.42502728565219633,0.471520236236295,0.49982792755991035,0.5292139502372946,0.574861135637572,0.0,0.0030303030303030303,0.034511784511784514
broad_cell_class,Neuronal: GABAergic,0.6,5940,1980,1639.0,1639.0,1639.0,1639.0,1639.0,449.0,795.0,1017.0,1194.0,1395.0,0.388757239681805,0.39612015018773467,0.4,0.40393189434285326,0.411901218991385,0.3852572367774036,0.3939198164950496,0.3997592166994893,0.4057990074451946,0.4151165024533134,0.33295451380643243,0.3706524949192578,0.3957745032991122,0.42658452519293516,0.47973423693490863,0.0,0.0065656565656565654,0.06060606060606061
broad_cell_class,Neuronal: GABAergic,0.7,5940,1980,1229.0,1229.0,1229.0,1229.0,1229.0,339.95,596.0,763.0,896.0,1047.0,0.28947322970639033,0.2963199163786643,0.3,0.30360655737704917,0.31087589434877744,0.28613950817368183,0.29431872224322153,0.2997829867798373,0.30559398169524155,0.3136793187947798,0.2436966880507803,0.27303818011894854,0.29336545377084045,0.31965818483280733,0.3782290662500066,0.00016835016835016836,0.018855218855218854,0.13905723905723905
broad_cell_class,Neuronal: Glutamatergic,0.15,5952,1984,3482.0,3482.0,3482.0,3482.0,3482.0,1485.0,2211.75,2642.0,2962.0,3251.45,0.8439931843521392,0.848004748687133,0.8500462820117248,0.8520988485070401,0.8561369227615192,0.8408179957210455,0.8462043515201094,0.8500561038918586,0.8539742843524722,0.8596510779767592,0.7873289788414515,0.8418670516691851,0.8567220828470106,0.8680582031128288,0.88305990255341,0.0,0.0,0.0005040322580645161
broad_cell_class,Neuronal: Glutamatergic,0.25,5952,1984,3072.0,3072.0,3072.0,3072.0,3072.0,1308.55,1950.75,2330.0,2613.0,2868.0,0.74280113021579,0.7474932619395029,0.7499329931422765,0.7524090431805303,0.757360080997635,0.7388358814368874,0.745451787504331,0.7500452862671856,0.7547634774055183,0.761240206967257,0.6718705273261965,0.7345528139625226,0.7575236687619408,0.7741791907548251,0.7974243403604068,0.0,0.0,0.0010080645161290322
broad_cell_class,Neuronal: Glutamatergic,0.4,5952,1984,2458.0,2458.0,2458.0,2458.0,2458.0,1048.55,1560.75,1865.0,2092.0,2294.45,0.5922586613493341,0.5972971070197204,0.6,0.6026764439882231,0.6081967372228624,0.5870033164162072,0.5948382132013115,0.6000349759909609,0.6052967554115565,0.6131290978109523,0.5230623551655046,0.5739558751771938,0.6037055392712252,0.6288411041932458,0.6647470922978969,0.0,0.0005040322580645161,0.0023521505376344087
broad_cell_class,Neuronal: Glutamatergic,0.5,5952,1984,2048.0,2048.0,2048.0,2048.0,2048.0,871.0,1301.0,1553.0,1744.0,1913.0,0.4918516916336959,0.4970812883635854,0.49987293122508314,0.5027326554189988,0.5085242324262023,0.48702829504747724,0.4946422595814459,0.49993718720371627,0.505417632892003,0.5132536395755429,0.42810632770263224,0.4715108608951879,0.4996532647182119,0.5279869474884116,0.5727467276075542,0.0,0.0005040322580645161,0.005376344086021506
broad_cell_class,Neuronal: Glutamatergic,0.6,5952,1984,1639.0,1639.0,1639.0,1639.0,1639.0,697.1,1040.75,1244.0,1396.0,1531.0,0.3919156363899696,0.39729162893865977,0.4001076457286818,0.4028467132255742,0.40820927119755246,0.3872514374726378,0.39494304321254464,0.40008274254086457,0.405487014264238,0.4132294074290186,0.3370550478684476,0.3714482203012483,0.3953315023428177,0.42577075474351933,0.4785454181212417,0.0,0.0006720430107526882,0.011592741935483871
broad_cell_class,Neuronal: Glutamatergic,0.7,5952,1984,1229.0,1229.0,1229.0,1229.0,1229.0,522.0,780.75,933.0,1045.0,1148.0,0.29202230660880774,0.2973541231931185,0.30003055329468226,0.302504227529686,0.3075145818673884,0.2880276395133268,0.2950613015659111,0.29982933970088166,0.3047344366600403,0.3120250835056313,0.24783321130001562,0.27381725235666327,0.29300536852045506,0.31809427166048304,0.3784230814989448,0.0,0.0021841397849462364,0.04200268817204301
broad_cell_class,Non-neuronal and Non-neural,0.15,4551,1517,3482.0,3482.0,3482.0,3482.0,3482.0,575.0,931.5,1256.0,1651.5,2277.5,0.8369829683698297,0.845338947786658,0.8501026694045175,0.8548833357932841,0.8634567187198766,0.8355910488029556,0.8444628553287457,0.8502337409383427,0.855802589513284,0.8644887219832648,0.7816843046963855,0.8414728380383361,0.8576230492196879,0.8700825478063201,0.8859191983923982,0.0,0.0024170511975390024,0.02790595473522303
broad_cell_class,Non-neuronal and Non-neural,0.25,4551,1517,3072.0,3072.0,3072.0,3072.0,3072.0,507.5,825.0,1110.0,1459.0,2011.5,0.7344736842105264,0.7440745526229776,0.7498358502954695,0.7558467981662285,0.7658959537572254,0.7321678685425745,0.7430327829881619,0.7499170368408763,0.7566601722135564,0.7674131677122791,0.6689999360110626,0.7328718269133523,0.7584337349397591,0.7767093109460357,0.8011567561981223,0.0,0.0037354427598330037,0.04614370468029005
broad_cell_class,Non-neuronal and Non-neural,0.4,4551,1517,2458.0,2458.0,2458.0,2458.0,2458.0,406.5,659.0,888.0,1168.0,1608.0,0.582113627902981,0.59324896644486,0.6,0.6064139941690962,0.6190333789018,0.5800678242139425,0.5921726699304564,0.5997947486537379,0.6074133477026733,0.6202289906641075,0.5165239821340017,0.5700152122040443,0.6048192771084338,0.6323425143042714,0.6678927088561819,0.0,0.009448472863107009,0.1030542737859811
broad_cell_class,Non-neuronal and Non-neural,0.5,4551,1517,2048.0,2048.0,2048.0,2048.0,2048.0,337.0,549.0,739.0,974.5,1338.5,0.4814439464862035,0.49303148296457444,0.49957947855340623,0.5064712044448338,0.5181385275934576,0.4793658308511371,0.4916334535822345,0.49945038590914415,0.5078118483578982,0.5198617919522598,0.42210566219901063,0.46636273209549073,0.4999662640847446,0.5326098616643191,0.5786893768021137,0.00021973192704900023,0.016040430674577017,0.1942430235113162
broad_cell_class,Non-neuronal and Non-neural,0.6,4551,1517,1639.0,1639.0,1639.0,1639.0,1639.0,272.0,440.0,590.0,779.5,1072.0,0.3813003010054864,0.3934271793819394,0.3996305418719212,0.4065390018935923,0.4184597809069942,0.37962703954399846,0.3919228546987449,0.399874967889806,0.40743006998909004,0.42027825488114423,0.3315221028184538,0.36666666666666664,0.39520531687633514,0.4290215594789022,0.48042570458325307,0.0008789277081960009,0.03471764447374204,0.34937376400791037
broad_cell_class,Non-neuronal and Non-neural,0.7,4551,1517,1229.0,1229.0,1229.0,1229.0,1229.0,203.0,330.0,443.0,583.0,805.0,0.28297986610711434,0.2935816561326312,0.29994107248084856,0.30595921674050675,0.31695644739212614,0.28132456666533434,0.2926758798397913,0.2999205764594819,0.30734466953291917,0.3184561912740918,0.24260346573317243,0.2702981140252359,0.2914285714285714,0.32179140061650247,0.37848243438700013,0.0035157108327840037,0.1037134695671281,0.6106350252691716
broad_cell_class,OB GabaSubclass,0.15,93,31,3482.0,3482.0,3482.0,3482.0,3482.0,1135.6,1617.0,1839.0,2378.0,2928.8,0.8425618473593879,0.8467087466185753,0.8499591169255928,0.8528333803213983,0.8598319225659518,0.8395603820818934,0.8456602349724041,0.8513532257868074,0.8550745983897934,0.8619866157653453,0.8116213708171738,0.8401122019635343,0.8560248279584401,0.8670922809053976,0.8785149863354973,0.0,0.0,0.0
