status,fixture,masker,d_gene,checkpoint,factor,factor_family,raw_r2,learned_h_r2,h_minus_raw_r2,raw_recoverable,full_h_frobenius_kernel,mean_pool_used,raw_x_concatenated_to_h
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,64,compact_22,compact,0.6325866079686571,0.5791702924319815,-0.053416315536675585,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,64,compact_23,compact,0.6204911715456627,0.5871261112515842,-0.033365060294078486,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,64,donor_24,donor,0.8646462704843705,0.8470768102702433,-0.017569460214127197,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,64,donor_25,donor,0.735992122566455,0.7310657829351694,-0.004926339631285526,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,broad_00,broad,0.806720183221129,0.7957087792881078,-0.011011403933021247,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,broad_01,broad,0.7298511848058308,0.7207166367623139,-0.009134548043516877,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,broad_02,broad,0.8630139915477625,0.8449584959959031,-0.01805549555185937,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,broad_03,broad,0.7173537619515677,0.6972868782516886,-0.02006688369987919,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,subtype_04,subtype,0.8813273564541085,0.8703817442073888,-0.01094561224671975,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,subtype_05,subtype,0.8380107477534993,0.8266084675021914,-0.01140228025130785,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,subtype_06,subtype,0.8064814994588738,0.7951192418092561,-0.011362257649617735,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,subtype_07,subtype,0.879272308910334,0.8683327306594368,-0.010939578250897197,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,state_08,state,0.8028957689438009,0.7930298408445132,-0.009865928099287657,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,state_09,state,0.7372537884818711,0.7158315194310472,-0.021422269050823894,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,state_10,state,0.8552292658041866,0.8413829721216946,-0.013846293682492017,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,state_11,state,0.7763764007403389,0.7619783669882227,-0.014398033752116124,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,fine_12,fine,0.8382366390039876,0.8249844317859758,-0.013252207218011791,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,fine_13,fine,0.82628826914851,0.8134738348758241,-0.012814434272685804,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,fine_14,fine,0.7370212154500027,0.7145977731831192,-0.02242344226688342,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,fine_15,fine,0.7933399618680306,0.7653190802993377,-0.028020881568692868,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,rare_16,rare,0.6690460665732625,0.6094932135974305,-0.059552852975832016,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,rare_17,rare,0.6118809178789266,0.5677176529551098,-0.044163264923816836,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,antagonistic_18,antagonistic,0.8169627577256278,0.8068942114255993,-0.010068546300028514,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,antagonistic_19,antagonistic,0.7823908105977769,0.768458076312615,-0.013932734285161952,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,distributed_20,distributed,0.8103911908155834,0.7970557836608327,-0.013335407154750678,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,distributed_21,distributed,0.8103366000543499,0.800903968986995,-0.009432631067354924,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,compact_22,compact,0.6325866079686571,0.5787544375404442,-0.05383217042821287,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,compact_23,compact,0.6204911715456627,0.5858787585006526,-0.03461241304501006,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,donor_24,donor,0.8646462704843705,0.846548275848217,-0.01809799463615347,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,128,donor_25,donor,0.735992122566455,0.7309006786047662,-0.005091443961688813,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,broad_00,broad,0.806720183221129,0.795479300332967,-0.011240882888162052,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,broad_01,broad,0.7298511848058308,0.720239940310771,-0.00961124449505979,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,broad_02,broad,0.8630139915477625,0.8447811067383268,-0.018232884809435634,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,broad_03,broad,0.7173537619515677,0.6971538400919779,-0.020199921859589853,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,subtype_04,subtype,0.8813273564541085,0.870171973040541,-0.011155383413567588,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,subtype_05,subtype,0.8380107477534993,0.8265394740568348,-0.011471273696664452,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,subtype_06,subtype,0.8064814994588738,0.7951347747852757,-0.011346724673598096,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,subtype_07,subtype,0.879272308910334,0.8683752243892869,-0.010897084521047096,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,state_08,state,0.8028957689438009,0.7929476390586837,-0.009948129885117174,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,state_09,state,0.7372537884818711,0.7153361659382321,-0.021917622543638937,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,state_10,state,0.8552292658041866,0.8411897725942545,-0.01403949320993203,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,state_11,state,0.7763764007403389,0.7617783457926173,-0.014598054947721595,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,fine_12,fine,0.8382366390039876,0.8247005288773933,-0.01353611012659428,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,fine_13,fine,0.82628826914851,0.8128759330208214,-0.013412336127688551,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,fine_14,fine,0.7370212154500027,0.7144219629708333,-0.022599252479169385,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,fine_15,fine,0.7933399618680306,0.7644425435729602,-0.02889741829507042,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,rare_16,rare,0.6690460665732625,0.608205592588078,-0.06084047398518444,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,rare_17,rare,0.6118809178789266,0.5666904382109554,-0.045190479667971184,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,antagonistic_18,antagonistic,0.8169627577256278,0.8066915878789903,-0.010271169846637451,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,antagonistic_19,antagonistic,0.7823908105977769,0.7681322440201211,-0.014258566577655785,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,distributed_20,distributed,0.8103911908155834,0.7967410916133072,-0.013650099202276222,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,distributed_21,distributed,0.8103366000543499,0.8006569799650324,-0.009679620089317553,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,compact_22,compact,0.6325866079686571,0.5784423127185083,-0.054144295250148744,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,compact_23,compact,0.6204911715456627,0.5847250020780059,-0.03576616946765676,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,donor_24,donor,0.8646462704843705,0.8461822587049257,-0.01846401177944479,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,overlap_dense,graph_free,160,256,donor_25,donor,0.735992122566455,0.7306927423401925,-0.005299380226262418,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,broad_00,broad,0.9282033299844916,0.9243465345339218,-0.0038567954505698276,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,broad_01,broad,0.8350486696996855,0.8264670652533166,-0.008581604446368907,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,broad_02,broad,0.888781784131058,0.8775805544665567,-0.011201229664501322,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,broad_03,broad,0.8465994574625909,0.8355908973785224,-0.011008560084068475,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,subtype_04,subtype,0.9244544861880502,0.920570310280719,-0.0038841759073311444,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,subtype_05,subtype,0.8951794925760891,0.8887153450388423,-0.006464147537246778,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,subtype_06,subtype,0.9333079018756565,0.9258719106612621,-0.007435991214394422,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,subtype_07,subtype,0.8923020242958171,0.883435090174271,-0.008866934121546044,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,state_08,state,0.9271312363321145,0.9189130679988764,-0.008218168333238074,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,state_09,state,0.9038083439267867,0.8957574986042344,-0.008050845322552291,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,state_10,state,0.8661069472401078,0.8548254042988315,-0.011281542941276368,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,state_11,state,0.8289849026112628,0.8099419112061755,-0.01904299140508725,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,fine_12,fine,0.8955817351774182,0.8861782962818139,-0.009403438895604355,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,fine_13,fine,0.8410809760671851,0.8294096391121794,-0.011671336955005773,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,fine_14,fine,0.8027255732467228,0.7890555173608795,-0.013670055885843246,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,fine_15,fine,0.8438384911924108,0.8186347455871578,-0.02520374560525307,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,rare_16,rare,0.6363045153979747,0.5942082812626122,-0.042096234135362565,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,rare_17,rare,0.5323494987020954,0.5062664692774407,-0.02608302942465468,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,antagonistic_18,antagonistic,0.8524745938457886,0.8445437918655232,-0.007930801980265412,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,antagonistic_19,antagonistic,0.81777473630106,0.7963570176110943,-0.02141771868996567,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,distributed_20,distributed,0.8423510599488935,0.8353975617994942,-0.006953498149399273,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,distributed_21,distributed,0.9384176126464077,0.9342166973394052,-0.004200915307002506,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,compact_22,compact,0.6006374381072597,0.5733693737194576,-0.02726806438780205,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,compact_23,compact,0.6077961456029275,0.5800618532134596,-0.027734292389467896,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,donor_24,donor,0.8046377152587759,0.7980008151605217,-0.006636900098254239,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,0,donor_25,donor,0.7635930425159229,0.757314164452046,-0.006278878063876836,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,broad_00,broad,0.9282033299844916,0.9229135423571544,-0.005289787627337228,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,broad_01,broad,0.8350486696996855,0.8249093298376327,-0.010139339862052843,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,broad_02,broad,0.888781784131058,0.875050784320391,-0.013730999810667055,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,broad_03,broad,0.8465994574625909,0.8316398202313312,-0.014959637231259704,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,subtype_04,subtype,0.9244544861880502,0.9200862340699755,-0.004368252118074678,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,subtype_05,subtype,0.8951794925760891,0.8877735642562216,-0.007405928319867527,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,subtype_06,subtype,0.9333079018756565,0.9249626762175631,-0.00834522565809337,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,subtype_07,subtype,0.8923020242958171,0.8817308417144136,-0.010571182581403438,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,state_08,state,0.9271312363321145,0.9156972817584242,-0.01143395457369023,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,state_09,state,0.9038083439267867,0.8951007639818225,-0.008707579944964183,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,state_10,state,0.8661069472401078,0.8547742021192143,-0.01133274512089355,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,state_11,state,0.8289849026112628,0.8086351740696438,-0.020349728541618983,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,fine_12,fine,0.8955817351774182,0.8823597906076911,-0.01322194456972714,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,fine_13,fine,0.8410809760671851,0.8296616757070402,-0.011419300360144935,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,fine_14,fine,0.8027255732467228,0.7868477454498557,-0.015877827796867083,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,fine_15,fine,0.8438384911924108,0.8181150506313579,-0.025723440561052913,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,rare_16,rare,0.6363045153979747,0.5862701833600192,-0.05003433203795549,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,rare_17,rare,0.5323494987020954,0.4989210225622337,-0.03342847613986166,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,antagonistic_18,antagonistic,0.8524745938457886,0.8405524343096588,-0.01192215953612985,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,antagonistic_19,antagonistic,0.81777473630106,0.7901960636804451,-0.027578672620614864,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,distributed_20,distributed,0.8423510599488935,0.8325528553088922,-0.009798204640001251,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,distributed_21,distributed,0.9384176126464077,0.9337970668326744,-0.004620545813733279,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,compact_22,compact,0.6006374381072597,0.5636270645163218,-0.03701037359093784,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,compact_23,compact,0.6077961456029275,0.5706018872199776,-0.037194258382949874,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,donor_24,donor,0.8046377152587759,0.7943242496519201,-0.010313465606855865,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,64,donor_25,donor,0.7635930425159229,0.7568568647036871,-0.0067361778122357885,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,broad_00,broad,0.9282033299844916,0.922868528769158,-0.005334801215333584,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,broad_01,broad,0.8350486696996855,0.8246868759591879,-0.010361793740497616,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,broad_02,broad,0.888781784131058,0.8747391898663559,-0.014042594264702113,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,broad_03,broad,0.8465994574625909,0.8312995186216751,-0.01529993884091585,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,subtype_04,subtype,0.9244544861880502,0.9198827365956413,-0.0045717495924088025,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,subtype_05,subtype,0.8951794925760891,0.8876162311087584,-0.007563261467330662,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,subtype_06,subtype,0.9333079018756565,0.9246985840801523,-0.008609317795504223,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,subtype_07,subtype,0.8923020242958171,0.8817638053350221,-0.010538218960794987,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,state_08,state,0.9271312363321145,0.9154572615430439,-0.011673974789070618,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,state_09,state,0.9038083439267867,0.895161216854488,-0.008647127072298644,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,state_10,state,0.8661069472401078,0.854493040553485,-0.011613906686622877,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,state_11,state,0.8289849026112628,0.808413754989562,-0.02057114762170076,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,fine_12,fine,0.8955817351774182,0.8822013210869498,-0.013380414090468418,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,fine_13,fine,0.8410809760671851,0.8297120947361498,-0.011368881331035308,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,fine_14,fine,0.8027255732467228,0.7866887863351792,-0.016036786911543532,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,fine_15,fine,0.8438384911924108,0.8181052865676277,-0.025733204624783124,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,rare_16,rare,0.6363045153979747,0.5847641605192586,-0.05154035487871611,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,rare_17,rare,0.5323494987020954,0.49802682449044355,-0.034322674211651805,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,antagonistic_18,antagonistic,0.8524745938457886,0.8404041737094335,-0.012070420136355064,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,antagonistic_19,antagonistic,0.81777473630106,0.7899715692719174,-0.02780316702914265,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,distributed_20,distributed,0.8423510599488935,0.8324224219341256,-0.009928638014767843,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,distributed_21,distributed,0.9384176126464077,0.933708300973255,-0.004709311673152694,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,compact_22,compact,0.6006374381072597,0.5637404350560715,-0.03689700305118815,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,compact_23,compact,0.6077961456029275,0.5702164961541123,-0.0375796494488152,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,donor_24,donor,0.8046377152587759,0.7942157956860308,-0.010421919572745075,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,128,donor_25,donor,0.7635930425159229,0.7567138626021376,-0.006879179913785283,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,broad_00,broad,0.9282033299844916,0.9228823143017965,-0.005321015682695163,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,broad_01,broad,0.8350486696996855,0.8246024582588677,-0.01044621144081781,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,broad_02,broad,0.888781784131058,0.8745578986795527,-0.014223885451505325,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,broad_03,broad,0.8465994574625909,0.8311708875418148,-0.015428569920776125,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,subtype_04,subtype,0.9244544861880502,0.9197566557622057,-0.004697830425844485,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,subtype_05,subtype,0.8951794925760891,0.8875237665885768,-0.007655725987512296,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,subtype_06,subtype,0.9333079018756565,0.924538764375988,-0.008769137499668456,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,subtype_07,subtype,0.8923020242958171,0.8818353916405959,-0.010466632655221186,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,state_08,state,0.9271312363321145,0.9154129865568501,-0.011718249775264367,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,state_09,state,0.9038083439267867,0.8951726562404394,-0.00863568768634726,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,state_10,state,0.8661069472401078,0.8543459458627385,-0.011761001377369351,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,state_11,state,0.8289849026112628,0.808253176026844,-0.020731726584418797,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,fine_12,fine,0.8955817351774182,0.8822094221797898,-0.013372312997628422,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,fine_13,fine,0.8410809760671851,0.8298914460466273,-0.01118953002055778,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,fine_14,fine,0.8027255732467228,0.7866886287060431,-0.01603694454067972,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,fine_15,fine,0.8438384911924108,0.8181938551414005,-0.025644636051010306,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,rare_16,rare,0.6363045153979747,0.5842830479829025,-0.05202146741507219,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,rare_17,rare,0.5323494987020954,0.49811213202241955,-0.03423736667967581,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,antagonistic_18,antagonistic,0.8524745938457886,0.840419544437641,-0.012055049408147611,True,True,False,False
