status,fixture,operator,support_fraction,depth,factor,factor_family,raw_panel_r2,learned_h_r2,h_minus_raw_panel_r2,classification
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,O_C_limited_panel,0.35,3500,fine_13,fine,0.6864837189823185,0.6467521459679748,-0.03973157301434371,MEASUREMENT-AWARE TRANSFER SUPPORTED
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,O_C_limited_panel,0.35,3500,fine_14,fine,0.6222788433118728,0.5591794161658452,-0.06309942714602756,MEASUREMENT-AWARE TRANSFER SUPPORTED
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,O_C_limited_panel,0.35,3500,fine_15,fine,0.5899475052614733,0.5246610375947978,-0.06528646766667556,MEASUREMENT-AWARE TRANSFER SUPPORTED
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,O_C_limited_panel,0.35,3500,rare_16,rare,0.421298599034426,0.3418246578592343,-0.07947394117519169,MEASUREMENT-AWARE TRANSFER SUPPORTED
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,O_C_limited_panel,0.35,3500,rare_17,rare,0.3565505203800704,0.2989251225794558,-0.0576253978006146,MEASUREMENT-AWARE TRANSFER SUPPORTED
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,O_C_limited_panel,0.35,3500,antagonistic_18,antagonistic,0.5891177368806968,0.5595837689476749,-0.029533967933021876,MEASUREMENT-AWARE TRANSFER SUPPORTED
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,O_C_limited_panel,0.35,3500,antagonistic_19,antagonistic,0.5509331130750006,0.4936058746407307,-0.0573272384342699,MEASUREMENT-AWARE TRANSFER SUPPORTED
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,O_C_limited_panel,0.35,3500,distributed_20,distributed,0.6545609686094969,0.6272592070854759,-0.027301761524020973,MEASUREMENT-AWARE TRANSFER SUPPORTED
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,O_C_limited_panel,0.35,3500,distributed_21,distributed,0.8609291208920313,0.8462690285219426,-0.014660092370088695,MEASUREMENT-AWARE TRANSFER SUPPORTED
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,O_C_limited_panel,0.35,3500,compact_22,compact,0.24766509128974779,0.20984163778270026,-0.03782345350704752,MEASUREMENT-AWARE TRANSFER SUPPORTED
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,O_C_limited_panel,0.35,3500,compact_23,compact,0.40764880487709265,0.3451035978913729,-0.06254520698571975,MEASUREMENT-AWARE TRANSFER SUPPORTED
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,O_C_limited_panel,0.35,3500,donor_24,donor,0.7126474373391167,0.6757480442407173,-0.0368993930983994,MEASUREMENT-AWARE TRANSFER SUPPORTED
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,O_C_limited_panel,0.35,3500,donor_25,donor,0.47497667627074625,0.4422682101629559,-0.032708466107790324,MEASUREMENT-AWARE TRANSFER SUPPORTED
