cumulative_positive_correlated_energy,eigenvalue,family,positive_index,selected_by_architecture_rank,selected_by_r_star,view
0.08188111686081177,0.9375376189954906,RANDOM_40,1,True,True,0
0.1513628516888733,0.8636388108578182,RANDOM_40,2,True,True,0
0.21668271548218465,0.8373739751550805,RANDOM_40,3,True,True,0
0.26964673798113387,0.7540277074754174,RANDOM_40,4,True,True,0
0.3213297863793356,0.7448535377247767,RANDOM_40,5,True,True,0
0.36919390367514304,0.7168063617680865,RANDOM_40,6,True,True,0
0.4138199189433781,0.692135107758138,RANDOM_40,7,True,True,0
0.4564099439606061,0.6761620181706323,RANDOM_40,8,True,True,0
0.4952262246739814,0.6455112030987952,RANDOM_40,9,True,True,0
0.5332126412572203,0.6385736403962029,RANDOM_40,10,False,True,0
0.5668505401442193,0.6009125225036764,RANDOM_40,11,False,False,0
0.5996653610607163,0.5935151966033181,RANDOM_40,12,False,False,0
0.631403264662203,0.5836949587262299,RANDOM_40,13,False,False,0
0.6614951898971938,0.5683577824421691,RANDOM_40,14,False,False,0
0.6887850760160207,0.5412497212830933,RANDOM_40,15,False,False,0
0.7144720591522953,0.5251137306444151,RANDOM_40,16,False,False,0
0.7382770753366894,0.5055115287211249,RANDOM_40,17,False,False,0
0.7600497762918199,0.4834515732630163,RANDOM_40,18,False,False,0
0.7804385625312242,0.4678347855649546,RANDOM_40,19,False,False,0
0.7990829894494988,0.44737462096704605,RANDOM_40,20,False,False,0
0.8159948417538374,0.4260812396372995,RANDOM_40,21,False,False,0
0.8318274597793346,0.4122618911427347,RANDOM_40,22,False,False,0
0.8468577588437185,0.4016803946437348,RANDOM_40,23,False,False,0
0.8604135400839626,0.3814688673797958,RANDOM_40,24,False,False,0
0.8736294329853931,0.37665616421355946,RANDOM_40,25,False,False,0
0.8850446082375695,0.35005647543098556,RANDOM_40,26,False,False,0
0.8956797084427138,0.3378839924330251,RANDOM_40,27,False,False,0
0.9062011958247848,0.3360743701597706,RANDOM_40,28,False,False,0
0.9149842522017264,0.3070574643618814,RANDOM_40,29,False,False,0
0.9233494269665541,0.2996638351331072,RANDOM_40,30,False,False,0
0.9314852080049312,0.29552651330538204,RANDOM_40,31,False,False,0
0.9387848836344744,0.2799294591828695,RANDOM_40,32,False,False,0
0.9457620735072789,0.27367624026104403,RANDOM_40,33,False,False,0
0.9523964857513413,0.26686895251423187,RANDOM_40,34,False,False,0
0.9582228146245593,0.25008884546718546,RANDOM_40,35,False,False,0
0.9638265754279925,0.24526558791203731,RANDOM_40,36,False,False,0
