factor,family,r2,representation,view
9,COEXPRESSION_BLOCK_40,0.8828400373458862,raw,0
10,COEXPRESSION_BLOCK_40,0.8675095438957214,raw,0
11,COEXPRESSION_BLOCK_40,0.8639713525772095,raw,0
12,COEXPRESSION_BLOCK_40,0.8167241811752319,raw,0
13,COEXPRESSION_BLOCK_40,0.8559538722038269,raw,0
14,COEXPRESSION_BLOCK_40,0.8208268880844116,raw,0
15,COEXPRESSION_BLOCK_40,0.8468626141548157,raw,0
16,COEXPRESSION_BLOCK_40,0.8717213273048401,raw,0
17,COEXPRESSION_BLOCK_40,0.880049467086792,raw,0
18,COEXPRESSION_BLOCK_40,0.8340411186218262,raw,0
19,COEXPRESSION_BLOCK_40,0.8693951964378357,raw,0
20,COEXPRESSION_BLOCK_40,0.8386639356613159,raw,0
21,COEXPRESSION_BLOCK_40,0.8451952338218689,raw,0
22,COEXPRESSION_BLOCK_40,0.8239182233810425,raw,0
23,COEXPRESSION_BLOCK_40,0.8588824272155762,raw,0
24,COEXPRESSION_BLOCK_40,0.8762084245681763,raw,0
25,COEXPRESSION_BLOCK_40,0.8516937494277954,raw,0
26,COEXPRESSION_BLOCK_40,0.8329282402992249,raw,0
27,COEXPRESSION_BLOCK_40,0.8614383339881897,raw,0
28,COEXPRESSION_BLOCK_40,0.8332713842391968,raw,0
29,COEXPRESSION_BLOCK_40,0.858117401599884,raw,0
30,COEXPRESSION_BLOCK_40,0.8571022748947144,raw,0
31,COEXPRESSION_BLOCK_40,0.8610963225364685,raw,0
0,COEXPRESSION_BLOCK_40,0.8336740136146545,diagonalized,0
1,COEXPRESSION_BLOCK_40,0.8979431390762329,diagonalized,0
2,COEXPRESSION_BLOCK_40,0.8836645483970642,diagonalized,0
3,COEXPRESSION_BLOCK_40,0.8493636846542358,diagonalized,0
4,COEXPRESSION_BLOCK_40,0.8698661923408508,diagonalized,0
5,COEXPRESSION_BLOCK_40,0.8830573558807373,diagonalized,0
6,COEXPRESSION_BLOCK_40,0.8550738096237183,diagonalized,0
7,COEXPRESSION_BLOCK_40,0.8840731978416443,diagonalized,0
8,COEXPRESSION_BLOCK_40,0.8447075486183167,diagonalized,0
9,COEXPRESSION_BLOCK_40,0.88238525390625,diagonalized,0
10,COEXPRESSION_BLOCK_40,0.8688651323318481,diagonalized,0
11,COEXPRESSION_BLOCK_40,0.8646315932273865,diagonalized,0
12,COEXPRESSION_BLOCK_40,0.8164565563201904,diagonalized,0
13,COEXPRESSION_BLOCK_40,0.8596850633621216,diagonalized,0
14,COEXPRESSION_BLOCK_40,0.8204293251037598,diagonalized,0
15,COEXPRESSION_BLOCK_40,0.8495984673500061,diagonalized,0
16,COEXPRESSION_BLOCK_40,0.8740952610969543,diagonalized,0
17,COEXPRESSION_BLOCK_40,0.8812228441238403,diagonalized,0
18,COEXPRESSION_BLOCK_40,0.8333449959754944,diagonalized,0
19,COEXPRESSION_BLOCK_40,0.8665032386779785,diagonalized,0
20,COEXPRESSION_BLOCK_40,0.8387455940246582,diagonalized,0
21,COEXPRESSION_BLOCK_40,0.8507121205329895,diagonalized,0
22,COEXPRESSION_BLOCK_40,0.8248111605644226,diagonalized,0
23,COEXPRESSION_BLOCK_40,0.8617934584617615,diagonalized,0
24,COEXPRESSION_BLOCK_40,0.8979798555374146,diagonalized,0
25,COEXPRESSION_BLOCK_40,0.8563365936279297,diagonalized,0
26,COEXPRESSION_BLOCK_40,0.8337868452072144,diagonalized,0
27,COEXPRESSION_BLOCK_40,0.8607150316238403,diagonalized,0
28,COEXPRESSION_BLOCK_40,0.8323587775230408,diagonalized,0
29,COEXPRESSION_BLOCK_40,0.8635566234588623,diagonalized,0
30,COEXPRESSION_BLOCK_40,0.8583046197891235,diagonalized,0
31,COEXPRESSION_BLOCK_40,0.8615975379943848,diagonalized,0
0,COEXPRESSION_BLOCK_40,0.8336687088012695,belief,0
1,COEXPRESSION_BLOCK_40,0.8979417085647583,belief,0
2,COEXPRESSION_BLOCK_40,0.8836655616760254,belief,0
3,COEXPRESSION_BLOCK_40,0.8493618965148926,belief,0
4,COEXPRESSION_BLOCK_40,0.8698691129684448,belief,0
5,COEXPRESSION_BLOCK_40,0.8830584287643433,belief,0
6,COEXPRESSION_BLOCK_40,0.8550745248794556,belief,0
7,COEXPRESSION_BLOCK_40,0.8840724229812622,belief,0
8,COEXPRESSION_BLOCK_40,0.8447096347808838,belief,0
9,COEXPRESSION_BLOCK_40,0.8823862671852112,belief,0
10,COEXPRESSION_BLOCK_40,0.868867814540863,belief,0
11,COEXPRESSION_BLOCK_40,0.8646294474601746,belief,0
12,COEXPRESSION_BLOCK_40,0.8164593577384949,belief,0
13,COEXPRESSION_BLOCK_40,0.8596724271774292,belief,0
14,COEXPRESSION_BLOCK_40,0.8204438090324402,belief,0
15,COEXPRESSION_BLOCK_40,0.8495938777923584,belief,0
16,COEXPRESSION_BLOCK_40,0.8740929365158081,belief,0
17,COEXPRESSION_BLOCK_40,0.881227970123291,belief,0
18,COEXPRESSION_BLOCK_40,0.8333497047424316,belief,0
19,COEXPRESSION_BLOCK_40,0.8665078282356262,belief,0
20,COEXPRESSION_BLOCK_40,0.8387491703033447,belief,0
21,COEXPRESSION_BLOCK_40,0.8507108688354492,belief,0
22,COEXPRESSION_BLOCK_40,0.8248142600059509,belief,0
23,COEXPRESSION_BLOCK_40,0.861796498298645,belief,0
24,COEXPRESSION_BLOCK_40,0.897980809211731,belief,0
25,COEXPRESSION_BLOCK_40,0.856337308883667,belief,0
26,COEXPRESSION_BLOCK_40,0.8337848782539368,belief,0
27,COEXPRESSION_BLOCK_40,0.8607155680656433,belief,0
28,COEXPRESSION_BLOCK_40,0.8323580026626587,belief,0
29,COEXPRESSION_BLOCK_40,0.863556981086731,belief,0
30,COEXPRESSION_BLOCK_40,0.8583027720451355,belief,0
31,COEXPRESSION_BLOCK_40,0.8615982532501221,belief,0
0,COEXPRESSION_BLOCK_40,0.8455513715744019,visible,1
1,COEXPRESSION_BLOCK_40,0.8874102234840393,visible,1
2,COEXPRESSION_BLOCK_40,0.8476740121841431,visible,1
3,COEXPRESSION_BLOCK_40,0.8785516023635864,visible,1
4,COEXPRESSION_BLOCK_40,0.9058046340942383,visible,1
5,COEXPRESSION_BLOCK_40,0.8248671889305115,visible,1
6,COEXPRESSION_BLOCK_40,0.8830214142799377,visible,1
7,COEXPRESSION_BLOCK_40,0.8954581022262573,visible,1
8,COEXPRESSION_BLOCK_40,0.8745302557945251,visible,1
9,COEXPRESSION_BLOCK_40,0.8565906286239624,visible,1
10,COEXPRESSION_BLOCK_40,0.8783727884292603,visible,1
11,COEXPRESSION_BLOCK_40,0.8806697726249695,visible,1
12,COEXPRESSION_BLOCK_40,0.8329140543937683,visible,1
13,COEXPRESSION_BLOCK_40,0.8428530097007751,visible,1
14,COEXPRESSION_BLOCK_40,0.8480302095413208,visible,1
15,COEXPRESSION_BLOCK_40,0.8656782507896423,visible,1
16,COEXPRESSION_BLOCK_40,0.8867528438568115,visible,1
17,COEXPRESSION_BLOCK_40,0.8496609926223755,visible,1
18,COEXPRESSION_BLOCK_40,0.8496121168136597,visible,1
19,COEXPRESSION_BLOCK_40,0.8756842613220215,visible,1
20,COEXPRESSION_BLOCK_40,0.848032534122467,visible,1
21,COEXPRESSION_BLOCK_40,0.8389163613319397,visible,1
22,COEXPRESSION_BLOCK_40,0.822347104549408,visible,1
23,COEXPRESSION_BLOCK_40,0.8653758764266968,visible,1
24,COEXPRESSION_BLOCK_40,0.9030683636665344,visible,1
25,COEXPRESSION_BLOCK_40,0.8741006851196289,visible,1
26,COEXPRESSION_BLOCK_40,0.842047929763794,visible,1
27,COEXPRESSION_BLOCK_40,0.8433197736740112,visible,1
28,COEXPRESSION_BLOCK_40,0.8411011695861816,visible,1
29,COEXPRESSION_BLOCK_40,0.865630567073822,visible,1
30,COEXPRESSION_BLOCK_40,0.8382014632225037,visible,1
31,COEXPRESSION_BLOCK_40,0.8668902516365051,visible,1
0,COEXPRESSION_BLOCK_40,0.8397094011306763,raw,1
1,COEXPRESSION_BLOCK_40,0.885806679725647,raw,1
2,COEXPRESSION_BLOCK_40,0.8419433236122131,raw,1
3,COEXPRESSION_BLOCK_40,0.8666037321090698,raw,1
4,COEXPRESSION_BLOCK_40,0.9053266048431396,raw,1
5,COEXPRESSION_BLOCK_40,0.8201907873153687,raw,1
6,COEXPRESSION_BLOCK_40,0.8833562731742859,raw,1
7,COEXPRESSION_BLOCK_40,0.8900617957115173,raw,1
8,COEXPRESSION_BLOCK_40,0.8733565211296082,raw,1
9,COEXPRESSION_BLOCK_40,0.8572877645492554,raw,1
10,COEXPRESSION_BLOCK_40,0.8776525259017944,raw,1
11,COEXPRESSION_BLOCK_40,0.8794573545455933,raw,1
12,COEXPRESSION_BLOCK_40,0.8328087329864502,raw,1
13,COEXPRESSION_BLOCK_40,0.8409298658370972,raw,1
14,COEXPRESSION_BLOCK_40,0.8476579189300537,raw,1
15,COEXPRESSION_BLOCK_40,0.8636794090270996,raw,1
16,COEXPRESSION_BLOCK_40,0.8836783170700073,raw,1
17,COEXPRESSION_BLOCK_40,0.8451279401779175,raw,1
18,COEXPRESSION_BLOCK_40,0.8506299257278442,raw,1
19,COEXPRESSION_BLOCK_40,0.8762227296829224,raw,1
20,COEXPRESSION_BLOCK_40,0.8484740257263184,raw,1
21,COEXPRESSION_BLOCK_40,0.8357679843902588,raw,1
22,COEXPRESSION_BLOCK_40,0.820512056350708,raw,1
23,COEXPRESSION_BLOCK_40,0.8617129325866699,raw,1
24,COEXPRESSION_BLOCK_40,0.8844714164733887,raw,1
25,COEXPRESSION_BLOCK_40,0.8708699345588684,raw,1
26,COEXPRESSION_BLOCK_40,0.8411930203437805,raw,1
27,COEXPRESSION_BLOCK_40,0.8434939980506897,raw,1
28,COEXPRESSION_BLOCK_40,0.8421763181686401,raw,1
29,COEXPRESSION_BLOCK_40,0.859805703163147,raw,1
30,COEXPRESSION_BLOCK_40,0.8355832099914551,raw,1
31,COEXPRESSION_BLOCK_40,0.8642880916595459,raw,1
0,COEXPRESSION_BLOCK_40,0.8451629281044006,diagonalized,1
1,COEXPRESSION_BLOCK_40,0.8866220116615295,diagonalized,1
2,COEXPRESSION_BLOCK_40,0.8475454449653625,diagonalized,1
3,COEXPRESSION_BLOCK_40,0.8785535097122192,diagonalized,1
4,COEXPRESSION_BLOCK_40,0.9056644439697266,diagonalized,1
5,COEXPRESSION_BLOCK_40,0.824173092842102,diagonalized,1
6,COEXPRESSION_BLOCK_40,0.8824698328971863,diagonalized,1
7,COEXPRESSION_BLOCK_40,0.8965774774551392,diagonalized,1
8,COEXPRESSION_BLOCK_40,0.8745102882385254,diagonalized,1
9,COEXPRESSION_BLOCK_40,0.8560653328895569,diagonalized,1
10,COEXPRESSION_BLOCK_40,0.8790916204452515,diagonalized,1
11,COEXPRESSION_BLOCK_40,0.8804366588592529,diagonalized,1
12,COEXPRESSION_BLOCK_40,0.8336145877838135,diagonalized,1
13,COEXPRESSION_BLOCK_40,0.8433113098144531,diagonalized,1
14,COEXPRESSION_BLOCK_40,0.8461790084838867,diagonalized,1
15,COEXPRESSION_BLOCK_40,0.8653116226196289,diagonalized,1
16,COEXPRESSION_BLOCK_40,0.886143684387207,diagonalized,1
17,COEXPRESSION_BLOCK_40,0.8481259346008301,diagonalized,1
18,COEXPRESSION_BLOCK_40,0.8498814105987549,diagonalized,1
19,COEXPRESSION_BLOCK_40,0.875276505947113,diagonalized,1
20,COEXPRESSION_BLOCK_40,0.8483877182006836,diagonalized,1
21,COEXPRESSION_BLOCK_40,0.8389670252799988,diagonalized,1
22,COEXPRESSION_BLOCK_40,0.821432888507843,diagonalized,1
23,COEXPRESSION_BLOCK_40,0.8650094270706177,diagonalized,1
24,COEXPRESSION_BLOCK_40,0.9029566049575806,diagonalized,1
25,COEXPRESSION_BLOCK_40,0.8727542161941528,diagonalized,1
26,COEXPRESSION_BLOCK_40,0.8421133756637573,diagonalized,1
27,COEXPRESSION_BLOCK_40,0.8433992862701416,diagonalized,1
28,COEXPRESSION_BLOCK_40,0.8410100936889648,diagonalized,1
29,COEXPRESSION_BLOCK_40,0.8656929135322571,diagonalized,1
30,COEXPRESSION_BLOCK_40,0.8374044895172119,diagonalized,1
31,COEXPRESSION_BLOCK_40,0.8671175241470337,diagonalized,1
0,COEXPRESSION_BLOCK_40,0.8451618552207947,belief,1
1,COEXPRESSION_BLOCK_40,0.8866192102432251,belief,1
2,COEXPRESSION_BLOCK_40,0.8475445508956909,belief,1
3,COEXPRESSION_BLOCK_40,0.878553032875061,belief,1
4,COEXPRESSION_BLOCK_40,0.9056637287139893,belief,1
5,COEXPRESSION_BLOCK_40,0.8241772651672363,belief,1
6,COEXPRESSION_BLOCK_40,0.882469654083252,belief,1
7,COEXPRESSION_BLOCK_40,0.8965765833854675,belief,1
8,COEXPRESSION_BLOCK_40,0.8745105266571045,belief,1
9,COEXPRESSION_BLOCK_40,0.8560621738433838,belief,1
10,COEXPRESSION_BLOCK_40,0.879091739654541,belief,1
11,COEXPRESSION_BLOCK_40,0.8804340362548828,belief,1
12,COEXPRESSION_BLOCK_40,0.8336172103881836,belief,1
13,COEXPRESSION_BLOCK_40,0.8433012366294861,belief,1
14,COEXPRESSION_BLOCK_40,0.846193253993988,belief,1
15,COEXPRESSION_BLOCK_40,0.8653085231781006,belief,1
16,COEXPRESSION_BLOCK_40,0.8861425518989563,belief,1
17,COEXPRESSION_BLOCK_40,0.8481299877166748,belief,1
18,COEXPRESSION_BLOCK_40,0.8498820662498474,belief,1
19,COEXPRESSION_BLOCK_40,0.8752810955047607,belief,1
20,COEXPRESSION_BLOCK_40,0.8483856916427612,belief,1
21,COEXPRESSION_BLOCK_40,0.8389670848846436,belief,1
22,COEXPRESSION_BLOCK_40,0.8214359879493713,belief,1
23,COEXPRESSION_BLOCK_40,0.8650112152099609,belief,1
24,COEXPRESSION_BLOCK_40,0.9029578566551208,belief,1
25,COEXPRESSION_BLOCK_40,0.8727563619613647,belief,1
26,COEXPRESSION_BLOCK_40,0.8421134948730469,belief,1
27,COEXPRESSION_BLOCK_40,0.8434004783630371,belief,1
28,COEXPRESSION_BLOCK_40,0.841008186340332,belief,1
29,COEXPRESSION_BLOCK_40,0.8656913638114929,belief,1
30,COEXPRESSION_BLOCK_40,0.8374015092849731,belief,1
31,COEXPRESSION_BLOCK_40,0.8671180605888367,belief,1
0,COEXPRESSION_BLOCK_40,0.8550299406051636,visible,2
1,COEXPRESSION_BLOCK_40,0.8817383050918579,visible,2
2,COEXPRESSION_BLOCK_40,0.870046854019165,visible,2
3,COEXPRESSION_BLOCK_40,0.8904528617858887,visible,2
4,COEXPRESSION_BLOCK_40,0.8719339966773987,visible,2
5,COEXPRESSION_BLOCK_40,0.8441928029060364,visible,2
6,COEXPRESSION_BLOCK_40,0.8718446493148804,visible,2
7,COEXPRESSION_BLOCK_40,0.887464165687561,visible,2
8,COEXPRESSION_BLOCK_40,0.8836200833320618,visible,2
9,COEXPRESSION_BLOCK_40,0.8811290860176086,visible,2
10,COEXPRESSION_BLOCK_40,0.8758859038352966,visible,2
11,COEXPRESSION_BLOCK_40,0.8916333317756653,visible,2
12,COEXPRESSION_BLOCK_40,0.8236832618713379,visible,2
13,COEXPRESSION_BLOCK_40,0.8385356664657593,visible,2
14,COEXPRESSION_BLOCK_40,0.81903076171875,visible,2
15,COEXPRESSION_BLOCK_40,0.8510727882385254,visible,2
16,COEXPRESSION_BLOCK_40,0.8809163570404053,visible,2
17,COEXPRESSION_BLOCK_40,0.8726760149002075,visible,2
18,COEXPRESSION_BLOCK_40,0.8495432734489441,visible,2
19,COEXPRESSION_BLOCK_40,0.8701305985450745,visible,2
20,COEXPRESSION_BLOCK_40,0.8333613872528076,visible,2
21,COEXPRESSION_BLOCK_40,0.8475189208984375,visible,2
22,COEXPRESSION_BLOCK_40,0.8448722958564758,visible,2
23,COEXPRESSION_BLOCK_40,0.8567099571228027,visible,2
24,COEXPRESSION_BLOCK_40,0.9044840335845947,visible,2
25,COEXPRESSION_BLOCK_40,0.8762919902801514,visible,2
26,COEXPRESSION_BLOCK_40,0.8480911254882812,visible,2
27,COEXPRESSION_BLOCK_40,0.8485368490219116,visible,2
28,COEXPRESSION_BLOCK_40,0.8454412221908569,visible,2
29,COEXPRESSION_BLOCK_40,0.8631062507629395,visible,2
30,COEXPRESSION_BLOCK_40,0.8335385322570801,visible,2
31,COEXPRESSION_BLOCK_40,0.8669537305831909,visible,2
0,COEXPRESSION_BLOCK_40,0.8521096110343933,raw,2
1,COEXPRESSION_BLOCK_40,0.880196213722229,raw,2
2,COEXPRESSION_BLOCK_40,0.863531231880188,raw,2
3,COEXPRESSION_BLOCK_40,0.8824663162231445,raw,2
4,COEXPRESSION_BLOCK_40,0.8702226281166077,raw,2
5,COEXPRESSION_BLOCK_40,0.8388895392417908,raw,2
6,COEXPRESSION_BLOCK_40,0.8721696138381958,raw,2
7,COEXPRESSION_BLOCK_40,0.8828192353248596,raw,2
8,COEXPRESSION_BLOCK_40,0.883073091506958,raw,2
9,COEXPRESSION_BLOCK_40,0.8811553120613098,raw,2
10,COEXPRESSION_BLOCK_40,0.8723781108856201,raw,2
11,COEXPRESSION_BLOCK_40,0.8900148272514343,raw,2
12,COEXPRESSION_BLOCK_40,0.8237191438674927,raw,2
13,COEXPRESSION_BLOCK_40,0.8333470821380615,raw,2
14,COEXPRESSION_BLOCK_40,0.8184221982955933,raw,2
15,COEXPRESSION_BLOCK_40,0.8484538197517395,raw,2
16,COEXPRESSION_BLOCK_40,0.8773409128189087,raw,2
17,COEXPRESSION_BLOCK_40,0.869876503944397,raw,2
18,COEXPRESSION_BLOCK_40,0.8490761518478394,raw,2
19,COEXPRESSION_BLOCK_40,0.8711334466934204,raw,2
20,COEXPRESSION_BLOCK_40,0.8326927423477173,raw,2
21,COEXPRESSION_BLOCK_40,0.8448593616485596,raw,2
22,COEXPRESSION_BLOCK_40,0.842399537563324,raw,2
23,COEXPRESSION_BLOCK_40,0.8530294299125671,raw,2
24,COEXPRESSION_BLOCK_40,0.8885339498519897,raw,2
25,COEXPRESSION_BLOCK_40,0.8756036162376404,raw,2
26,COEXPRESSION_BLOCK_40,0.8459014892578125,raw,2
27,COEXPRESSION_BLOCK_40,0.8482152819633484,raw,2
28,COEXPRESSION_BLOCK_40,0.8442118167877197,raw,2
29,COEXPRESSION_BLOCK_40,0.8574710488319397,raw,2
30,COEXPRESSION_BLOCK_40,0.8288296461105347,raw,2
31,COEXPRESSION_BLOCK_40,0.864891529083252,raw,2
0,COEXPRESSION_BLOCK_40,0.854681670665741,diagonalized,2
1,COEXPRESSION_BLOCK_40,0.8810675144195557,diagonalized,2
2,COEXPRESSION_BLOCK_40,0.8693694472312927,diagonalized,2
3,COEXPRESSION_BLOCK_40,0.8905412554740906,diagonalized,2
4,COEXPRESSION_BLOCK_40,0.8709490299224854,diagonalized,2
5,COEXPRESSION_BLOCK_40,0.842548131942749,diagonalized,2
6,COEXPRESSION_BLOCK_40,0.8721620440483093,diagonalized,2
7,COEXPRESSION_BLOCK_40,0.8884496688842773,diagonalized,2
8,COEXPRESSION_BLOCK_40,0.8841120600700378,diagonalized,2
9,COEXPRESSION_BLOCK_40,0.8804964423179626,diagonalized,2
10,COEXPRESSION_BLOCK_40,0.8756870627403259,diagonalized,2
11,COEXPRESSION_BLOCK_40,0.8911289572715759,diagonalized,2
12,COEXPRESSION_BLOCK_40,0.8242284655570984,diagonalized,2
13,COEXPRESSION_BLOCK_40,0.8376529216766357,diagonalized,2
14,COEXPRESSION_BLOCK_40,0.8167445659637451,diagonalized,2
15,COEXPRESSION_BLOCK_40,0.8503870964050293,diagonalized,2
16,COEXPRESSION_BLOCK_40,0.8801483511924744,diagonalized,2
17,COEXPRESSION_BLOCK_40,0.8719260096549988,diagonalized,2
18,COEXPRESSION_BLOCK_40,0.84967440366745,diagonalized,2
19,COEXPRESSION_BLOCK_40,0.8695210218429565,diagonalized,2
20,COEXPRESSION_BLOCK_40,0.8333370685577393,diagonalized,2
21,COEXPRESSION_BLOCK_40,0.8475719690322876,diagonalized,2
22,COEXPRESSION_BLOCK_40,0.8439760208129883,diagonalized,2
23,COEXPRESSION_BLOCK_40,0.8562013506889343,diagonalized,2
24,COEXPRESSION_BLOCK_40,0.9040911197662354,diagonalized,2
25,COEXPRESSION_BLOCK_40,0.8754286766052246,diagonalized,2
26,COEXPRESSION_BLOCK_40,0.8480677008628845,diagonalized,2
27,COEXPRESSION_BLOCK_40,0.8481283783912659,diagonalized,2
28,COEXPRESSION_BLOCK_40,0.8452856540679932,diagonalized,2
29,COEXPRESSION_BLOCK_40,0.8628948330879211,diagonalized,2
30,COEXPRESSION_BLOCK_40,0.8312869668006897,diagonalized,2
31,COEXPRESSION_BLOCK_40,0.8671044111251831,diagonalized,2
0,COEXPRESSION_BLOCK_40,0.8546788692474365,belief,2
1,COEXPRESSION_BLOCK_40,0.8810648918151855,belief,2
2,COEXPRESSION_BLOCK_40,0.8693686127662659,belief,2
3,COEXPRESSION_BLOCK_40,0.890540361404419,belief,2
4,COEXPRESSION_BLOCK_40,0.8709495663642883,belief,2
5,COEXPRESSION_BLOCK_40,0.8425458669662476,belief,2
6,COEXPRESSION_BLOCK_40,0.8721633553504944,belief,2
7,COEXPRESSION_BLOCK_40,0.8884503841400146,belief,2
8,COEXPRESSION_BLOCK_40,0.8841120600700378,belief,2
9,COEXPRESSION_BLOCK_40,0.8804957866668701,belief,2
10,COEXPRESSION_BLOCK_40,0.8756877183914185,belief,2
11,COEXPRESSION_BLOCK_40,0.891127347946167,belief,2
12,COEXPRESSION_BLOCK_40,0.8242286443710327,belief,2
13,COEXPRESSION_BLOCK_40,0.8376460671424866,belief,2
14,COEXPRESSION_BLOCK_40,0.8167634010314941,belief,2
15,COEXPRESSION_BLOCK_40,0.850383460521698,belief,2
16,COEXPRESSION_BLOCK_40,0.8801467418670654,belief,2
17,COEXPRESSION_BLOCK_40,0.8719322681427002,belief,2
18,COEXPRESSION_BLOCK_40,0.8496750593185425,belief,2
19,COEXPRESSION_BLOCK_40,0.8695268034934998,belief,2
20,COEXPRESSION_BLOCK_40,0.8333289623260498,belief,2
21,COEXPRESSION_BLOCK_40,0.8475711345672607,belief,2
22,COEXPRESSION_BLOCK_40,0.8439795970916748,belief,2
23,COEXPRESSION_BLOCK_40,0.8562065958976746,belief,2
24,COEXPRESSION_BLOCK_40,0.9040919542312622,belief,2
25,COEXPRESSION_BLOCK_40,0.8754323124885559,belief,2
26,COEXPRESSION_BLOCK_40,0.8480668067932129,belief,2
27,COEXPRESSION_BLOCK_40,0.8481287360191345,belief,2
28,COEXPRESSION_BLOCK_40,0.8452821373939514,belief,2
29,COEXPRESSION_BLOCK_40,0.8628918528556824,belief,2
30,COEXPRESSION_BLOCK_40,0.8312815427780151,belief,2
31,COEXPRESSION_BLOCK_40,0.8671053647994995,belief,2
0,COEXPRESSION_BLOCK_40,0.8309931755065918,visible,3
1,COEXPRESSION_BLOCK_40,0.8965575695037842,visible,3
2,COEXPRESSION_BLOCK_40,0.8442349433898926,visible,3
3,COEXPRESSION_BLOCK_40,0.8495663404464722,visible,3
4,COEXPRESSION_BLOCK_40,0.8935315608978271,visible,3
5,COEXPRESSION_BLOCK_40,0.8398131728172302,visible,3
6,COEXPRESSION_BLOCK_40,0.8730648756027222,visible,3
7,COEXPRESSION_BLOCK_40,0.890420138835907,visible,3
8,COEXPRESSION_BLOCK_40,0.8469811081886292,visible,3
9,COEXPRESSION_BLOCK_40,0.8835283517837524,visible,3
10,COEXPRESSION_BLOCK_40,0.8657126426696777,visible,3
11,COEXPRESSION_BLOCK_40,0.8550240397453308,visible,3
12,COEXPRESSION_BLOCK_40,0.8195568323135376,visible,3
13,COEXPRESSION_BLOCK_40,0.8360592126846313,visible,3
14,COEXPRESSION_BLOCK_40,0.8261315822601318,visible,3
15,COEXPRESSION_BLOCK_40,0.8558246493339539,visible,3
16,COEXPRESSION_BLOCK_40,0.8790745735168457,visible,3
17,COEXPRESSION_BLOCK_40,0.8775180578231812,visible,3
18,COEXPRESSION_BLOCK_40,0.8545648455619812,visible,3
19,COEXPRESSION_BLOCK_40,0.8684471249580383,visible,3
20,COEXPRESSION_BLOCK_40,0.8111150860786438,visible,3
21,COEXPRESSION_BLOCK_40,0.8472877740859985,visible,3
22,COEXPRESSION_BLOCK_40,0.8476056456565857,visible,3
23,COEXPRESSION_BLOCK_40,0.8741683959960938,visible,3
24,COEXPRESSION_BLOCK_40,0.9018315672874451,visible,3
25,COEXPRESSION_BLOCK_40,0.8753962516784668,visible,3
26,COEXPRESSION_BLOCK_40,0.8517249226570129,visible,3
27,COEXPRESSION_BLOCK_40,0.8675358891487122,visible,3
28,COEXPRESSION_BLOCK_40,0.8286941051483154,visible,3
29,COEXPRESSION_BLOCK_40,0.8661794066429138,visible,3
30,COEXPRESSION_BLOCK_40,0.8479332327842712,visible,3
31,COEXPRESSION_BLOCK_40,0.8834649920463562,visible,3
0,COEXPRESSION_BLOCK_40,0.8230239748954773,raw,3
1,COEXPRESSION_BLOCK_40,0.8957799077033997,raw,3
2,COEXPRESSION_BLOCK_40,0.8370652198791504,raw,3
3,COEXPRESSION_BLOCK_40,0.8312965631484985,raw,3
4,COEXPRESSION_BLOCK_40,0.891735315322876,raw,3
5,COEXPRESSION_BLOCK_40,0.8353075385093689,raw,3
6,COEXPRESSION_BLOCK_40,0.8731573224067688,raw,3
7,COEXPRESSION_BLOCK_40,0.8815633058547974,raw,3
8,COEXPRESSION_BLOCK_40,0.8459812998771667,raw,3
9,COEXPRESSION_BLOCK_40,0.8836073279380798,raw,3
10,COEXPRESSION_BLOCK_40,0.8627228140830994,raw,3
11,COEXPRESSION_BLOCK_40,0.8567730784416199,raw,3
12,COEXPRESSION_BLOCK_40,0.8190838098526001,raw,3
13,COEXPRESSION_BLOCK_40,0.8323464393615723,raw,3
14,COEXPRESSION_BLOCK_40,0.8252048492431641,raw,3
15,COEXPRESSION_BLOCK_40,0.8546674251556396,raw,3
16,COEXPRESSION_BLOCK_40,0.8752674460411072,raw,3
17,COEXPRESSION_BLOCK_40,0.8744022250175476,raw,3
18,COEXPRESSION_BLOCK_40,0.8559482097625732,raw,3
19,COEXPRESSION_BLOCK_40,0.8692891597747803,raw,3
20,COEXPRESSION_BLOCK_40,0.8108924627304077,raw,3
21,COEXPRESSION_BLOCK_40,0.8428593277931213,raw,3
22,COEXPRESSION_BLOCK_40,0.8457076549530029,raw,3
23,COEXPRESSION_BLOCK_40,0.8724498748779297,raw,3
24,COEXPRESSION_BLOCK_40,0.8844497203826904,raw,3
25,COEXPRESSION_BLOCK_40,0.8727079629898071,raw,3
26,COEXPRESSION_BLOCK_40,0.8520792722702026,raw,3
27,COEXPRESSION_BLOCK_40,0.8660441637039185,raw,3
28,COEXPRESSION_BLOCK_40,0.8287493586540222,raw,3
29,COEXPRESSION_BLOCK_40,0.8621431589126587,raw,3
30,COEXPRESSION_BLOCK_40,0.8440679907798767,raw,3
31,COEXPRESSION_BLOCK_40,0.8834937214851379,raw,3
0,COEXPRESSION_BLOCK_40,0.8308925032615662,diagonalized,3
1,COEXPRESSION_BLOCK_40,0.8964555263519287,diagonalized,3
2,COEXPRESSION_BLOCK_40,0.8436244130134583,diagonalized,3
3,COEXPRESSION_BLOCK_40,0.8495360612869263,diagonalized,3
4,COEXPRESSION_BLOCK_40,0.8928180932998657,diagonalized,3
5,COEXPRESSION_BLOCK_40,0.838171660900116,diagonalized,3
6,COEXPRESSION_BLOCK_40,0.873609185218811,diagonalized,3
7,COEXPRESSION_BLOCK_40,0.8914199471473694,diagonalized,3
