asset_id,path,size_bytes,sha256,official_checksum_type,official_checksum,expected_local_sha256,expected_local_sha256_match,size_verified,mtime_ns,hdf5_open_pass,root_keys,shape,verification_source_commit,verification_schema_version,verification_tool_version,hash_computed_this_run
local_mtg_rna_final_2024,data/raw/snrna/SEAAD_MTG_RNAseq_final-nuclei.2024-02-13.h5ad,36319410584,9c1b48266d0a9aef76ad20fb8487d604158b10fad18dc0de85d5261ef06cb7c8,not_published_sha256,,9c1b48266d0a9aef76ad20fb8487d604158b10fad18dc0de85d5261ef06cb7c8,True,True,1707859996000000000,True,X;layers;obs;obsm;obsp;uns;var,1378211x36601,edead767708fb2ed2b05f536970db94cb50f0e1c,1.0,stage81a1b-verifier-2.1,False
sea_ad_ang_rna_final_2026,data/external/v4/sea_ad/multiregion/AnG/SEAAD_AnG_RNAseq_final-nuclei.2026-06-22.h5ad,5326721562,6015e7e9248ad5e4f1f63ce0820f6ea98e1bc429851e82d6a5ef69868d799839,not_published_sha256,989e051373bc4b67a2af3c998a2da6ed-635,,not_applicable,True,1785967092000000000,True,X;layers;obs;obsm;obsp;uns;var;varm;varp,255953x36601,edead767708fb2ed2b05f536970db94cb50f0e1c,1.0,stage81a1b-verifier-2.1,False
sea_ad_caudate_rna_all_2025,data/external/v4/sea_ad/multiregion/Caudate_Nucleus/CaH_all_nuclei.2025-12-29.h5ad,128171432912,be2dc3122b6bed7e4c67330ef509b6d7ddaff022a8dd28f6a578d772daf3f7d5,not_published_sha256,bf80995dbc344d393cfdaf84094a79d5-7640,,not_applicable,True,1785974752000000000,True,X;layers;obs;obsm;obsp;uns;var;varm;varp,945918x36601,edead767708fb2ed2b05f536970db94cb50f0e1c,1.0,stage81a1b-verifier-2.1,False
sea_ad_caudate_xenium_combined_2026,data/external/v4/sea_ad/xenium/CaH_Xenium.2026-01-07.h5ad,3133846231,8ab8eac92946f55e26aace7f20c8e56027704e3f0bdd92f2609e1a843271432a,not_published_sha256,8a5e2134eb92ec6db29beea4b4264981-374,,not_applicable,True,1785981948000000000,True,X;layers;obs;obsm;obsp;uns;var;varm;varp,1541477x464,edead767708fb2ed2b05f536970db94cb50f0e1c,1.0,stage81a1b-verifier-2.1,False
sea_ad_fi_rna_final_2026,data/external/v4/sea_ad/multiregion/FI/SEAAD_FI_RNAseq_final-nuclei.2026-06-22.h5ad,5389393159,bc8e32100dbc7377583414f07b946d956b02b186d164441fffed5ac1e53d47f8,not_published_sha256,18063c6c4d5548d8df9e762de224d04b-643,,not_applicable,True,1785967464000000000,True,X;layers;obs;obsm;obsp;uns;var;varm;varp,259108x36601,edead767708fb2ed2b05f536970db94cb50f0e1c,1.0,stage81a1b-verifier-2.1,False
sea_ad_hip_merscope_combined_2026,data/external/v4/sea_ad/merfish/1444211893_HPF_mapped.h5ad,107711584,0136fbb0650646b6b0e3d4d8759ea29c52d92f17ca5846600fbf24fbd4cb4f21,not_published_sha256,6f6fb9a34aa7a22f970a65e37a67599f-13,,not_applicable,True,1785981958000000000,True,X;layers;obs;obsm;obsp;uns;var;varm;varp,132120x433,edead767708fb2ed2b05f536970db94cb50f0e1c,1.0,stage81a1b-verifier-2.1,False
sea_ad_hip_rna_final_2026,data/external/v4/sea_ad/multiregion/HIP/SEAAD_HIP_RNAseq_final-nuclei.2026-06-22.h5ad,4976204965,4320d457052c18435143f3dd2caac3916c9e6180161a309cb53876ddbb871d36,not_published_sha256,0ac97a78f34c853b690aadb750e1ecfd-594,,not_applicable,True,1785966012000000000,True,X;layers;obs;obsm;obsp;uns;var;varm;varp,208843x36601,edead767708fb2ed2b05f536970db94cb50f0e1c,1.0,stage81a1b-verifier-2.1,False
sea_ad_itg_rna_final_2026,data/external/v4/sea_ad/multiregion/ITG/SEAAD_ITG_RNAseq_final-nuclei.2026-06-22.h5ad,11472832562,e2251622888ace5b6d15f92cb8620d6e8f416cb0ee663c1d8ee87ff84d48cd24,not_published_sha256,48b77baba96736e3fb6af3e79a009d18-1368,,not_applicable,True,1785966752000000000,True,X;layers;obs;obsm;obsp;uns;var;varm;varp,412674x36601,edead767708fb2ed2b05f536970db94cb50f0e1c,1.0,stage81a1b-verifier-2.1,False
sea_ad_lec_rna_final_2026,data/external/v4/sea_ad/multiregion/LEC/SEAAD_LEC_RNAseq_final-nuclei.2026-06-22.h5ad,4241947425,f1e332cc6a742c92fef14e6faf2e5bb088b68885e6eab922929c86428f12c565,not_published_sha256,a7a9ce724dd70fb1651f7af11ec07f4b-506,,not_applicable,True,1785965688000000000,True,X;layers;obs;obsm;obsp;uns;var;varm;varp,182260x36601,edead767708fb2ed2b05f536970db94cb50f0e1c,1.0,stage81a1b-verifier-2.1,False
sea_ad_mec_merscope_combined_2026,data/external/v4/sea_ad/merfish/1444201261_MEC_mapped.h5ad,75877782,612cc24bb15e82c74fa9ef3f9710f355defbb03f7037ba8520b3a71f1674fca8,not_published_sha256,924203fb70a858bb6545e314451e5aeb-10,,not_applicable,True,1785981974000000000,True,X;layers;obs;obsm;obsp;uns;var;varm;varp,130345x433,edead767708fb2ed2b05f536970db94cb50f0e1c,1.0,stage81a1b-verifier-2.1,False
sea_ad_mec_rna_final_2026,data/external/v4/sea_ad/multiregion/MEC/SEAAD_MEC_RNAseq_final-nuclei.2026-06-22.h5ad,25705658446,7204d0e31ef25eeb68bb8a20a2ae650f533698a1d4e36612387ceddda864d455,not_published_sha256,843ca41e03b3bc291610de0866334129-3065,,not_applicable,True,1785965200000000000,True,X;layers;obs;obsm;obsp;uns;var;varm;varp,970118x36601,edead767708fb2ed2b05f536970db94cb50f0e1c,1.0,stage81a1b-verifier-2.1,False
