basis,coordinate,eigenvalue,median_axis_stability,p10_axis_stability,relative_eigengap_to_next,near_degenerate,technology_eta_squared,dataset_id_eta_squared,matrix_id_eta_squared,tissue_eta_squared,broad_cell_class_eta_squared,donor_id_eta_squared,countsplit_reliability,biological_evidence_response_auc,measurement_depth_response_auc
BALANCED_PCA160,0,148.16236877441406,0.9999417364597321,0.9999017238616943,0.7062319405963088,False,0.020238154365167252,0.0233185894546001,0.5472739509969335,0.023318589454600105,0.8715177295850625,0.06334603361084458,0.9967271251006984,26.5672872089268,3.9746359046548605
BALANCED_PCA160,1,43.52537155151367,0.999772846698761,0.9996574640274047,0.24710236666969035,False,0.19944694625804787,0.20212342180564374,0.7608119783941872,0.20212342180564372,0.7858053288364798,0.20745056463387018,0.9922065018011238,7.885087518833903,0.17550006573825766
BALANCED_PCA160,2,32.77014923095703,0.9516736268997192,0.8613703310489654,0.014698449379768204,False,0.08834810576261778,0.08960295222252693,0.5216030326286556,0.08960295222252691,0.08444652568506339,0.1175097114133206,0.9694046087990656,6.0102820644674,0.8134624179737228
BALANCED_PCA160,3,32.28847885131836,0.9509339332580566,0.8615391254425049,0.1656831553864728,False,0.2812440010908435,0.28353223064619987,0.6195950485132529,0.2835322306461999,0.06691877970669295,0.3086602417947783,0.9864437839847212,5.744739839465783,0.22630696574601133
BALANCED_PCA160,4,26.93882179260254,0.9987837374210358,0.9973461091518402,0.3383486382216673,False,0.3368088878159167,0.33803381870531596,0.6781124047878818,0.3380338187053158,0.1971012726943796,0.35484950432752593,0.990111634484204,4.686419668742021,1.404539661100393
BALANCED_PCA160,5,17.824108123779297,0.9982649087905884,0.9971894919872284,0.16897835690359922,False,0.026470903266889303,0.032010764546857785,0.19592588934930805,0.03201076454685779,0.04430033918589424,0.1643314199165419,0.9864692561301202,3.2614775943466956,6.33956647501327
BALANCED_PCA160,6,14.812219619750977,0.9980130791664124,0.9965133666992188,0.05780731042462859,False,0.007897666749792035,0.010613925603055848,0.6170845681092589,0.01061392560305585,0.08986299287241807,0.026872508449987616,0.9560416773244931,2.507733553870523,0.6690669388950078
BALANCED_PCA160,7,13.955965042114258,0.9964495301246643,0.9781149446964263,0.048158281905904717,False,0.009638138484283597,0.012368715305228845,0.7015794557808895,0.012368715305228845,0.01038064594552073,0.02087487039892389,0.9639641978944656,2.3040406735355727,0.1179081064894692
BALANCED_PCA160,8,13.283869743347168,0.9890118837356567,0.9714399456977845,0.10940318168801004,False,0.0032694839826593164,0.012151541936904417,0.18177627063771934,0.012151541936904417,0.011906635782257369,0.1496109911493307,0.9781085407569067,2.150536280808387,2.1510252872766515
BALANCED_PCA160,9,11.830572128295898,0.9936288893222809,0.9881194949150085,0.05120346588630914,False,0.1228143942151601,0.1454356460712869,0.5986683183900458,0.1454356460712869,0.15433487799501167,0.05070623076249971,0.9727078652554189,2.292940593034905,0.29518197613975244
BALANCED_PCA160,10,11.22480583190918,0.9785647988319397,0.8564328610897064,0.05100882221351086,False,0.012996677017871446,0.02244054483927618,0.4607542798288823,0.02244054483927618,0.01079976966767344,0.13725316788857764,0.9717276111347811,2.1215356199692095,0.1439568173761169
BALANCED_PCA160,11,10.652241706848145,0.9698595404624939,0.833528357744217,0.09356790276538685,False,0.0025985019450796517,0.0030999992814480194,0.4502279443949917,0.0030999992814480194,0.02655277296721272,0.2163336530280831,0.9696905781985371,1.9278310781345163,0.20876490688856897
BALANCED_PCA160,12,9.655533790588379,0.861494392156601,0.7335550844669342,0.020443849367888643,False,0.051669080854396726,0.0577811918995682,0.34762619086399404,0.05778119189956819,0.035952442651448466,0.2858038287691596,0.965860738748179,1.6738915368914922,0.7717261741830347
