asset_id,study_id,source_authority,source_accession,source_version,file_name,remote_url,remote_size,official_checksum_type,official_checksum,last_modified,destination,selected,required,file_type,title,advertised_cell_count,catalog_first
gse134577_filelist_txt,GSE134577,NCBI_GEO,GSE134577,"Thu, 07 Nov 2019 00:09:33 GMT",filelist.txt,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE134nnn/GSE134577/suppl/filelist.txt,1183,,,"Thu, 07 Nov 2019 00:09:33 GMT",geo/GSE134577/filelist.txt,False,False,txt,living_csf_external_validation_only,,False
gse134577_gse134577_family_soft_gz,GSE134577,NCBI_GEO,GSE134577,"Thu, 30 Jul 2026 05:33:51 GMT",GSE134577_family.soft.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE134nnn/GSE134577/soft/GSE134577_family.soft.gz,3514,,,"Thu, 30 Jul 2026 05:33:51 GMT",geo/GSE134577/GSE134577_family.soft.gz,True,True,geo_soft,living_csf_external_validation_only,,False
gse134577_gse134577_raw_tar,GSE134577,NCBI_GEO,GSE134577,"Thu, 07 Nov 2019 00:09:33 GMT",GSE134577_RAW.tar,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE134nnn/GSE134577/suppl/GSE134577_RAW.tar,89190400,,,"Thu, 07 Nov 2019 00:09:33 GMT",geo/GSE134577/GSE134577_RAW.tar,True,True,tar,living_csf_external_validation_only,,False
gse181279_filelist_txt,GSE181279,NCBI_GEO,GSE181279,"Tue, 03 Aug 2021 19:23:23 GMT",filelist.txt,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE181nnn/GSE181279/suppl/filelist.txt,1094,,,"Tue, 03 Aug 2021 19:23:23 GMT",geo/GSE181279/filelist.txt,False,False,txt,living_blood_independent_validation_only,,False
gse181279_gse181279_barcodes_tsv_gz,GSE181279,NCBI_GEO,GSE181279,"Wed, 21 Jul 2021 13:42:56 GMT",GSE181279_barcodes.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE181nnn/GSE181279/suppl/GSE181279_barcodes.tsv.gz,183425,,,"Wed, 21 Jul 2021 13:42:56 GMT",geo/GSE181279/GSE181279_barcodes.tsv.gz,True,True,gz,living_blood_independent_validation_only,,False
gse181279_gse181279_family_soft_gz,GSE181279,NCBI_GEO,GSE181279,"Sun, 24 May 2026 04:31:40 GMT",GSE181279_family.soft.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE181nnn/GSE181279/soft/GSE181279_family.soft.gz,3798,,,"Sun, 24 May 2026 04:31:40 GMT",geo/GSE181279/GSE181279_family.soft.gz,True,True,geo_soft,living_blood_independent_validation_only,,False
gse181279_gse181279_features_tsv_gz,GSE181279,NCBI_GEO,GSE181279,"Wed, 21 Jul 2021 13:43:11 GMT",GSE181279_features.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE181nnn/GSE181279/suppl/GSE181279_features.tsv.gz,310002,,,"Wed, 21 Jul 2021 13:43:11 GMT",geo/GSE181279/GSE181279_features.tsv.gz,True,True,gz,living_blood_independent_validation_only,,False
gse181279_gse181279_matrix_mtx_gz,GSE181279,NCBI_GEO,GSE181279,"Wed, 21 Jul 2021 13:49:48 GMT",GSE181279_matrix.mtx.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE181nnn/GSE181279/suppl/GSE181279_matrix.mtx.gz,195150269,,,"Wed, 21 Jul 2021 13:49:48 GMT",geo/GSE181279/GSE181279_matrix.mtx.gz,True,True,gz,living_blood_independent_validation_only,,False
gse181279_gse181279_raw_tar,GSE181279,NCBI_GEO,GSE181279,"Tue, 03 Aug 2021 19:23:23 GMT",GSE181279_RAW.tar,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE181nnn/GSE181279/suppl/GSE181279_RAW.tar,200642560,,,"Tue, 03 Aug 2021 19:23:23 GMT",geo/GSE181279/GSE181279_RAW.tar,False,False,tar,living_blood_independent_validation_only,,False
gse200164_gse200164_counts_csv_gz,GSE200164,NCBI_GEO,GSE200164,"Mon, 04 Apr 2022 21:47:37 GMT",GSE200164_counts.csv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE200nnn/GSE200164/suppl/GSE200164_counts.csv.gz,1111633291,,,"Mon, 04 Apr 2022 21:47:37 GMT",geo/GSE200164/GSE200164_counts.csv.gz,True,True,gz,living_csf_immune_adapter_and_validation_candidate,,False
gse200164_gse200164_family_soft_gz,GSE200164,NCBI_GEO,GSE200164,"Mon, 20 Jul 2026 04:36:28 GMT",GSE200164_family.soft.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE200nnn/GSE200164/soft/GSE200164_family.soft.gz,5419,,,"Mon, 20 Jul 2026 04:36:28 GMT",geo/GSE200164/GSE200164_family.soft.gz,True,True,geo_soft,living_csf_immune_adapter_and_validation_candidate,,False
gse200164_gse200164_lognorm_expression_csv_gz,GSE200164,NCBI_GEO,GSE200164,"Mon, 04 Apr 2022 21:51:43 GMT",GSE200164_lognorm_expression.csv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE200nnn/GSE200164/suppl/GSE200164_lognorm_expression.csv.gz,1160997288,,,"Mon, 04 Apr 2022 21:51:43 GMT",geo/GSE200164/GSE200164_lognorm_expression.csv.gz,True,True,gz,living_csf_immune_adapter_and_validation_candidate,,False
gse226267_gse226267_atac_cd4_raw_peaks_rds_gz,GSE226267,NCBI_GEO,GSE226267,"Tue, 28 Feb 2023 03:30:24 GMT",GSE226267_atac_cd4_raw_peaks.rds.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226267/suppl/GSE226267_atac_cd4_raw_peaks.rds.gz,2981763473,,,"Tue, 28 Feb 2023 03:30:24 GMT",geo/GSE226267/GSE226267_atac_cd4_raw_peaks.rds.gz,True,True,gz,living_peripheral_regulatory_adapter_candidate,,False
gse226267_gse226267_atac_cd4_tfidf_peaks_rds_gz,GSE226267,NCBI_GEO,GSE226267,"Tue, 28 Feb 2023 03:28:20 GMT",GSE226267_atac_cd4_TFIDF_peaks.rds.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226267/suppl/GSE226267_atac_cd4_TFIDF_peaks.rds.gz,10278887355,,,"Tue, 28 Feb 2023 03:28:20 GMT",geo/GSE226267/GSE226267_atac_cd4_TFIDF_peaks.rds.gz,False,False,gz,living_peripheral_regulatory_adapter_candidate,,False
gse226267_gse226267_atac_noncd4_raw_peaks_rds_gz,GSE226267,NCBI_GEO,GSE226267,"Tue, 28 Feb 2023 03:40:40 GMT",GSE226267_atac_noncd4_raw_peaks.rds.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226267/suppl/GSE226267_atac_noncd4_raw_peaks.rds.gz,3573506747,,,"Tue, 28 Feb 2023 03:40:40 GMT",geo/GSE226267/GSE226267_atac_noncd4_raw_peaks.rds.gz,True,True,gz,living_peripheral_regulatory_adapter_candidate,,False
gse226267_gse226267_atac_noncd4_tfidf_peaks_rds_gz,GSE226267,NCBI_GEO,GSE226267,"Tue, 28 Feb 2023 03:38:14 GMT",GSE226267_atac_noncd4_TFIDF_peaks.rds.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226267/suppl/GSE226267_atac_noncd4_TFIDF_peaks.rds.gz,12352090309,,,"Tue, 28 Feb 2023 03:38:14 GMT",geo/GSE226267/GSE226267_atac_noncd4_TFIDF_peaks.rds.gz,False,False,gz,living_peripheral_regulatory_adapter_candidate,,False
gse226267_gse226267_family_soft_gz,GSE226267,NCBI_GEO,GSE226267,"Sun, 24 May 2026 04:24:27 GMT",GSE226267_family.soft.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226267/soft/GSE226267_family.soft.gz,5116,,,"Sun, 24 May 2026 04:24:27 GMT",geo/GSE226267/GSE226267_family.soft.gz,True,True,geo_soft,living_peripheral_regulatory_adapter_candidate,,False
gse226602_gse226602_family_soft_gz,GSE226602,NCBI_GEO,GSE226602,"Fri, 15 May 2026 04:32:04 GMT",GSE226602_family.soft.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226602/soft/GSE226602_family.soft.gz,8434,,,"Fri, 15 May 2026 04:32:04 GMT",geo/GSE226602/GSE226602_family.soft.gz,True,True,geo_soft,living_peripheral_immune_rna_adapter_candidate,,False
gse226602_gse226602_rna_lognorm_expression_rds_gz,GSE226602,NCBI_GEO,GSE226602,"Fri, 03 Mar 2023 18:31:41 GMT",GSE226602_rna_lognorm_expression.rds.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226602/suppl/GSE226602_rna_lognorm_expression.rds.gz,3444711576,,,"Fri, 03 Mar 2023 18:31:41 GMT",geo/GSE226602/GSE226602_rna_lognorm_expression.rds.gz,True,True,gz,living_peripheral_immune_rna_adapter_candidate,,False
gse226602_gse226602_rna_raw_counts_rds_gz,GSE226602,NCBI_GEO,GSE226602,"Fri, 03 Mar 2023 18:33:55 GMT",GSE226602_rna_raw_counts.rds.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226602/suppl/GSE226602_rna_raw_counts.rds.gz,3471425529,,,"Fri, 03 Mar 2023 18:33:55 GMT",geo/GSE226602/GSE226602_rna_raw_counts.rds.gz,True,True,gz,living_peripheral_immune_rna_adapter_candidate,,False
