fixture,basis_type,dimension,eigenvalue,explained_fraction_within_audited_96,cumulative_fraction_within_audited_96,relative_eigengap_to_next
overlapping_programs,ordinary_pca,54,927.98867082474,0.008770108432394468,0.6466410500902119,0.0027031317808121694
overlapping_programs,ordinary_pca,55,925.4801951564,0.008746401673569694,0.6553874517637817,0.0028130631978904924
overlapping_programs,ordinary_pca,56,922.876760879029,0.008721797492907808,0.6641092492566895,0.0012064327476000206
overlapping_programs,ordinary_pca,57,921.7633721327055,0.008711275230794428,0.6728205244874839,0.0010434025192002986
overlapping_programs,ordinary_pca,58,920.8016019081157,0.00870218586427317,0.681522710351757,0.002657259327886687
overlapping_programs,ordinary_pca,59,918.3547932623123,0.008679061899712326,0.6902017722514694,0.003467817469607387
overlapping_programs,ordinary_pca,60,915.1701064669396,0.0086489644972367,0.698850736748706,0.004434599102131035
overlapping_programs,ordinary_pca,61,911.1116939345042,0.00861060980704289,0.707461346555749,0.00039360592787113333
overlapping_programs,ordinary_pca,62,910.7530749708188,0.008607220619980253,0.7160685671757292,0.0006609067550621692
overlapping_programs,ordinary_pca,63,910.151152111377,0.008601532049730198,0.7246700992254594,0.0022253536366343414
overlapping_programs,ordinary_pca,64,908.125743935139,0.008582390599102704,0.7332524898245621,0.0029906706188891807
overlapping_programs,ordinary_pca,65,905.4098389544953,0.008556723495698138,0.7418092133202603,0.000584256734646348
overlapping_programs,ordinary_pca,66,904.880847158471,0.008551724172369268,0.7503609374926297,0.0017415987562246819
overlapping_programs,ordinary_pca,67,903.3049078005283,0.008536830500187094,0.7588977679928167,0.0006403445503040732
overlapping_programs,ordinary_pca,68,902.7264814255553,0.00853136398729943,0.7674291319801162,0.0023529265111996147
overlapping_programs,ordinary_pca,69,900.6024323550472,0.00851129031479702,0.7759404222949133,0.0008305121843582687
overlapping_programs,ordinary_pca,70,899.8544710617136,0.00850422158448597,0.7844446438793993,0.0036369971881892566
overlapping_programs,ordinary_pca,71,896.5817028806827,0.008473291754495455,0.7929179356338947,0.001942985376381851
overlapping_programs,ordinary_pca,72,894.839657743254,0.008456828272526654,0.801374763906421,0.0015801586963825015
overlapping_programs,ordinary_pca,73,893.425669076203,0.008443465141788007,0.809818229048209,0.0024898705463949596
overlapping_programs,ordinary_pca,74,891.201154817377,0.008422442006621957,0.818240671054831,0.0012939796559413822
overlapping_programs,ordinary_pca,75,890.0479586536918,0.008411543538012042,0.8266522145928431,0.00034824365335044295
overlapping_programs,ordinary_pca,76,889.7380051009131,0.008408614271360049,0.8350608288642031,0.0032200285822684576
overlapping_programs,ordinary_pca,77,886.8730232937577,0.008381538293068999,0.843442367157272,0.001839018978907788
overlapping_programs,ordinary_pca,78,885.2420469720391,0.008366124485075602,0.8518084916423476,0.00037832446044551514
overlapping_programs,ordinary_pca,79,884.9071382522548,0.008362959375543766,0.8601714510178914,0.0006620603648413605
overlapping_programs,ordinary_pca,80,884.3212763094527,0.00835742259160844,0.8685288736095,0.003088223680008773
overlapping_programs,ordinary_pca,81,881.5902944032183,0.008331613001257194,0.8768604866107572,0.0026673129600208838
overlapping_programs,ordinary_pca,82,879.238817185528,0.008309389981921062,0.8851698765926782,0.0015817225662555269
overlapping_programs,ordinary_pca,83,877.8481053072578,0.008296246832274841,0.8934661234249531,0.0011541162841874153
overlapping_programs,ordinary_pca,84,876.8349665138796,0.008286671998708073,0.9017527954236613,0.0017921294427822412
overlapping_programs,ordinary_pca,85,875.2635647539291,0.00827182120983651,0.9100246166334978,0.0004418182571976166
overlapping_programs,ordinary_pca,86,874.876857331161,0.00826816656820573,0.9182927832017035,0.0055248047765196
overlapping_programs,ordinary_pca,87,870.0433334909113,0.008222486562056647,0.9265152697637602,0.0015372400587847928
overlapping_programs,ordinary_pca,88,868.7058680257904,0.008209846626330635,0.9347251163900906,0.0003723318459100659
overlapping_programs,ordinary_pca,89,868.3824211663955,0.008206789838981614,0.9429319062290721,0.0010376011035790618
overlapping_programs,ordinary_pca,90,867.4813866078646,0.008198274464787846,0.9511301806938599,0.0028658710489177625
overlapping_programs,ordinary_pca,91,864.9952968165101,0.008174779267348128,0.9593049599612081,0.001060205039422071
overlapping_programs,ordinary_pca,92,864.0782244437488,0.008166112325172722,0.9674710722863809,0.0014189804170921274
overlapping_programs,ordinary_pca,93,862.8521143644274,0.008154524771699527,0.9756255970580804,0.0008469994281364448
overlapping_programs,ordinary_pca,94,862.1212791169944,0.008147617893881173,0.9837732149519616,0.0035189627743369297
overlapping_programs,ordinary_pca,95,859.087506428818,0.008118946729813085,0.9918921616817746,0.0013682084582749745
overlapping_programs,ordinary_pca,96,857.9120956361237,0.00810783831822507,1.0,
overlapping_programs,reproducibility_weighted,1,2253.6945383093835,0.2726509250797776,0.2726509250797776,0.8720414962089121
overlapping_programs,reproducibility_weighted,2,288.3793811242154,0.03488800443046435,0.307538929510242,0.40445274978910084
overlapping_programs,reproducibility_weighted,3,171.74354744604736,0.02077745510390871,0.32831638461415064,0.3191897085272231
overlapping_programs,reproducibility_weighted,4,116.92477459531219,0.014145505265354626,0.34246188987950527,0.017178914793411017
overlapping_programs,reproducibility_weighted,5,114.91613385530053,0.013902500835691353,0.3563643907151966,0.058015034831767766
overlapping_programs,reproducibility_weighted,6,108.24927034695318,0.013095946765460038,0.36946033748065665,0.19713110858442667
overlapping_programs,reproducibility_weighted,7,86.909971680003,0.010514328261622264,0.3799746657422789,0.047571655649252025
overlapping_programs,reproducibility_weighted,8,82.77552043475565,0.010014144258177171,0.38998881000045615,0.0513203266607611
overlapping_programs,reproducibility_weighted,9,78.52745368652948,0.009500215103619534,0.3994890251040757,0.04038769965239411
overlapping_programs,reproducibility_weighted,10,75.35591047257064,0.00911652326938141,0.4086055483734571,0.01907632737031929
overlapping_programs,reproducibility_weighted,11,73.91839645510741,0.008942613487015557,0.41754816186047267,0.03072612706996152
overlapping_programs,reproducibility_weighted,12,71.64717041281999,0.008667841608675965,0.4262160034691486,0.014710318304821321
overlapping_programs,reproducibility_weighted,13,70.59321773040763,0.008540334899596567,0.43475633836874517,0.010177682163107514
overlapping_programs,reproducibility_weighted,14,69.8747423974765,0.008453414085421978,0.4432097524541671,0.0105838127836658
overlapping_programs,reproducibility_weighted,15,69.13520120563473,0.008363944733359068,0.45157369718752616,0.020011435306079326
overlapping_programs,reproducibility_weighted,16,67.75170659933539,0.00819657019442383,0.4597702673819501,0.00953378118543666
overlapping_programs,reproducibility_weighted,17,67.10577665367742,0.008118425887719122,0.4678886932696692,0.013594135697944335
overlapping_programs,reproducibility_weighted,18,66.19353161973139,0.008008062904547765,0.47589675617421695,0.002953546133692498
overlapping_programs,reproducibility_weighted,19,65.99802597034048,0.00798441072131767,0.4838811668955347,0.009237359106822503
overlapping_programs,reproducibility_weighted,20,65.38837850411105,0.007910655852228495,0.4917918227477632,0.006637412076017409
overlapping_programs,reproducibility_weighted,21,64.95436889099666,0.007858149569545695,0.4996499723173089,0.0028364857444348273
overlapping_programs,reproducibility_weighted,22,64.77012674959859,0.007835860040314044,0.507485832357623,0.012015639835096617
overlapping_programs,reproducibility_weighted,23,63.991872234501855,0.007741707168271404,0.5152275395258944,0.006062408333055178
overlapping_programs,reproducibility_weighted,24,63.60392737501961,0.0076947737782224026,0.5229223133041166,0.0057321589423270656
overlapping_programs,reproducibility_weighted,25,63.23933955394977,0.007650666111900381,0.530572979416017,0.008638536232492618
overlapping_programs,reproducibility_weighted,26,62.69304422789407,0.007584575555490026,0.5381575549715071,0.001991047432856926
overlapping_programs,reproducibility_weighted,27,62.568219403126136,0.007569474305800958,0.545727029277308,0.014724946281294624
overlapping_programs,reproducibility_weighted,28,61.64690573349885,0.0074580142032703994,0.5531850434805784,0.0014864572901359197
overlapping_programs,reproducibility_weighted,29,61.55527024105697,0.007446928183688011,0.5606319716642664,0.004493990920209306
overlapping_programs,reproducibility_weighted,30,61.278641415502626,0.007413461756047066,0.5680454334203134,0.0005774299295560937
overlapping_programs,reproducibility_weighted,31,61.24325729390678,0.007409181001347505,0.575454614421661,0.0033814276132724756
overlapping_programs,reproducibility_weighted,32,61.03616765256641,0.007384127392117815,0.5828387418137788,0.008995978763619397
overlapping_programs,reproducibility_weighted,33,60.48708758455121,0.007317699938910463,0.5901564417526892,0.0039627162810729815
overlapping_programs,reproducibility_weighted,34,60.24739441778522,0.007288701970222535,0.5974451437229118,0.00407196304497651
overlapping_programs,reproducibility_weighted,35,60.00206925415988,0.007259022645153942,0.6047041663680658,0.0033120239573957177
overlapping_programs,reproducibility_weighted,36,59.80334096329678,0.007234980588245914,0.6119391469563117,0.01005752218359698
overlapping_programs,reproducibility_weighted,37,59.20186753490521,0.007162214610481737,0.6191013615667934,0.007058637836939824
overlapping_programs,reproducibility_weighted,38,58.78398299270583,0.0071116591314359075,0.6262130206982294,0.008009096120399723
overlapping_programs,reproducibility_weighted,39,58.31317642257731,0.007054701169876719,0.6332677218681061,0.003244982017761602
overlapping_programs,reproducibility_weighted,40,58.123951213687484,0.0070318087914397875,0.6402995306595457,0.0032929597499132225
overlapping_programs,reproducibility_weighted,41,57.93255138183489,0.00700865332812049,0.6473081839876662,0.0008058242219269763
overlapping_programs,reproducibility_weighted,42,57.88586792869338,0.007003005585505601,0.6543111895731718,0.0052371776830975655
overlapping_programs,reproducibility_weighted,43,57.58270935301049,0.006966329600938584,0.6612775191741104,0.0030124617112623807
overlapping_programs,reproducibility_weighted,44,57.4092436458538,0.0069453437997477226,0.6682228629738581,0.00410508619112582
overlapping_programs,reproducibility_weighted,45,57.17357375252023,0.006916832564822757,0.6751396955386809,0.0024673842675665154
overlapping_programs,reproducibility_weighted,46,57.032504576122705,0.006899766080970922,0.6820394616196519,0.002258952268837952
overlapping_programs,reproducibility_weighted,47,56.90367087051296,0.006884179838727861,0.6889236414583797,0.003998911490878479
overlapping_programs,reproducibility_weighted,48,56.6761181271957,0.0068566506128654985,0.6957802920712453,0.0012479240599361269
overlapping_programs,reproducibility_weighted,49,56.60539063576099,0.006848094033595127,0.7026283861048404,0.0036490604961140114
overlapping_programs,reproducibility_weighted,50,56.39883414092493,0.0068231049241834615,0.7094514910290238,0.002252177740454943
overlapping_programs,reproducibility_weighted,51,56.27181394208513,0.0068077380791524275,0.7162592291081762,0.006817770719944362
overlapping_programs,reproducibility_weighted,52,55.88816561663263,0.006761324481807332,0.7230205535899835,0.0017500187448339132
overlapping_programs,reproducibility_weighted,53,55.79036027918914,0.006749492037224264,0.7297700456272078,0.00590330861103233
overlapping_programs,reproducibility_weighted,54,55.461012564940404,0.006709647702760824,0.7364796933299687,0.005956964649959648
overlapping_programs,reproducibility_weighted,55,55.130633273640086,0.0066696785685817946,0.7431493718985505,0.003932894734707147
overlapping_programs,reproducibility_weighted,56,54.913810296317116,0.00664344742485723,0.7497928193234078,0.003822537636184032
overlapping_programs,reproducibility_weighted,57,54.703900189713174,0.0066180525970417035,0.7564108719204494,0.00027056945253064237
overlapping_programs,reproducibility_weighted,58,54.68909898538755,0.006616261954173703,0.7630271338746232,0.004156712647432499
overlapping_programs,reproducibility_weighted,59,54.461772115958304,0.006588760054430063,0.7696158939290533,0.0005136151990141803
overlapping_programs,reproducibility_weighted,60,54.4337997220343,0.00658537596712345,0.7762012698961767,0.0067363085929943636
overlapping_programs,reproducibility_weighted,61,54.06711684921743,0.006541014842408018,0.7827422847385846,0.0037232104742741324
overlapping_programs,reproducibility_weighted,62,53.86581359345062,0.006516661267434382,0.789258946006019,0.000999058334971242
overlapping_programs,reproducibility_weighted,63,53.811998503410074,0.006510150742678967,0.795769096748698,0.003435138808931367
overlapping_programs,reproducibility_weighted,64,53.62714681896485,0.006487787471210797,0.8022568842199087,0.003178147769679443
overlapping_programs,reproducibility_weighted,65,53.45671182190789,0.006467168323929014,0.8087240525438377,0.001774685224120184
overlapping_programs,reproducibility_weighted,66,53.3618429853075,0.006455691135862639,0.8151797436797004,0.005253835316112153
overlapping_programs,reproducibility_weighted,67,53.08148865009846,0.006421773997783133,0.8216015176774835,0.001917942313609741
overlapping_programs,reproducibility_weighted,68,52.97968141694704,0.0064094574057043455,0.8280109750831878,0.0050498482842395755
overlapping_programs,reproducibility_weighted,69,52.71214206364411,0.006377090618221243,0.834388065701409,0.00048760983544794066
overlapping_programs,reproducibility_weighted,70,52.68643910472635,0.0063739810861142545,0.8407620467875233,0.004121037141973612
overlapping_programs,reproducibility_weighted,71,52.46931633229744,0.006347713673316141,0.8471097604608394,0.0023298796477592685
overlapping_programs,reproducibility_weighted,72,52.347069140042976,0.0063329242644188785,0.8534426847252584,0.004690600666462493
overlapping_programs,reproducibility_weighted,73,52.10152994264733,0.006303219045643539,0.859745903770902,0.0048371065626143794
overlapping_programs,reproducibility_weighted,74,51.8495092902395,0.006272729703432261,0.8660186334743343,0.00017702993105463559
overlapping_programs,reproducibility_weighted,75,51.840330375184635,0.0062716192425253375,0.8722902527168596,0.00260672355994913
overlapping_programs,reproducibility_weighted,76,51.705196964640095,0.006255270864886816,0.8785455235817464,0.0034023413291807024
overlapping_programs,reproducibility_weighted,77,51.52927823607387,0.0062339882982979915,0.8847795118800443,0.0007695197168066068
overlapping_programs,reproducibility_weighted,78,51.4896254404784,0.00622919112138811,0.8910087030014325,0.0023684305110634987
overlapping_programs,reproducibility_weighted,79,51.36767584058194,0.006214437715076969,0.8972231407165094,0.002873598418208838
overlapping_programs,reproducibility_weighted,80,51.22006576853938,0.006196579916688866,0.9034197206331984,0.006677581920818673
overlapping_programs,reproducibility_weighted,81,50.878039583380236,0.0061552017466662765,0.9095749223798647,0.0032063619462637024
overlapping_programs,reproducibility_weighted,82,50.71490617335959,0.006135465942014189,0.9157103883218789,0.002125799286201591
overlapping_programs,reproducibility_weighted,83,50.60709646201648,0.006122423172894142,0.9218328114947731,0.002373810981245169
overlapping_programs,reproducibility_weighted,84,50.48696478070601,0.0061078896975344955,0.9279407011923076,0.0021126212652329158
overlapping_programs,reproducibility_weighted,85,50.380304945293226,0.006094986039873788,0.9340356872321814,0.00495663153250464
overlapping_programs,reproducibility_weighted,86,50.130588337184186,0.006064775439878373,0.9401004626720598,0.0017795882240255127
overlapping_programs,reproducibility_weighted,87,50.04137653251586,0.006053982636924206,0.9461544453089841,0.0031257493511823455
overlapping_programs,reproducibility_weighted,88,49.88495973228708,0.006035059404624772,0.9521895047136085,0.0022208946251922666
overlapping_programs,reproducibility_weighted,89,49.77417049333971,0.006021656173630325,0.9582111608872389,0.0008000571879152838
overlapping_programs,reproducibility_weighted,90,49.73434831046399,0.006016838504325457,0.9642279993915643,0.002358388092600249
overlapping_programs,reproducibility_weighted,91,49.61705541561536,0.0060026484640417575,0.9702306478556061,0.0025381622773040157
overlapping_programs,reproducibility_weighted,92,49.49111927724854,0.0059874127681464094,0.9762180606237525,0.003714084379077354
overlapping_programs,reproducibility_weighted,93,49.30730508423786,0.005965175011913149,0.9821832356356657,0.002212157535055837
overlapping_programs,reproducibility_weighted,94,49.19822955776247,0.005951979105062618,0.9881352147407283,0.002826385115009094
overlapping_programs,reproducibility_weighted,95,49.05917641405561,0.005935156519915224,0.9940703712606435,0.0009313622210758816
overlapping_programs,reproducibility_weighted,96,49.01348455054646,0.005929628739356403,1.0,
rare_tail_difficult,ordinary_pca,1,19589.958091070286,0.17319250661978466,0.17319250661978466,0.8541211690267431
rare_tail_difficult,ordinary_pca,2,2857.76018514043,0.025265120399022255,0.1984576270188069,0.2157450081329896
rare_tail_difficult,ordinary_pca,3,2241.212690755174,0.01981429679305424,0.21827192381186117,0.42832217621653834
rare_tail_difficult,ordinary_pca,4,1281.2515936867944,0.01132739407045287,0.22959931788231402,0.028391852201394414
rare_tail_difficult,ordinary_pca,5,1244.874487806038,0.011005788372177621,0.24060510625449164,0.11511126157520475
rare_tail_difficult,ordinary_pca,6,1101.575415011898,0.009738898188026536,0.2503440044425182,0.008580544833303495
rare_tail_difficult,ordinary_pca,7,1092.1232977761235,0.009655333135497195,0.2599993375780154,0.002808400780976267
rare_tail_difficult,ordinary_pca,8,1089.0561778537267,0.00962821709037888,0.2696275546683942,0.009382908490641769
rare_tail_difficult,ordinary_pca,9,1078.837663395757,0.009537876410491822,0.27916543107888603,0.0159335216500844
rare_tail_difficult,ordinary_pca,10,1061.6479801291143,0.00938590445020942,0.28855133552909545,0.010362014417763698
rare_tail_difficult,ordinary_pca,11,1050.6471684524267,0.009288647572972599,0.2978399831020681,0.0025954192985474037
rare_tail_difficult,ordinary_pca,12,1047.9202985154611,0.0092645396378043,0.3071045227398724,0.0027700296863497178
rare_tail_difficult,ordinary_pca,13,1045.0175281796448,0.009238876587977217,0.31634339932784966,0.004127247544293691
rare_tail_difficult,ordinary_pca,14,1040.7044821527215,0.009200745457267456,0.3255441447851171,0.010230598067200143
rare_tail_difficult,ordinary_pca,15,1030.0574528890834,0.009106616328575536,0.3346507611136927,0.0060967516605221605
rare_tail_difficult,ordinary_pca,16,1023.7774484027486,0.009051095550352554,0.3437018566640451,0.00264858599773309
rare_tail_difficult,ordinary_pca,17,1021.0658857881142,0.009027122945413746,0.35272897960945887,0.004550117664667413
rare_tail_difficult,ordinary_pca,18,1016.4199158644004,0.008986048473838696,0.36171502808329753,0.004080944484063551
rare_tail_difficult,ordinary_pca,19,1012.2719626152613,0.008949376908885856,0.3706644049921834,0.0050839181005102665
rare_tail_difficult,ordinary_pca,20,1007.1256548618825,0.008903879009630482,0.3795682840018139,0.0027745629538905724
rare_tail_difficult,ordinary_pca,21,1004.3313213299899,0.008879174636784438,0.38844745863859836,0.0027592140106859134
rare_tail_difficult,ordinary_pca,22,1001.5601562768055,0.008854675093723294,0.39730213373232165,0.002207910349801173
rare_tail_difficult,ordinary_pca,23,999.3488012418135,0.008835124764939736,0.4061372584972614,0.0018567945749305343
rare_tail_difficult,ordinary_pca,24,997.4932158092043,0.008818719753207362,0.4149559782504688,0.001990746782660785
rare_tail_difficult,ordinary_pca,25,995.5074593991062,0.008801163915231476,0.42375714216570026,0.005013860870783087
rare_tail_difficult,ordinary_pca,26,990.5161235018523,0.00875703610385955,0.43251417826955985,0.0017373740841491235
rare_tail_difficult,ordinary_pca,27,988.7952264589484,0.008741821856278746,0.4412560001258386,0.0025772963989080873
rare_tail_difficult,ordinary_pca,28,986.2468080825382,0.008719291590288662,0.4499752917161272,0.0033978521931342003
rare_tail_difficult,ordinary_pca,29,982.8956872027234,0.008689664726236024,0.45866495644236327,0.0028010756984013373
rare_tail_difficult,ordinary_pca,30,980.1425219792363,0.00866532431754411,0.4673302807599074,0.0032399142077353506
rare_tail_difficult,ordinary_pca,31,976.9669442966702,0.008637249410173064,0.4759675301700804,0.0035066861836416724
rare_tail_difficult,ordinary_pca,32,973.5410278112305,0.008606961287001742,0.48457449145708215,0.002764233202672658
rare_tail_difficult,ordinary_pca,33,970.8499333779906,0.008583169638838093,0.49315766109592024,0.0006067697858412124
rare_tail_difficult,ordinary_pca,34,970.2608509718309,0.008577961630834498,0.5017356227267548,0.001500737382882444
rare_tail_difficult,ordinary_pca,35,968.8047442416301,0.008565088363146173,0.5103007110899009,0.0033338259098647867
rare_tail_difficult,ordinary_pca,36,965.5749178836775,0.008536533849640834,0.5188372449395418,0.00046041842196059904
rare_tail_difficult,ordinary_pca,37,965.1303494037007,0.00853260347219677,0.5273698484117385,0.0020689383382285673
rare_tail_difficult,ordinary_pca,38,963.1335542224315,0.008514950041748239,0.5358847984534867,0.0022276157166011604
rare_tail_difficult,ordinary_pca,39,960.9880627798597,0.008495982005209167,0.544380780458696,0.004895051219563115
rare_tail_difficult,ordinary_pca,40,956.2839769911635,0.008454393738133182,0.552835174196829,0.0022204060714107643
rare_tail_difficult,ordinary_pca,41,954.1606382426595,0.008435621550946935,0.561270795747776,0.004733592907944745
rare_tail_difficult,ordinary_pca,42,949.644030212434,0.008395690752599265,0.5696664865003753,0.0015060341170004612
rare_tail_difficult,ordinary_pca,43,948.2138339039283,0.008383046555890067,0.5780495330562654,0.0012894775402291856
rare_tail_difficult,ordinary_pca,44,946.9911334617746,0.00837223680563755,0.5864217698619029,0.0019552443306102446
rare_tail_difficult,ordinary_pca,45,945.1395344169352,0.0083558670370888,0.5947776368989917,0.00213866676513462
rare_tail_difficult,ordinary_pca,46,943.1181959062629,0.008337996621962695,0.6031156335209543,0.003115881847991511
rare_tail_difficult,ordinary_pca,47,940.1795510391281,0.008312016409639708,0.6114276499305941,0.0011502847233264655
rare_tail_difficult,ordinary_pca,48,939.0980768643839,0.008302455224143659,0.6197301051547378,0.0024182485692803035
rare_tail_difficult,ordinary_pca,49,936.8271042835927,0.00828237782367636,0.6280124829784142,0.0004147333739943648
rare_tail_difficult,ordinary_pca,50,936.4385708177838,0.008278942845176851,0.6362914258235911,0.0024274587522934653
rare_tail_difficult,ordinary_pca,51,934.165404813067,0.008258846052907588,0.6445502718764987,0.0006243331741015731
rare_tail_difficult,ordinary_pca,52,933.5821743607441,0.00825368978133696,0.6528039616578356,0.004604856086926442
rare_tail_difficult,ordinary_pca,53,929.283162802493,0.00821568272770777,0.6610196443855433,0.0008533469209653648
rare_tail_difficult,ordinary_pca,54,928.4901618768106,0.008208671900148451,0.6692283162856917,0.003527406080554378
rare_tail_difficult,ordinary_pca,55,925.2150000340714,0.008179716580974591,0.6774080328666664,0.0004397635974236609
rare_tail_difficult,ordinary_pca,56,924.8081241572661,0.008176119439385036,0.6855841523060513,0.0019003267294982649
rare_tail_difficult,ordinary_pca,57,923.0506865592729,0.008160582141070802,0.6937447344471221,0.0013599178908814751
rare_tail_difficult,ordinary_pca,58,921.7954134164305,0.008149484419417152,0.7018942188665392,0.002713016432172648
rare_tail_difficult,ordinary_pca,59,919.2945673127304,0.00812737473427354,0.7100215936008127,0.0016445498167565401
rare_tail_difficult,ordinary_pca,60,917.7827416005109,0.008114008861643577,0.7181356024624563,0.001857302945163706
rare_tail_difficult,ordinary_pca,61,916.0781410115159,0.008098938689087763,0.7262345411515442,0.0038032092274624374
