source_pair,n_units_each,trace_distance,hks_assignment_cost,depth_trace_distance,depth_hks_assignment_cost,null_trace_median,null_trace_p05,null_trace_min,trace_empirical_p_lower,null_assign_median,null_assign_p05,null_assign_min,assign_empirical_p_lower,better_than_depth_trace,better_than_depth_assign
HVS__NPH52,64,0.03363635206691192,1.6333326163601967,0.011655958213774029,0.8216256579888592,0.0028483457197055117,0.0009078569409813644,0.0006725293573789053,1.0,0.6714156130761976,0.47689188074737476,0.3294169949609679,0.9696969696969697,False,False
HVS__SEA_AD,64,0.00998229771259429,0.25199891382386697,0.0022787724160494537,0.8825520274533493,0.0023410286899758414,0.0008462410617032431,4.951300471111859e-05,0.9696969696969697,0.859988211994603,0.6014989742262439,0.5147627595018124,0.030303030303030304,False,True
NPH52__SEA_AD,64,0.03317345576043928,1.756085032731811,0.009827247210770159,0.6091668835073987,0.0008865546274005342,0.00017025793231266296,5.0647210474772944e-05,1.0,0.710227441006571,0.5387231830153028,0.5004781706590985,1.0,False,False
