"modality","target_gene","donors_with_unit","guides_D1","guides_D2","cells_D1","cells_D2","guide_count_support_ge2_both_donors","guide_level_variance_computed","engagement_scope","own_gene_status","engagement_log2fc","engagement_D1","engagement_D2"
"CRISPRa","ITGA5",2,5,2,89,35,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.5013516695873,1.88845614064752,3.11424719852709
"CRISPRa","ITGAL",2,3,4,30,11,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.51505604672409,3.4023276962465,3.62778439720167
"CRISPRa","ITGAM",2,5,4,46,16,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.85827109399715,2.75413694264713,2.96240524534717
"CRISPRa","ITGAX",2,5,5,74,20,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.06083401331765,1.9614383645332,2.1602296621021
"CRISPRa","ITGB2",2,5,5,120,57,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.22370903393033,1.11197015378346,1.33544791407721
"CRISPRa","ITGB3",2,5,5,76,35,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",5.17765028505424,5.00700836074925,5.34829220935922
"CRISPRa","ITM2B",2,5,4,87,46,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.57988330197431,1.41440849832975,1.74535810561887
"CRISPRa","ITM2C",2,5,4,94,32,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.97309634514678,1.43390933507738,2.51228335521619
"CRISPRa","LAPTM5",2,5,5,83,51,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.550459918722788,0.487986125713462,0.612933711732113
"CRISPRa","LDLR",2,5,4,50,30,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.87854320852981,2.55186582966034,3.20522058739928
"CRISPRa","LDLRAD3",2,4,3,33,14,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.95754382417135,2.63028713553203,3.28480051281067
"CRISPRa","LILRA5",2,5,5,71,30,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.32770623250076,3.57261925255996,3.08279321244155
"CRISPRa","LILRB4",2,5,5,65,31,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.61370561489744,1.66528405421427,1.56212717558062
"CRISPRa","LPAR2",2,5,5,83,29,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.598916411112141,-0.191612095740322,-1.00622072648396
"CRISPRa","LPL",2,4,4,53,26,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.27129407242749,2.43323816656288,2.10934997829211
"CRISPRa","LRP1",2,4,4,39,20,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.362504714632468,0.148433110626845,0.57657631863809
"CRISPRa","LRP1B",2,5,5,72,23,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",5.88984692828147,5.82583912734108,5.95385472922186
"CRISPRa","LRP6",2,5,5,79,34,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.19262796203533,3.30091587267581,3.08434005139484
"CRISPRa","LRP8",2,5,5,42,20,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",4.75057384293724,4.38579265498597,5.11535503088852
"CRISPRa","LRRK2",2,5,4,85,44,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.45928208037402,2.67520364309909,2.24336051764894
"CRISPRa","LSR",2,4,4,33,15,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",4.10574851583567,4.25847475449579,3.95302227717555
"CRISPRa","LTBR",2,4,4,66,40,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.8901659150347,1.72289793007997,2.05743389998944
"CRISPRa","LYVE1",2,5,5,77,35,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.87871755033556,4.26125501574416,3.49618008492695
"CRISPRa","LYZ",2,4,4,59,18,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.07007632025894,2.37933451554604,1.76081812497184
"CRISPRa","MERTK",2,4,4,49,28,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.348648511624441,0.307246714646316,0.390050308602565
"CRISPRa","MMP9",2,3,3,67,31,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.80781013090594,1.66821762179029,1.9474026400216
"CRISPRa","MRC1",2,5,4,58,24,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.21723509164844,1.90864094657654,2.52582923672033
"CRISPRa","MRC2",2,5,5,22,13,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.2693486603751,3.23724856493654,3.30144875581366
"CRISPRa","MS4A4A",2,5,5,54,34,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.02596562048758,1.24673170165126,0.805199539323913
"CRISPRa","MS4A6A",2,5,5,41,13,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.83506804898059,1.85743504547246,1.81270105248873
"CRISPRa","NFATC1",1,4,3,42,6,TRUE,FALSE,"DONOR_SPECIFIC_D1","ASSAYED_DETECTED",1.7131861988723,1.7131861988723,NA
"CRISPRa","NFATC2",1,4,3,45,9,TRUE,FALSE,"DONOR_SPECIFIC_D1","ASSAYED_DETECTED",4.39470776271671,4.39470776271671,NA
"CRISPRa","NLRC4",2,5,5,72,25,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.54794986342,2.42472203763964,2.67117768920036
"CRISPRa","NLRP3",2,5,5,53,24,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.27011631068744,2.36861067165429,2.1716219497206
"CRISPRa","NPC2",2,5,5,87,32,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.709265759770689,0.772132821230985,0.646398698310394
"CRISPRa","NRP1",2,5,5,51,27,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.09095301441225,0.994450311102847,1.18745571772166
"CRISPRa","NRP2",2,5,5,55,24,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.569195309341743,0.381108362660795,0.75728225602269
"CRISPRa","OLR1",2,5,4,82,28,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.71163375153971,2.87790261878908,2.54536488429033
"CRISPRa","P2RY12",2,4,4,86,51,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",5.43030863903197,5.39131921921524,5.4692980588487
"CRISPRa","P2RY13",2,5,5,58,20,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",5.83002102300628,6.53496049041155,5.125081555601
"CRISPRa","P2RY6",2,4,4,61,28,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.13942062718062,0.832054564632802,1.44678668972844
"CRISPRa","PILRA",2,5,5,88,45,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.76026998002346,1.87439533682682,1.64614462322009
"CRISPRa","PILRB",2,5,5,64,31,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.102843320766919,-0.512722335379564,0.718408976913403
"CRISPRa","PLAUR",2,5,5,88,42,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.01362172370366,2.04272036542675,1.98452308198057
"CRISPRa","PLCB3",2,4,4,40,21,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.61112497502091,1.2612940276482,1.96095592239362
"CRISPRa","PLCG2",2,5,5,125,64,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.54674867896763,1.57530832804893,1.51818902988633
"CRISPRa","PLEK",2,5,5,64,26,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.23800414083164,1.95320260628156,2.52280567538173
"CRISPRa","PTPRC",2,5,5,93,37,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.858563169813732,0.839477104320753,0.877649235306711
"CRISPRa","PTPRE",2,5,4,108,52,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.395907773059236,0.371778539520493,0.420037006597978
"CRISPRa","RYR1",2,5,4,98,49,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",6.15020478924674,5.79722397093496,6.50318560755852
"CRISPRa","S100A4",2,5,4,73,41,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.89146706599046,3.93321434507035,3.84971978691057
"CRISPRa","SCARB1",2,5,4,79,19,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.87557648546427,2.07531483291132,1.67583813801722
"CRISPRa","SCIMP",2,5,5,56,24,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.86489548813764,2.44119046191679,1.28860051435848
"CRISPRa","SELL",2,5,5,71,41,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",4.1023367162061,4.28195359261998,3.92271983979222
"CRISPRa","SELPLG",2,5,5,67,37,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.14385927209382,2.34289369072124,1.94482485346639
"CRISPRa","SERPINA1",2,5,5,56,34,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.872626669607593,0.910348119367185,0.834905219848002
"CRISPRa","SIGLEC5",2,5,5,129,69,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.94612594960283,2.20601306581964,3.68623883338602
"CRISPRa","SIGLEC7",2,5,4,52,36,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.648776871521775,0.421120780209011,0.876432962834539
"CRISPRa","SIGLEC9",2,5,4,68,37,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.457352116365171,0.470922967270223,0.443781265460118
"CRISPRa","SIRPA",2,5,5,117,34,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.653628781560902,0.727041242908648,0.580216320213157
"CRISPRa","SIRPB1",2,5,5,68,38,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.82442688669137,1.0797368070721,2.56911696631065
"CRISPRa","SLC16A5",2,5,5,81,36,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.85229456244433,2.69188563328177,3.0127034916069
"CRISPRa","SLC24A4",2,5,5,64,23,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",4.22418732741052,4.38220190121547,4.06617275360557
"CRISPRa","SLC52A1",2,5,5,67,15,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.83417398680465,3.22141185461058,2.44693611899872
"CRISPRa","SNCA",2,5,5,75,28,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.33298694628614,3.65852439157725,3.00744950099504
"CRISPRa","SORL1",2,5,5,86,28,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.79181857015581,2.21352939737236,1.37010774293926
"CRISPRa","SPI1",2,4,3,59,38,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.752354179781654,0.814690466973282,0.690017892590026
"CRISPRa","SPP1",2,4,2,33,22,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.927497580584026,0.852644690543279,1.00235047062477
"CRISPRa","SQSTM1",2,5,5,52,28,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.03967720892606,2.94989378080177,3.12946063705034
"CRISPRa","SUCNR1",2,5,5,106,37,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",4.03018878435046,3.84381144771462,4.21656612098629
"CRISPRa","SYK",2,5,5,62,26,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.29604160385505,1.19700238062111,1.39508082708899
"CRISPRa","TARDBP",2,5,5,59,35,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.154931664971901,0.248260034034273,-0.558123363978076
"CRISPRa","TGFB1",2,5,4,39,12,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.93673114361768,1.80896611978198,2.06449616745339
"CRISPRa","TGFBI",2,4,5,57,29,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.16773557993735,0.966119295643223,1.36935186423147
"CRISPRa","TGFBR1",2,5,5,130,53,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.76481604346219,2.10259531614404,1.42703677078034
"CRISPRa","TGFBR2",2,5,5,93,61,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.10246136542379,1.26754528768412,0.937377443163451
"CRISPRa","TGFBR3",2,5,4,115,55,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",4.23300525687791,4.63503405662888,3.83097645712693
"CRISPRa","TLR10",2,4,4,36,12,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.52867515102565,3.28023988427325,3.77711041777805
"CRISPRa","TLR2",2,5,5,66,39,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.34080353088559,2.08845570694554,2.59315135482563
"CRISPRa","TLR4",2,5,5,79,34,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.317929349341333,0.639399850362374,-0.00354115167970814
"CRISPRa","TLR5",2,5,5,84,27,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.63191137058874,2.85274912787797,2.41107361329951
"CRISPRa","TLR7",2,5,4,76,30,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",4.12661311406546,4.33132978184558,3.92189644628533
"CRISPRa","TMEM106A",2,5,5,79,44,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.70530381250423,1.62097273344071,1.78963489156774
"CRISPRa","TMEM106B",2,5,5,50,30,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.73429357750638,1.43316530061653,2.03542185439622
"CRISPRa","TNFRSF10B",2,5,4,105,39,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.35771618157363,1.5603674798098,1.15506488333747
"CRISPRa","TNFRSF13C",2,4,4,82,41,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",4.7065900259407,5.04070177540547,4.37247827647592
"CRISPRa","TNFRSF1A",2,5,5,88,47,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.14619358423759,1.19337848491096,1.09900868356422
"CRISPRa","TP53",2,5,5,97,50,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.54913402472272,2.68755760014456,2.41071044930089
"CRISPRa","TREM1",2,5,5,66,39,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",5.0942904200466,4.67493579999031,5.51364504010289
"CRISPRa","TREM2",2,4,3,24,11,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.01294210279168,1.47382350242686,2.5520607031565
"CRISPRa","TREML2",2,5,5,93,43,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.19891444814389,3.26809533359845,3.12973356268933
"CRISPRa","TREML4",2,5,4,54,32,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",0,0,0
"CRISPRa","TYRO3",2,5,5,125,75,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",4.33116330840178,4.31740710184702,4.34491951495654
"CRISPRa","TYROBP",1,5,4,43,9,TRUE,FALSE,"DONOR_SPECIFIC_D1","ASSAYED_DETECTED",0.577418584277105,0.577418584277105,NA
"CRISPRa","UNC13D",2,5,5,64,29,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.79804077518826,2.50155038660822,3.09453116376829
"CRISPRa","VCP",2,5,5,72,31,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.535590044485334,0.364052194440791,0.707127894529878
"CRISPRa","VDR",2,5,4,93,44,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.41111831883978,3.26815651489406,3.5540801227855
"CRISPRa","VENTX",2,4,4,74,28,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.89962232583169,4.17892033413234,3.62032431753104
"CRISPRa","VLDLR",2,5,5,74,43,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",4.67231667632392,5.00819455481065,4.33643879783718
