preprocess,subset,n_panels,median_r,min_r,max_r,median_null_p95,max_empirical_p
RAW,ALL19,4,0.9016041530043788,0.8746812533419434,0.9224475253789176,0.32631140049372404,0.000999000999000999
RAW,GABA,4,0.7834772210082929,0.6801159346717961,0.8898060275551796,0.4949938346815379,0.001998001998001998
RAW,GLUT,4,0.9160821252154678,0.838253991765442,0.9228775242486231,0.549174251409468,0.001998001998001998
STATE_DEPTH_DET_RESID,ALL19,4,0.7141477117094368,0.6906720512298096,0.7337090517931075,0.33710943835878826,0.000999000999000999
STATE_DEPTH_DET_RESID,GABA,4,0.7428322967180372,0.6458077772749942,0.7913836125179778,0.49554489245708866,0.004995004995004995
STATE_DEPTH_DET_RESID,GLUT,4,0.8602825651408263,0.7861203708313774,0.8727666969762012,0.5423705225333822,0.003996003996003996
