broad_class,rank,n,median_overlap,p25_overlap,median_max_angle
Neuronal: GABAergic,4,16,0.6406694750055262,0.5791212147984317,79.18696078544747
Neuronal: GABAergic,8,16,0.5622918572262194,0.4875255438878782,83.04626224390739
Neuronal: GABAergic,16,16,0.5323247375577473,0.4807915129031825,88.3387616634355
Neuronal: Glutamatergic,4,16,0.660952019973453,0.6069853543322701,56.81956319973403
Neuronal: Glutamatergic,8,16,0.6744635217896326,0.616577697747316,82.6940447228284
Neuronal: Glutamatergic,16,16,0.609921781357028,0.5508836008155499,85.63950233337538
Non-neuronal and Non-neural,4,16,0.7533482751725153,0.710539174999806,58.53039297714993
Non-neuronal and Non-neural,8,16,0.5557077381433577,0.5418225369783702,84.48258028824084
Non-neuronal and Non-neural,16,16,0.5441036439711138,0.5094192100854035,84.59413266645302
