feature_id,display_name,sample,n_cells,n_nt_units,median_log2fc,n_abs_gt_1
MERTK_nsig_e2_g5,MERTK_nsig_e2_g5,S6,19,13,0.0,7746
MERTK_nsig_e2_g5,MERTK_nsig_e2_g5,S7,17,13,0.0,7697
MERTK_nsig_e2_g6,MERTK_nsig_e2_g6,S1,13,15,0.0,8355
MERTK_nsig_e2_g6,MERTK_nsig_e2_g6,S2,9,12,0.0,7801
MERTK_nsig_e2_g6,MERTK_nsig_e2_g6,S3,5,14,0.0,8411
MERTK_nsig_e2_g6,MERTK_nsig_e2_g6,S4,8,13,0.0,7128
MERTK_nsig_e2_g6,MERTK_nsig_e2_g6,S5,16,15,0.0,8030
MERTK_nsig_e2_g6,MERTK_nsig_e2_g6,S6,10,13,0.0,8207
MERTK_nsig_e2_g6,MERTK_nsig_e2_g6,S7,10,13,0.0,7943
MERTK_nsig_e2_g7,MERTK_nsig_e2_g7,S1,16,15,0.0,8285
MERTK_nsig_e2_g7,MERTK_nsig_e2_g7,S2,14,12,0.0,7702
MERTK_nsig_e2_g7,MERTK_nsig_e2_g7,S3,12,14,0.0,8175
MERTK_nsig_e2_g7,MERTK_nsig_e2_g7,S4,16,13,0.0,6210
MERTK_nsig_e2_g7,MERTK_nsig_e2_g7,S5,16,15,0.0,7912
MERTK_nsig_e2_g7,MERTK_nsig_e2_g7,S6,12,13,0.0,7758
MERTK_nsig_e2_g7,MERTK_nsig_e2_g7,S7,11,13,0.0,7768
MERTK_nsig_e2_g8,MERTK_nsig_e2_g8,S1,1,15,0.0,9625
MERTK_nsig_e2_g8,MERTK_nsig_e2_g8,S2,4,12,0.0,8747
MERTK_nsig_e2_g8,MERTK_nsig_e2_g8,S3,2,14,0.0,9332
MERTK_nsig_e2_g8,MERTK_nsig_e2_g8,S4,5,13,0.0,7946
MERTK_nsig_e2_g8,MERTK_nsig_e2_g8,S5,5,15,0.0,8499
MERTK_nsig_e2_g8,MERTK_nsig_e2_g8,S6,3,13,0.0,8759
MERTK_nsig_e2_g8,MERTK_nsig_e2_g8,S7,2,13,0.0,9273
MERTK_nsig_e3_g1,MERTK_nsig_e3_g1,S1,11,15,0.0,8409
MERTK_nsig_e3_g1,MERTK_nsig_e3_g1,S2,8,12,0.0,8096
MERTK_nsig_e3_g1,MERTK_nsig_e3_g1,S3,13,14,0.0,7778
MERTK_nsig_e3_g1,MERTK_nsig_e3_g1,S4,15,13,0.0,6252
MERTK_nsig_e3_g1,MERTK_nsig_e3_g1,S5,7,15,0.0,8320
MERTK_nsig_e3_g1,MERTK_nsig_e3_g1,S6,14,13,0.0,7689
MERTK_nsig_e3_g1,MERTK_nsig_e3_g1,S7,11,13,0.0,7948
MERTK_nsig_e3_g3,MERTK_nsig_e3_g3,S1,18,15,0.0,8709
MERTK_nsig_e3_g3,MERTK_nsig_e3_g3,S2,14,12,0.0,7385
MERTK_nsig_e3_g3,MERTK_nsig_e3_g3,S3,24,14,0.0,7676
MERTK_nsig_e3_g3,MERTK_nsig_e3_g3,S4,14,13,0.0,6576
MERTK_nsig_e3_g3,MERTK_nsig_e3_g3,S5,21,15,0.0,7884
MERTK_nsig_e3_g3,MERTK_nsig_e3_g3,S6,17,13,0.0,8050
MERTK_nsig_e3_g3,MERTK_nsig_e3_g3,S7,21,13,0.0,7726
MERTK_nsig_e3_g4,MERTK_nsig_e3_g4,S1,10,15,0.0,8571
MERTK_nsig_e3_g4,MERTK_nsig_e3_g4,S2,4,12,0.0,8755
MERTK_nsig_e3_g4,MERTK_nsig_e3_g4,S3,10,14,0.0,7889
MERTK_nsig_e3_g4,MERTK_nsig_e3_g4,S4,12,13,0.0,6588
MERTK_nsig_e3_g4,MERTK_nsig_e3_g4,S5,8,15,0.0,8095
MERTK_nsig_e3_g4,MERTK_nsig_e3_g4,S6,9,13,0.0,7968
MERTK_nsig_e3_g4,MERTK_nsig_e3_g4,S7,7,13,0.0,8430
MERTK_nsig_e3_g5,MERTK_nsig_e3_g5,S1,10,15,0.0,8540
MERTK_nsig_e3_g5,MERTK_nsig_e3_g5,S2,11,12,0.0,7620
MERTK_nsig_e3_g5,MERTK_nsig_e3_g5,S3,8,14,0.0,8095
MERTK_nsig_e3_g5,MERTK_nsig_e3_g5,S4,4,13,0.0,8073
MERTK_nsig_e3_g5,MERTK_nsig_e3_g5,S5,10,15,0.0,7955
MERTK_nsig_e3_g5,MERTK_nsig_e3_g5,S6,11,13,0.0,7874
MERTK_nsig_e3_g5,MERTK_nsig_e3_g5,S7,12,13,0.0,7873
MERTK_nsig_e4_g1,MERTK_nsig_e4_g1,S1,8,15,0.0,8398
MERTK_nsig_e4_g1,MERTK_nsig_e4_g1,S2,5,12,0.0,8613
MERTK_nsig_e4_g1,MERTK_nsig_e4_g1,S3,13,14,0.0,7783
MERTK_nsig_e4_g1,MERTK_nsig_e4_g1,S4,8,13,0.0,7469
MERTK_nsig_e4_g1,MERTK_nsig_e4_g1,S5,4,15,0.0,8834
MERTK_nsig_e4_g1,MERTK_nsig_e4_g1,S6,8,13,0.0,8036
MERTK_nsig_e4_g1,MERTK_nsig_e4_g1,S7,5,13,0.0,8754
MERTK_nsig_e4_g2,MERTK_nsig_e4_g2,S1,13,15,0.0,8223
MERTK_nsig_e4_g2,MERTK_nsig_e4_g2,S2,7,12,0.0,8151
MERTK_nsig_e4_g2,MERTK_nsig_e4_g2,S3,3,14,0.0,9292
MERTK_nsig_e4_g2,MERTK_nsig_e4_g2,S4,10,13,0.0,6771
MERTK_nsig_e4_g2,MERTK_nsig_e4_g2,S5,5,15,0.0,8552
MERTK_nsig_e4_g2,MERTK_nsig_e4_g2,S6,4,13,0.0,8728
MERTK_nsig_e4_g2,MERTK_nsig_e4_g2,S7,13,13,0.0,7799
MAF_nsig_e1_g1,MAF_nsig_e1_g1,S1,14,15,0.0,8446
MAF_nsig_e1_g1,MAF_nsig_e1_g1,S2,20,12,0.0,7370
MAF_nsig_e1_g1,MAF_nsig_e1_g1,S3,11,14,0.0,7752
MAF_nsig_e1_g1,MAF_nsig_e1_g1,S4,14,13,0.0,6427
MAF_nsig_e1_g1,MAF_nsig_e1_g1,S5,11,15,0.0,7995
MAF_nsig_e1_g1,MAF_nsig_e1_g1,S6,16,13,0.0,7818
MAF_nsig_e1_g1,MAF_nsig_e1_g1,S7,17,13,0.0,7686
MAF_nsig_e1_g2,MAF_nsig_e1_g2,S1,3,15,0.0,9246
MAF_nsig_e1_g2,MAF_nsig_e1_g2,S2,9,12,0.0,7867
MAF_nsig_e1_g2,MAF_nsig_e1_g2,S3,7,14,0.0,8144
MAF_nsig_e1_g2,MAF_nsig_e1_g2,S4,13,13,0.0,6453
MAF_nsig_e1_g2,MAF_nsig_e1_g2,S5,9,15,0.0,8149
MAF_nsig_e1_g2,MAF_nsig_e1_g2,S6,9,13,0.0,7839
MAF_nsig_e1_g2,MAF_nsig_e1_g2,S7,13,13,0.0,7809
MAF_nsig_e1_g3,MAF_nsig_e1_g3,S1,2,15,0.0,9256
MAF_nsig_e1_g3,MAF_nsig_e1_g3,S2,3,12,0.0,9081
MAF_nsig_e1_g3,MAF_nsig_e1_g3,S3,1,14,0.0,9667
MAF_nsig_e1_g3,MAF_nsig_e1_g3,S4,8,13,0.0,7454
MAF_nsig_e1_g3,MAF_nsig_e1_g3,S5,5,15,0.0,8384
MAF_nsig_e1_g3,MAF_nsig_e1_g3,S6,6,13,0.0,8079
MAF_nsig_e1_g3,MAF_nsig_e1_g3,S7,4,13,0.0,8559
MAF_nsig_e1_g4,MAF_nsig_e1_g4,S1,16,15,0.0,8681
MAF_nsig_e1_g4,MAF_nsig_e1_g4,S2,16,12,0.0,7583
MAF_nsig_e1_g4,MAF_nsig_e1_g4,S3,16,14,0.0,7836
MAF_nsig_e1_g4,MAF_nsig_e1_g4,S4,14,13,0.0,6275
MAF_nsig_e1_g4,MAF_nsig_e1_g4,S5,13,15,0.0,7944
MAF_nsig_e1_g4,MAF_nsig_e1_g4,S6,17,13,0.0,7547
MAF_nsig_e1_g4,MAF_nsig_e1_g4,S7,7,13,0.0,8305
MAF_nsig_e1_g5,MAF_nsig_e1_g5,S1,14,15,0.0,8193
MAF_nsig_e1_g5,MAF_nsig_e1_g5,S2,13,12,0.0,7462
MAF_nsig_e1_g5,MAF_nsig_e1_g5,S3,11,14,0.0,7870
MAF_nsig_e1_g5,MAF_nsig_e1_g5,S4,14,13,0.0,6540
MAF_nsig_e1_g5,MAF_nsig_e1_g5,S5,13,15,0.0,7658
MAF_nsig_e1_g5,MAF_nsig_e1_g5,S6,16,13,0.0,7743
MAF_nsig_e1_g5,MAF_nsig_e1_g5,S7,11,13,0.0,7984
MAF_nsig_e2_g1,MAF_nsig_e2_g1,S1,7,15,0.0,8558
MAF_nsig_e2_g1,MAF_nsig_e2_g1,S2,10,12,0.0,8016
MAF_nsig_e2_g1,MAF_nsig_e2_g1,S3,14,14,0.0,7754
MAF_nsig_e2_g1,MAF_nsig_e2_g1,S4,11,13,0.0,6792
MAF_nsig_e2_g1,MAF_nsig_e2_g1,S5,5,15,0.0,8448
MAF_nsig_e2_g1,MAF_nsig_e2_g1,S6,17,13,0.0,7566
MAF_nsig_e2_g1,MAF_nsig_e2_g1,S7,21,13,0.0,7704
MAF_nsig_e2_g2,MAF_nsig_e2_g2,S1,17,15,0.0,8150
MAF_nsig_e2_g2,MAF_nsig_e2_g2,S2,6,12,0.0,8469
MAF_nsig_e2_g2,MAF_nsig_e2_g2,S3,4,14,0.0,8744
MAF_nsig_e2_g2,MAF_nsig_e2_g2,S4,11,13,0.0,6490
MAF_nsig_e2_g2,MAF_nsig_e2_g2,S5,9,15,0.0,8049
MAF_nsig_e2_g2,MAF_nsig_e2_g2,S6,12,13,0.0,8111
MAF_nsig_e2_g2,MAF_nsig_e2_g2,S7,5,13,0.0,8596
MAF_nsig_e2_g3,MAF_nsig_e2_g3,S1,11,15,0.0,8407
MAF_nsig_e2_g3,MAF_nsig_e2_g3,S2,12,12,0.0,7889
MAF_nsig_e2_g3,MAF_nsig_e2_g3,S3,5,14,0.0,8525
MAF_nsig_e2_g3,MAF_nsig_e2_g3,S4,11,13,0.0,6630
MAF_nsig_e2_g3,MAF_nsig_e2_g3,S5,9,15,0.0,8183
MAF_nsig_e2_g3,MAF_nsig_e2_g3,S6,8,13,0.0,8022
MAF_nsig_e2_g3,MAF_nsig_e2_g3,S7,7,13,0.0,8306
MAF_genebodyctrl_g1,MAF_genebodyctrl_g1,S1,9,15,0.0,8584
MAF_genebodyctrl_g1,MAF_genebodyctrl_g1,S2,6,12,0.0,8449
MAF_genebodyctrl_g1,MAF_genebodyctrl_g1,S3,12,14,0.0,7900
MAF_genebodyctrl_g1,MAF_genebodyctrl_g1,S4,3,13,0.0,8894
MAF_genebodyctrl_g1,MAF_genebodyctrl_g1,S5,12,15,0.0,7968
MAF_genebodyctrl_g1,MAF_genebodyctrl_g1,S6,10,13,0.0,7938
MAF_genebodyctrl_g1,MAF_genebodyctrl_g1,S7,9,13,0.0,8111
MAF_genebodyctrl_g2,MAF_genebodyctrl_g2,S1,14,15,0.0,8260
MAF_genebodyctrl_g2,MAF_genebodyctrl_g2,S2,11,12,0.0,7655
MAF_genebodyctrl_g2,MAF_genebodyctrl_g2,S3,12,14,0.0,7855
MAF_genebodyctrl_g2,MAF_genebodyctrl_g2,S4,16,13,0.0,6319
MAF_genebodyctrl_g2,MAF_genebodyctrl_g2,S5,20,15,0.0,8195
MAF_genebodyctrl_g2,MAF_genebodyctrl_g2,S6,11,13,0.0,7854
MAF_genebodyctrl_g2,MAF_genebodyctrl_g2,S7,13,13,0.0,7920
MAF_genebodyctrl_g3,MAF_genebodyctrl_g3,S1,18,15,0.0,8798
MAF_genebodyctrl_g3,MAF_genebodyctrl_g3,S2,10,12,0.0,7891
MAF_genebodyctrl_g3,MAF_genebodyctrl_g3,S3,25,14,0.0,7736
MAF_genebodyctrl_g3,MAF_genebodyctrl_g3,S4,17,13,0.0,6101
MAF_genebodyctrl_g3,MAF_genebodyctrl_g3,S5,18,15,0.0,7923
MAF_genebodyctrl_g3,MAF_genebodyctrl_g3,S6,19,13,0.0,7799
MAF_genebodyctrl_g3,MAF_genebodyctrl_g3,S7,18,13,0.0,7699
MARCHF1_nsig_e1_g1,MARCHF1_nsig_e1_g1,S1,15,15,0.0,8352
MARCHF1_nsig_e1_g1,MARCHF1_nsig_e1_g1,S2,13,12,0.0,7681
MARCHF1_nsig_e1_g1,MARCHF1_nsig_e1_g1,S3,15,14,0.0,7734
MARCHF1_nsig_e1_g1,MARCHF1_nsig_e1_g1,S4,13,13,0.0,6310
MARCHF1_nsig_e1_g1,MARCHF1_nsig_e1_g1,S5,7,15,0.0,8218
MARCHF1_nsig_e1_g1,MARCHF1_nsig_e1_g1,S6,13,13,0.0,7580
MARCHF1_nsig_e1_g1,MARCHF1_nsig_e1_g1,S7,13,13,0.0,7760
MARCHF1_nsig_e1_g2,MARCHF1_nsig_e1_g2,S1,4,15,0.0,8885
MARCHF1_nsig_e1_g2,MARCHF1_nsig_e1_g2,S2,4,12,0.0,8863
MARCHF1_nsig_e1_g2,MARCHF1_nsig_e1_g2,S3,1,14,0.0,9676
MARCHF1_nsig_e1_g2,MARCHF1_nsig_e1_g2,S4,6,13,0.0,7302
MARCHF1_nsig_e1_g2,MARCHF1_nsig_e1_g2,S5,5,15,0.0,8258
MARCHF1_nsig_e1_g2,MARCHF1_nsig_e1_g2,S6,8,13,0.0,7962
MARCHF1_nsig_e1_g2,MARCHF1_nsig_e1_g2,S7,4,13,0.0,9156
MARCHF1_nsig_e1_g4,MARCHF1_nsig_e1_g4,S1,6,15,0.0,8652
MARCHF1_nsig_e1_g4,MARCHF1_nsig_e1_g4,S2,3,12,0.0,9213
MARCHF1_nsig_e1_g4,MARCHF1_nsig_e1_g4,S3,5,14,0.0,8396
MARCHF1_nsig_e1_g4,MARCHF1_nsig_e1_g4,S4,4,13,0.0,8026
MARCHF1_nsig_e1_g4,MARCHF1_nsig_e1_g4,S5,5,15,0.0,8444
MARCHF1_nsig_e1_g4,MARCHF1_nsig_e1_g4,S6,4,13,0.0,8719
MARCHF1_nsig_e1_g4,MARCHF1_nsig_e1_g4,S7,3,13,0.0,9572
MARCHF1_nsig_e1_g5,MARCHF1_nsig_e1_g5,S1,3,15,0.0,9081
MARCHF1_nsig_e1_g5,MARCHF1_nsig_e1_g5,S2,4,12,0.0,9102
MARCHF1_nsig_e1_g5,MARCHF1_nsig_e1_g5,S3,5,14,0.0,8517
MARCHF1_nsig_e1_g5,MARCHF1_nsig_e1_g5,S4,5,13,0.0,7446
MARCHF1_nsig_e1_g5,MARCHF1_nsig_e1_g5,S5,3,15,0.0,8876
MARCHF1_nsig_e1_g5,MARCHF1_nsig_e1_g5,S6,3,13,0.0,8990
MARCHF1_nsig_e1_g5,MARCHF1_nsig_e1_g5,S7,5,13,0.0,8737
MARCHF1_nsig_e2_g1,MARCHF1_nsig_e2_g1,S2,2,12,0.0,9507
MARCHF1_nsig_e2_g1,MARCHF1_nsig_e2_g1,S3,1,14,0.0,9329
MARCHF1_nsig_e2_g1,MARCHF1_nsig_e2_g1,S5,2,15,0.0,9300
MARCHF1_nsig_e2_g2,MARCHF1_nsig_e2_g2,S1,30,15,0.0,8354
MARCHF1_nsig_e2_g2,MARCHF1_nsig_e2_g2,S2,16,12,0.0,7638
MARCHF1_nsig_e2_g2,MARCHF1_nsig_e2_g2,S3,18,14,0.0,7611
MARCHF1_nsig_e2_g2,MARCHF1_nsig_e2_g2,S4,11,13,0.0,6709
MARCHF1_nsig_e2_g2,MARCHF1_nsig_e2_g2,S5,23,15,0.0,8194
MARCHF1_nsig_e2_g2,MARCHF1_nsig_e2_g2,S6,21,13,0.0,7678
MARCHF1_nsig_e2_g2,MARCHF1_nsig_e2_g2,S7,33,13,0.0,7648
MARCHF1_nsig_e2_g3,MARCHF1_nsig_e2_g3,S3,1,14,0.0,9579
MARCHF1_nsig_e2_g3,MARCHF1_nsig_e2_g3,S5,1,15,0.0,9673
MARCHF1_nsig_e2_g3,MARCHF1_nsig_e2_g3,S6,1,13,0.0,9305
MARCHF1_nsig_e2_g3,MARCHF1_nsig_e2_g3,S7,1,13,0.0,9999
MARCHF1_nsig_e2_g4,MARCHF1_nsig_e2_g4,S1,8,15,0.0,8448
MARCHF1_nsig_e2_g4,MARCHF1_nsig_e2_g4,S2,11,12,0.0,7678
MARCHF1_nsig_e2_g4,MARCHF1_nsig_e2_g4,S3,12,14,0.0,7777
MARCHF1_nsig_e2_g4,MARCHF1_nsig_e2_g4,S4,8,13,0.0,7298
MARCHF1_nsig_e2_g4,MARCHF1_nsig_e2_g4,S5,3,15,0.0,8824
MARCHF1_nsig_e2_g4,MARCHF1_nsig_e2_g4,S6,15,13,0.0,7717
MARCHF1_nsig_e2_g4,MARCHF1_nsig_e2_g4,S7,15,13,0.0,7769
MARCHF1_nsig_e2_g5,MARCHF1_nsig_e2_g5,S1,7,15,0.0,8507
MARCHF1_nsig_e2_g5,MARCHF1_nsig_e2_g5,S2,7,12,0.0,7993
MARCHF1_nsig_e2_g5,MARCHF1_nsig_e2_g5,S3,13,14,0.0,7847
MARCHF1_nsig_e2_g5,MARCHF1_nsig_e2_g5,S4,11,13,0.0,6779
MARCHF1_nsig_e2_g5,MARCHF1_nsig_e2_g5,S5,5,15,0.0,8538
MARCHF1_nsig_e2_g5,MARCHF1_nsig_e2_g5,S6,12,13,0.0,7657
MARCHF1_nsig_e2_g5,MARCHF1_nsig_e2_g5,S7,10,13,0.0,8044
IRF5_nsig_e1_g1,IRF5_nsig_e1_g1,S1,6,15,0.0,8677
IRF5_nsig_e1_g1,IRF5_nsig_e1_g1,S2,4,12,0.0,8996
IRF5_nsig_e1_g1,IRF5_nsig_e1_g1,S3,5,14,0.0,8441
IRF5_nsig_e1_g1,IRF5_nsig_e1_g1,S4,6,13,0.0,7509
IRF5_nsig_e1_g1,IRF5_nsig_e1_g1,S5,7,15,0.0,8143
IRF5_nsig_e1_g1,IRF5_nsig_e1_g1,S6,11,13,0.0,7769
IRF5_nsig_e1_g1,IRF5_nsig_e1_g1,S7,6,13,0.0,8811
IRF5_nsig_e1_g2,IRF5_nsig_e1_g2,S1,33,15,0.0,8889
IRF5_nsig_e1_g2,IRF5_nsig_e1_g2,S2,12,12,0.0,7482
IRF5_nsig_e1_g2,IRF5_nsig_e1_g2,S3,31,14,0.0,8213
IRF5_nsig_e1_g2,IRF5_nsig_e1_g2,S4,18,13,0.0,6385
IRF5_nsig_e1_g2,IRF5_nsig_e1_g2,S5,15,15,0.0,7963
IRF5_nsig_e1_g2,IRF5_nsig_e1_g2,S6,16,13,0.0,7938
IRF5_nsig_e1_g2,IRF5_nsig_e1_g2,S7,19,13,0.0,7659
IRF5_nsig_e1_g3,IRF5_nsig_e1_g3,S1,11,15,0.0,8351
IRF5_nsig_e1_g3,IRF5_nsig_e1_g3,S2,22,12,0.0,7417
IRF5_nsig_e1_g3,IRF5_nsig_e1_g3,S3,12,14,0.0,7937
IRF5_nsig_e1_g3,IRF5_nsig_e1_g3,S4,8,13,0.0,7347
IRF5_nsig_e1_g3,IRF5_nsig_e1_g3,S5,14,15,0.0,7958
IRF5_nsig_e1_g3,IRF5_nsig_e1_g3,S6,12,13,0.0,7728
IRF5_nsig_e1_g3,IRF5_nsig_e1_g3,S7,9,13,0.0,8064
IRF5_nsig_e1_g4,IRF5_nsig_e1_g4,S1,3,15,0.0,9178
IRF5_nsig_e1_g4,IRF5_nsig_e1_g4,S2,3,12,0.0,9453
IRF5_nsig_e1_g4,IRF5_nsig_e1_g4,S3,1,14,0.0,9875
IRF5_nsig_e1_g4,IRF5_nsig_e1_g4,S4,8,13,0.0,6911
IRF5_nsig_e1_g4,IRF5_nsig_e1_g4,S5,4,15,0.0,8730
IRF5_nsig_e1_g4,IRF5_nsig_e1_g4,S6,5,13,0.0,8442
IRF5_nsig_e1_g4,IRF5_nsig_e1_g4,S7,4,13,0.0,9177
IRF5_nsig_e1_g5,IRF5_nsig_e1_g5,S1,11,15,0.0,8384
IRF5_nsig_e1_g5,IRF5_nsig_e1_g5,S2,7,12,0.0,8267
IRF5_nsig_e1_g5,IRF5_nsig_e1_g5,S3,8,14,0.0,7946
IRF5_nsig_e1_g5,IRF5_nsig_e1_g5,S4,9,13,0.0,7012
IRF5_nsig_e1_g5,IRF5_nsig_e1_g5,S5,8,15,0.0,8156
IRF5_nsig_e1_g5,IRF5_nsig_e1_g5,S6,17,13,0.0,7707
IRF5_nsig_e1_g5,IRF5_nsig_e1_g5,S7,9,13,0.0,8133
SLC25A19_nsig_e1_g1,SLC25A19_nsig_e1_g1,S1,7,15,0.0,8683
SLC25A19_nsig_e1_g1,SLC25A19_nsig_e1_g1,S2,4,12,0.0,8792
SLC25A19_nsig_e1_g1,SLC25A19_nsig_e1_g1,S3,4,14,0.0,8584
SLC25A19_nsig_e1_g1,SLC25A19_nsig_e1_g1,S4,3,13,0.0,8372
SLC25A19_nsig_e1_g1,SLC25A19_nsig_e1_g1,S5,6,15,0.0,8345
SLC25A19_nsig_e1_g1,SLC25A19_nsig_e1_g1,S6,5,13,0.0,8508
SLC25A19_nsig_e1_g1,SLC25A19_nsig_e1_g1,S7,4,13,0.0,8865
SLC25A19_nsig_e1_g2,SLC25A19_nsig_e1_g2,S1,21,15,0.0,8279
SLC25A19_nsig_e1_g2,SLC25A19_nsig_e1_g2,S2,17,12,0.0,7368
SLC25A19_nsig_e1_g2,SLC25A19_nsig_e1_g2,S3,16,14,0.0,7757
SLC25A19_nsig_e1_g2,SLC25A19_nsig_e1_g2,S4,16,13,0.0,6276
SLC25A19_nsig_e1_g2,SLC25A19_nsig_e1_g2,S5,15,15,0.0,7999
SLC25A19_nsig_e1_g2,SLC25A19_nsig_e1_g2,S6,19,13,0.0,7698
SLC25A19_nsig_e1_g2,SLC25A19_nsig_e1_g2,S7,15,13,0.0,7688
SLC25A19_nsig_e1_g3,SLC25A19_nsig_e1_g3,S1,5,15,0.0,8648
SLC25A19_nsig_e1_g3,SLC25A19_nsig_e1_g3,S2,5,12,0.0,8472
SLC25A19_nsig_e1_g3,SLC25A19_nsig_e1_g3,S3,5,14,0.0,8419
SLC25A19_nsig_e1_g3,SLC25A19_nsig_e1_g3,S4,5,13,0.0,7770
SLC25A19_nsig_e1_g3,SLC25A19_nsig_e1_g3,S5,4,15,0.0,8735
SLC25A19_nsig_e1_g3,SLC25A19_nsig_e1_g3,S6,3,13,0.0,8914
SLC25A19_nsig_e1_g3,SLC25A19_nsig_e1_g3,S7,8,13,0.0,8303
SLC25A19_nsig_e1_g4,SLC25A19_nsig_e1_g4,S1,9,15,0.0,8423
SLC25A19_nsig_e1_g4,SLC25A19_nsig_e1_g4,S2,7,12,0.0,8161
SLC25A19_nsig_e1_g4,SLC25A19_nsig_e1_g4,S3,3,14,0.0,9158
SLC25A19_nsig_e1_g4,SLC25A19_nsig_e1_g4,S4,16,13,0.0,6277
SLC25A19_nsig_e1_g4,SLC25A19_nsig_e1_g4,S5,15,15,0.0,8062
SLC25A19_nsig_e1_g4,SLC25A19_nsig_e1_g4,S6,16,13,0.0,7431
SLC25A19_nsig_e1_g4,SLC25A19_nsig_e1_g4,S7,4,13,0.0,8854
SLC25A19_nsig_e1_g5,SLC25A19_nsig_e1_g5,S1,7,15,0.0,8503
SLC25A19_nsig_e1_g5,SLC25A19_nsig_e1_g5,S2,15,12,0.0,7372
SLC25A19_nsig_e1_g5,SLC25A19_nsig_e1_g5,S3,15,14,0.0,7835
SLC25A19_nsig_e1_g5,SLC25A19_nsig_e1_g5,S4,18,13,0.0,6227
SLC25A19_nsig_e1_g5,SLC25A19_nsig_e1_g5,S5,12,15,0.0,8036
SLC25A19_nsig_e1_g5,SLC25A19_nsig_e1_g5,S6,19,13,0.0,7677
SLC25A19_nsig_e1_g5,SLC25A19_nsig_e1_g5,S7,7,13,0.0,8346
SLC25A19_nsig_e2_g1,SLC25A19_nsig_e2_g1,S1,6,15,0.0,8684
SLC25A19_nsig_e2_g1,SLC25A19_nsig_e2_g1,S2,5,12,0.0,8586
SLC25A19_nsig_e2_g1,SLC25A19_nsig_e2_g1,S3,3,14,0.0,8760
SLC25A19_nsig_e2_g1,SLC25A19_nsig_e2_g1,S4,6,13,0.0,7450
SLC25A19_nsig_e2_g1,SLC25A19_nsig_e2_g1,S5,6,15,0.0,8394
SLC25A19_nsig_e2_g1,SLC25A19_nsig_e2_g1,S6,7,13,0.0,7972
SLC25A19_nsig_e2_g1,SLC25A19_nsig_e2_g1,S7,6,13,0.0,8684
SLC25A19_nsig_e2_g3,SLC25A19_nsig_e2_g3,S1,13,15,0.0,8437
SLC25A19_nsig_e2_g3,SLC25A19_nsig_e2_g3,S2,17,12,0.0,7509
SLC25A19_nsig_e2_g3,SLC25A19_nsig_e2_g3,S3,7,14,0.0,8185
SLC25A19_nsig_e2_g3,SLC25A19_nsig_e2_g3,S4,10,13,0.0,6989
SLC25A19_nsig_e2_g3,SLC25A19_nsig_e2_g3,S5,9,15,0.0,8174
SLC25A19_nsig_e2_g3,SLC25A19_nsig_e2_g3,S6,18,13,0.0,7587
SLC25A19_nsig_e2_g3,SLC25A19_nsig_e2_g3,S7,6,13,0.0,8417
SLC25A19_nsig_e2_g4,SLC25A19_nsig_e2_g4,S2,1,12,0.0,10361
SLC25A19_nsig_e2_g4,SLC25A19_nsig_e2_g4,S3,1,14,0.0,9719
SLC25A19_nsig_e2_g4,SLC25A19_nsig_e2_g4,S4,1,13,0.0,10175
SLC25A19_nsig_e2_g4,SLC25A19_nsig_e2_g4,S6,1,13,0.0,9588
SLC25A19_nsig_e2_g4,SLC25A19_nsig_e2_g4,S7,1,13,0.0,10062
SLC25A19_nsig_e2_g5,SLC25A19_nsig_e2_g5,S1,10,15,0.0,8338
SLC25A19_nsig_e2_g5,SLC25A19_nsig_e2_g5,S2,8,12,0.0,8105
SLC25A19_nsig_e2_g5,SLC25A19_nsig_e2_g5,S3,10,14,0.0,7912
SLC25A19_nsig_e2_g5,SLC25A19_nsig_e2_g5,S4,17,13,0.0,6243
SLC25A19_nsig_e2_g5,SLC25A19_nsig_e2_g5,S5,11,15,0.0,8064
SLC25A19_nsig_e2_g5,SLC25A19_nsig_e2_g5,S6,11,13,0.0,7703
SLC25A19_nsig_e2_g5,SLC25A19_nsig_e2_g5,S7,21,13,0.0,7545
IFNGR1_nsig_e1_g1,IFNGR1_nsig_e1_g1,S1,8,15,0.0,8518
IFNGR1_nsig_e1_g1,IFNGR1_nsig_e1_g1,S2,16,12,0.0,7524
IFNGR1_nsig_e1_g1,IFNGR1_nsig_e1_g1,S3,21,14,0.0,7872
IFNGR1_nsig_e1_g1,IFNGR1_nsig_e1_g1,S4,12,13,0.0,6674
IFNGR1_nsig_e1_g1,IFNGR1_nsig_e1_g1,S5,13,15,0.0,7923
IFNGR1_nsig_e1_g1,IFNGR1_nsig_e1_g1,S6,17,13,0.0,8055
IFNGR1_nsig_e1_g1,IFNGR1_nsig_e1_g1,S7,15,13,0.0,7811
IFNGR1_nsig_e1_g2,IFNGR1_nsig_e1_g2,S1,5,15,0.0,8760
IFNGR1_nsig_e1_g2,IFNGR1_nsig_e1_g2,S2,7,12,0.0,8220
IFNGR1_nsig_e1_g2,IFNGR1_nsig_e1_g2,S3,8,14,0.0,8052
IFNGR1_nsig_e1_g2,IFNGR1_nsig_e1_g2,S4,7,13,0.0,7588
IFNGR1_nsig_e1_g2,IFNGR1_nsig_e1_g2,S5,1,15,0.0,9628
IFNGR1_nsig_e1_g2,IFNGR1_nsig_e1_g2,S6,2,13,0.0,8931
