feature_id,display_name,sample,n_cells,n_nt_units,median_log2fc,n_abs_gt_1
IFNGR1_nsig_e1_g2,IFNGR1_nsig_e1_g2,S7,7,13,0.0,8253
IFNGR1_nsig_e1_g3,IFNGR1_nsig_e1_g3,S1,3,15,0.0,9277
IFNGR1_nsig_e1_g3,IFNGR1_nsig_e1_g3,S2,9,12,0.0,7840
IFNGR1_nsig_e1_g3,IFNGR1_nsig_e1_g3,S3,2,14,0.0,9257
IFNGR1_nsig_e1_g3,IFNGR1_nsig_e1_g3,S4,5,13,0.0,7612
IFNGR1_nsig_e1_g3,IFNGR1_nsig_e1_g3,S5,6,15,0.0,8282
IFNGR1_nsig_e1_g3,IFNGR1_nsig_e1_g3,S6,11,13,0.0,7759
IFNGR1_nsig_e1_g3,IFNGR1_nsig_e1_g3,S7,2,13,0.0,9561
IFNGR1_nsig_e1_g4,IFNGR1_nsig_e1_g4,S1,5,15,0.0,8695
IFNGR1_nsig_e1_g4,IFNGR1_nsig_e1_g4,S2,5,12,0.0,8956
IFNGR1_nsig_e1_g4,IFNGR1_nsig_e1_g4,S3,12,14,0.0,8076
IFNGR1_nsig_e1_g4,IFNGR1_nsig_e1_g4,S4,8,13,0.0,7358
IFNGR1_nsig_e1_g4,IFNGR1_nsig_e1_g4,S5,16,15,0.0,8114
IFNGR1_nsig_e1_g4,IFNGR1_nsig_e1_g4,S6,7,13,0.0,8090
IFNGR1_nsig_e1_g4,IFNGR1_nsig_e1_g4,S7,9,13,0.0,8093
IFNGR1_nsig_e1_g5,IFNGR1_nsig_e1_g5,S1,6,15,0.0,8492
IFNGR1_nsig_e1_g5,IFNGR1_nsig_e1_g5,S2,7,12,0.0,8293
IFNGR1_nsig_e1_g5,IFNGR1_nsig_e1_g5,S3,11,14,0.0,7910
IFNGR1_nsig_e1_g5,IFNGR1_nsig_e1_g5,S4,5,13,0.0,7556
IFNGR1_nsig_e1_g5,IFNGR1_nsig_e1_g5,S5,2,15,0.0,9201
IFNGR1_nsig_e1_g5,IFNGR1_nsig_e1_g5,S6,7,13,0.0,7938
IFNGR1_nsig_e1_g5,IFNGR1_nsig_e1_g5,S7,3,13,0.0,9244
IFNGR1_nsig_e1_g6,IFNGR1_nsig_e1_g6,S1,5,15,0.0,8745
IFNGR1_nsig_e1_g6,IFNGR1_nsig_e1_g6,S2,4,12,0.0,9024
IFNGR1_nsig_e1_g6,IFNGR1_nsig_e1_g6,S3,5,14,0.0,8769
IFNGR1_nsig_e1_g6,IFNGR1_nsig_e1_g6,S4,6,13,0.0,7087
IFNGR1_nsig_e1_g6,IFNGR1_nsig_e1_g6,S5,4,15,0.0,8555
IFNGR1_nsig_e1_g6,IFNGR1_nsig_e1_g6,S6,3,13,0.0,8716
IFNGR1_nsig_e1_g6,IFNGR1_nsig_e1_g6,S7,2,13,0.0,9402
IFNGR1_nsig_e1_g7,IFNGR1_nsig_e1_g7,S1,7,15,0.0,8636
IFNGR1_nsig_e1_g7,IFNGR1_nsig_e1_g7,S2,5,12,0.0,8504
IFNGR1_nsig_e1_g7,IFNGR1_nsig_e1_g7,S3,8,14,0.0,8128
IFNGR1_nsig_e1_g7,IFNGR1_nsig_e1_g7,S4,9,13,0.0,7075
IFNGR1_nsig_e1_g7,IFNGR1_nsig_e1_g7,S5,6,15,0.0,8376
IFNGR1_nsig_e1_g7,IFNGR1_nsig_e1_g7,S6,6,13,0.0,8155
IFNGR1_nsig_e1_g7,IFNGR1_nsig_e1_g7,S7,4,13,0.0,9147
IFNGR1_nsig_e1_g8,IFNGR1_nsig_e1_g8,S5,1,15,0.0,9412
IFNGR1_nsig_e2_g1,IFNGR1_nsig_e2_g1,S1,4,15,0.0,8701
IFNGR1_nsig_e2_g1,IFNGR1_nsig_e2_g1,S2,2,12,0.0,9577
IFNGR1_nsig_e2_g1,IFNGR1_nsig_e2_g1,S4,1,13,0.0,9654
IFNGR1_nsig_e2_g1,IFNGR1_nsig_e2_g1,S5,1,15,0.0,9710
IFNGR1_nsig_e2_g1,IFNGR1_nsig_e2_g1,S6,4,13,0.0,8645
IFNGR1_nsig_e2_g1,IFNGR1_nsig_e2_g1,S7,1,13,0.0,10088
IFNGR1_nsig_e2_g2,IFNGR1_nsig_e2_g2,S1,14,15,0.0,8621
IFNGR1_nsig_e2_g2,IFNGR1_nsig_e2_g2,S2,6,12,0.0,8548
IFNGR1_nsig_e2_g2,IFNGR1_nsig_e2_g2,S3,7,14,0.0,8186
IFNGR1_nsig_e2_g2,IFNGR1_nsig_e2_g2,S4,6,13,0.0,7353
IFNGR1_nsig_e2_g2,IFNGR1_nsig_e2_g2,S5,15,15,0.0,7706
IFNGR1_nsig_e2_g2,IFNGR1_nsig_e2_g2,S6,10,13,0.0,7930
IFNGR1_nsig_e2_g2,IFNGR1_nsig_e2_g2,S7,9,13,0.0,8137
IFNGR1_nsig_e2_g3,IFNGR1_nsig_e2_g3,S1,12,15,0.0,8426
IFNGR1_nsig_e2_g3,IFNGR1_nsig_e2_g3,S2,7,12,0.0,8029
IFNGR1_nsig_e2_g3,IFNGR1_nsig_e2_g3,S3,13,14,0.0,7842
IFNGR1_nsig_e2_g3,IFNGR1_nsig_e2_g3,S4,14,13,0.0,6339
IFNGR1_nsig_e2_g3,IFNGR1_nsig_e2_g3,S5,14,15,0.0,7989
IFNGR1_nsig_e2_g3,IFNGR1_nsig_e2_g3,S6,13,13,0.0,7696
IFNGR1_nsig_e2_g3,IFNGR1_nsig_e2_g3,S7,15,13,0.0,7564
IFNGR1_nsig_e2_g4,IFNGR1_nsig_e2_g4,S1,21,15,0.0,8645
IFNGR1_nsig_e2_g4,IFNGR1_nsig_e2_g4,S2,20,12,0.0,7413
IFNGR1_nsig_e2_g4,IFNGR1_nsig_e2_g4,S3,24,14,0.0,7691
IFNGR1_nsig_e2_g4,IFNGR1_nsig_e2_g4,S4,24,13,0.0,5896
IFNGR1_nsig_e2_g4,IFNGR1_nsig_e2_g4,S5,16,15,0.0,7820
IFNGR1_nsig_e2_g4,IFNGR1_nsig_e2_g4,S6,19,13,0.0,7718
IFNGR1_nsig_e2_g4,IFNGR1_nsig_e2_g4,S7,22,13,0.0,7516
IFNGR1_nsig_e2_g5,IFNGR1_nsig_e2_g5,S1,16,15,0.0,8344
IFNGR1_nsig_e2_g5,IFNGR1_nsig_e2_g5,S2,15,12,0.0,7594
IFNGR1_nsig_e2_g5,IFNGR1_nsig_e2_g5,S3,8,14,0.0,8146
IFNGR1_nsig_e2_g5,IFNGR1_nsig_e2_g5,S4,15,13,0.0,6388
IFNGR1_nsig_e2_g5,IFNGR1_nsig_e2_g5,S5,8,15,0.0,8180
IFNGR1_nsig_e2_g5,IFNGR1_nsig_e2_g5,S6,20,13,0.0,7539
IFNGR1_nsig_e2_g5,IFNGR1_nsig_e2_g5,S7,15,13,0.0,7770
C3_nsig_e1_g1,C3_nsig_e1_g1,S1,11,15,0.0,8336
C3_nsig_e1_g1,C3_nsig_e1_g1,S2,11,12,0.0,7766
C3_nsig_e1_g1,C3_nsig_e1_g1,S3,11,14,0.0,8096
C3_nsig_e1_g1,C3_nsig_e1_g1,S4,10,13,0.0,6676
C3_nsig_e1_g1,C3_nsig_e1_g1,S5,10,15,0.0,7972
C3_nsig_e1_g1,C3_nsig_e1_g1,S6,5,13,0.0,8412
C3_nsig_e1_g1,C3_nsig_e1_g1,S7,8,13,0.0,8303
C3_nsig_e1_g2,C3_nsig_e1_g2,S1,5,15,0.0,8827
C3_nsig_e1_g2,C3_nsig_e1_g2,S2,4,12,0.0,8632
C3_nsig_e1_g2,C3_nsig_e1_g2,S3,7,14,0.0,8088
C3_nsig_e1_g2,C3_nsig_e1_g2,S4,6,13,0.0,7472
C3_nsig_e1_g2,C3_nsig_e1_g2,S5,6,15,0.0,8436
C3_nsig_e1_g2,C3_nsig_e1_g2,S6,11,13,0.0,8002
C3_nsig_e1_g2,C3_nsig_e1_g2,S7,7,13,0.0,8188
C3_nsig_e1_g3,C3_nsig_e1_g3,S1,19,15,0.0,8740
C3_nsig_e1_g3,C3_nsig_e1_g3,S2,16,12,0.0,7361
C3_nsig_e1_g3,C3_nsig_e1_g3,S3,12,14,0.0,7733
C3_nsig_e1_g3,C3_nsig_e1_g3,S4,25,13,0.0,5891
C3_nsig_e1_g3,C3_nsig_e1_g3,S5,16,15,0.0,7900
C3_nsig_e1_g3,C3_nsig_e1_g3,S6,11,13,0.0,7716
C3_nsig_e1_g3,C3_nsig_e1_g3,S7,10,13,0.0,8082
CD86_nsig_e1_g1,CD86_nsig_e1_g1,S1,21,15,0.0,8280
CD86_nsig_e1_g1,CD86_nsig_e1_g1,S2,22,12,0.0,7280
CD86_nsig_e1_g1,CD86_nsig_e1_g1,S3,22,14,0.0,7549
CD86_nsig_e1_g1,CD86_nsig_e1_g1,S4,19,13,0.0,6164
CD86_nsig_e1_g1,CD86_nsig_e1_g1,S5,9,15,0.0,7945
CD86_nsig_e1_g1,CD86_nsig_e1_g1,S6,23,13,0.0,8025
CD86_nsig_e1_g1,CD86_nsig_e1_g1,S7,10,13,0.0,8015
CD86_nsig_e1_g2,CD86_nsig_e1_g2,S1,12,15,0.0,8342
CD86_nsig_e1_g2,CD86_nsig_e1_g2,S2,13,12,0.0,7793
CD86_nsig_e1_g2,CD86_nsig_e1_g2,S3,15,14,0.0,7868
CD86_nsig_e1_g2,CD86_nsig_e1_g2,S4,10,13,0.0,6728
CD86_nsig_e1_g2,CD86_nsig_e1_g2,S5,14,15,0.0,7865
CD86_nsig_e1_g2,CD86_nsig_e1_g2,S6,13,13,0.0,7685
CD86_nsig_e1_g2,CD86_nsig_e1_g2,S7,15,13,0.0,7854
CD86_nsig_e1_g3,CD86_nsig_e1_g3,S1,12,15,0.0,8433
CD86_nsig_e1_g3,CD86_nsig_e1_g3,S2,8,12,0.0,8015
CD86_nsig_e1_g3,CD86_nsig_e1_g3,S3,14,14,0.0,7672
CD86_nsig_e1_g3,CD86_nsig_e1_g3,S4,14,13,0.0,6406
CD86_nsig_e1_g3,CD86_nsig_e1_g3,S5,17,15,0.0,7971
CD86_nsig_e1_g3,CD86_nsig_e1_g3,S6,17,13,0.0,7764
CD86_nsig_e1_g3,CD86_nsig_e1_g3,S7,16,13,0.0,7771
CD86_nsig_e2_g1,CD86_nsig_e2_g1,S1,14,15,0.0,8784
CD86_nsig_e2_g1,CD86_nsig_e2_g1,S2,15,12,0.0,7556
CD86_nsig_e2_g1,CD86_nsig_e2_g1,S3,19,14,0.0,7532
CD86_nsig_e2_g1,CD86_nsig_e2_g1,S4,19,13,0.0,6173
CD86_nsig_e2_g1,CD86_nsig_e2_g1,S5,13,15,0.0,7739
CD86_nsig_e2_g1,CD86_nsig_e2_g1,S6,18,13,0.0,7609
CD86_nsig_e2_g1,CD86_nsig_e2_g1,S7,24,13,0.0,7744
CD86_nsig_e2_g2,CD86_nsig_e2_g2,S1,13,15,0.0,8483
CD86_nsig_e2_g2,CD86_nsig_e2_g2,S2,13,12,0.0,7619
CD86_nsig_e2_g2,CD86_nsig_e2_g2,S3,11,14,0.0,7836
CD86_nsig_e2_g2,CD86_nsig_e2_g2,S4,15,13,0.0,6613
CD86_nsig_e2_g2,CD86_nsig_e2_g2,S5,11,15,0.0,8170
CD86_nsig_e2_g2,CD86_nsig_e2_g2,S6,12,13,0.0,7872
CD86_nsig_e2_g2,CD86_nsig_e2_g2,S7,11,13,0.0,7920
CD86_nsig_e2_g3,CD86_nsig_e2_g3,S1,9,15,0.0,8530
CD86_nsig_e2_g3,CD86_nsig_e2_g3,S2,8,12,0.0,7933
CD86_nsig_e2_g3,CD86_nsig_e2_g3,S3,6,14,0.0,8363
CD86_nsig_e2_g3,CD86_nsig_e2_g3,S4,13,13,0.0,6429
CD86_nsig_e2_g3,CD86_nsig_e2_g3,S5,8,15,0.0,8559
CD86_nsig_e2_g3,CD86_nsig_e2_g3,S6,20,13,0.0,7481
CD86_nsig_e2_g3,CD86_nsig_e2_g3,S7,6,13,0.0,8399
ELMO1_sig_e1_g1,ELMO1_sig_e1_g1,S1,10,15,0.0,8439
ELMO1_sig_e1_g1,ELMO1_sig_e1_g1,S2,13,12,0.0,7515
ELMO1_sig_e1_g1,ELMO1_sig_e1_g1,S3,19,14,0.0,7539
ELMO1_sig_e1_g1,ELMO1_sig_e1_g1,S4,20,13,0.0,6101
ELMO1_sig_e1_g1,ELMO1_sig_e1_g1,S5,8,15,0.0,8460
ELMO1_sig_e1_g1,ELMO1_sig_e1_g1,S6,16,13,0.0,7744
ELMO1_sig_e1_g1,ELMO1_sig_e1_g1,S7,14,13,0.0,7632
ELMO1_sig_e1_g2,ELMO1_sig_e1_g2,S1,22,15,0.0,8380
ELMO1_sig_e1_g2,ELMO1_sig_e1_g2,S2,13,12,0.0,7468
ELMO1_sig_e1_g2,ELMO1_sig_e1_g2,S3,16,14,0.0,7645
ELMO1_sig_e1_g2,ELMO1_sig_e1_g2,S4,16,13,0.0,6316
ELMO1_sig_e1_g2,ELMO1_sig_e1_g2,S5,12,15,0.0,7972
ELMO1_sig_e1_g2,ELMO1_sig_e1_g2,S6,16,13,0.0,7841
ELMO1_sig_e1_g2,ELMO1_sig_e1_g2,S7,13,13,0.0,7940
ELMO1_sig_e1_g3,ELMO1_sig_e1_g3,S1,5,15,0.0,8813
ELMO1_sig_e1_g3,ELMO1_sig_e1_g3,S2,2,12,0.0,9565
ELMO1_sig_e1_g3,ELMO1_sig_e1_g3,S3,1,14,0.0,9642
ELMO1_sig_e1_g3,ELMO1_sig_e1_g3,S4,6,13,0.0,7441
ELMO1_sig_e1_g3,ELMO1_sig_e1_g3,S5,4,15,0.0,8692
ELMO1_sig_e1_g3,ELMO1_sig_e1_g3,S6,2,13,0.0,9220
ELMO1_sig_e1_g3,ELMO1_sig_e1_g3,S7,3,13,0.0,9244
ELMO1_sig_e1_g4,ELMO1_sig_e1_g4,S1,18,15,0.0,8568
ELMO1_sig_e1_g4,ELMO1_sig_e1_g4,S2,15,12,0.0,7643
ELMO1_sig_e1_g4,ELMO1_sig_e1_g4,S3,20,14,0.0,7670
ELMO1_sig_e1_g4,ELMO1_sig_e1_g4,S4,11,13,0.0,6660
ELMO1_sig_e1_g4,ELMO1_sig_e1_g4,S5,13,15,0.0,7890
ELMO1_sig_e1_g4,ELMO1_sig_e1_g4,S6,16,13,0.0,7569
ELMO1_sig_e1_g4,ELMO1_sig_e1_g4,S7,18,13,0.0,7757
ELMO1_sig_e1_g5,ELMO1_sig_e1_g5,S1,13,15,0.0,8488
ELMO1_sig_e1_g5,ELMO1_sig_e1_g5,S2,16,12,0.0,7465
ELMO1_sig_e1_g5,ELMO1_sig_e1_g5,S3,12,14,0.0,7730
ELMO1_sig_e1_g5,ELMO1_sig_e1_g5,S4,19,13,0.0,6530
ELMO1_sig_e1_g5,ELMO1_sig_e1_g5,S5,13,15,0.0,7880
ELMO1_sig_e1_g5,ELMO1_sig_e1_g5,S6,21,13,0.0,7572
ELMO1_sig_e1_g5,ELMO1_sig_e1_g5,S7,19,13,0.0,7649
ELMO1_sig_e1_g6,ELMO1_sig_e1_g6,S1,1,15,0.0,9509
ELMO1_sig_e1_g6,ELMO1_sig_e1_g6,S6,3,13,0.0,8907
ELMO1_sig_e1_g7,ELMO1_sig_e1_g7,S1,5,15,0.0,8897
ELMO1_sig_e1_g7,ELMO1_sig_e1_g7,S2,9,12,0.0,8045
ELMO1_sig_e1_g7,ELMO1_sig_e1_g7,S3,3,14,0.0,9029
ELMO1_sig_e1_g7,ELMO1_sig_e1_g7,S4,6,13,0.0,7571
ELMO1_sig_e1_g7,ELMO1_sig_e1_g7,S5,4,15,0.0,8691
ELMO1_sig_e1_g7,ELMO1_sig_e1_g7,S6,1,13,0.0,9349
ELMO1_sig_e1_g7,ELMO1_sig_e1_g7,S7,11,13,0.0,7829
ELMO1_sig_e1_g8,ELMO1_sig_e1_g8,S1,7,15,0.0,8373
ELMO1_sig_e1_g8,ELMO1_sig_e1_g8,S2,6,12,0.0,8478
ELMO1_sig_e1_g8,ELMO1_sig_e1_g8,S3,5,14,0.0,8759
ELMO1_sig_e1_g8,ELMO1_sig_e1_g8,S4,6,13,0.0,7349
ELMO1_sig_e1_g8,ELMO1_sig_e1_g8,S5,7,15,0.0,8093
ELMO1_sig_e1_g8,ELMO1_sig_e1_g8,S6,6,13,0.0,8067
ELMO1_sig_e1_g8,ELMO1_sig_e1_g8,S7,6,13,0.0,8380
ELMO1_sig_e2_g1,ELMO1_sig_e2_g1,S1,14,15,0.0,8364
ELMO1_sig_e2_g1,ELMO1_sig_e2_g1,S2,7,12,0.0,8287
ELMO1_sig_e2_g1,ELMO1_sig_e2_g1,S3,7,14,0.0,8206
ELMO1_sig_e2_g1,ELMO1_sig_e2_g1,S4,13,13,0.0,6521
ELMO1_sig_e2_g1,ELMO1_sig_e2_g1,S5,7,15,0.0,8236
ELMO1_sig_e2_g1,ELMO1_sig_e2_g1,S6,6,13,0.0,8340
ELMO1_sig_e2_g1,ELMO1_sig_e2_g1,S7,8,13,0.0,8306
ELMO1_sig_e2_g2,ELMO1_sig_e2_g2,S1,17,15,0.0,8438
ELMO1_sig_e2_g2,ELMO1_sig_e2_g2,S2,10,12,0.0,7912
ELMO1_sig_e2_g2,ELMO1_sig_e2_g2,S3,12,14,0.0,7676
ELMO1_sig_e2_g2,ELMO1_sig_e2_g2,S4,8,13,0.0,6916
ELMO1_sig_e2_g2,ELMO1_sig_e2_g2,S5,11,15,0.0,8026
ELMO1_sig_e2_g2,ELMO1_sig_e2_g2,S6,12,13,0.0,7768
ELMO1_sig_e2_g2,ELMO1_sig_e2_g2,S7,12,13,0.0,7847
ELMO1_sig_e2_g3,ELMO1_sig_e2_g3,S1,16,15,0.0,8306
ELMO1_sig_e2_g3,ELMO1_sig_e2_g3,S2,14,12,0.0,7427
ELMO1_sig_e2_g3,ELMO1_sig_e2_g3,S3,19,14,0.0,7952
ELMO1_sig_e2_g3,ELMO1_sig_e2_g3,S4,17,13,0.0,6603
ELMO1_sig_e2_g3,ELMO1_sig_e2_g3,S5,9,15,0.0,8191
ELMO1_sig_e2_g3,ELMO1_sig_e2_g3,S6,10,13,0.0,7838
ELMO1_sig_e2_g3,ELMO1_sig_e2_g3,S7,21,13,0.0,7730
ELMO1_sig_e2_g4,ELMO1_sig_e2_g4,S1,17,15,0.0,8517
ELMO1_sig_e2_g4,ELMO1_sig_e2_g4,S2,12,12,0.0,7685
ELMO1_sig_e2_g4,ELMO1_sig_e2_g4,S3,11,14,0.0,7872
ELMO1_sig_e2_g4,ELMO1_sig_e2_g4,S4,13,13,0.0,6460
ELMO1_sig_e2_g4,ELMO1_sig_e2_g4,S5,14,15,0.0,8063
ELMO1_sig_e2_g4,ELMO1_sig_e2_g4,S6,8,13,0.0,8093
ELMO1_sig_e2_g4,ELMO1_sig_e2_g4,S7,17,13,0.0,7626
ELMO1_sig_e2_g5,ELMO1_sig_e2_g5,S1,15,15,0.0,8408
ELMO1_sig_e2_g5,ELMO1_sig_e2_g5,S2,9,12,0.0,7917
ELMO1_sig_e2_g5,ELMO1_sig_e2_g5,S3,8,14,0.0,7910
ELMO1_sig_e2_g5,ELMO1_sig_e2_g5,S4,7,13,0.0,7073
ELMO1_sig_e2_g5,ELMO1_sig_e2_g5,S5,13,15,0.0,7970
ELMO1_sig_e2_g5,ELMO1_sig_e2_g5,S6,10,13,0.0,7889
ELMO1_sig_e2_g5,ELMO1_sig_e2_g5,S7,7,13,0.0,8616
ELMO1_sig_e2_g6,ELMO1_sig_e2_g6,S1,6,15,0.0,8535
ELMO1_sig_e2_g6,ELMO1_sig_e2_g6,S2,5,12,0.0,8418
ELMO1_sig_e2_g6,ELMO1_sig_e2_g6,S3,9,14,0.0,7958
ELMO1_sig_e2_g6,ELMO1_sig_e2_g6,S4,5,13,0.0,7710
ELMO1_sig_e2_g6,ELMO1_sig_e2_g6,S5,4,15,0.0,8825
ELMO1_sig_e2_g6,ELMO1_sig_e2_g6,S6,5,13,0.0,8474
ELMO1_sig_e2_g6,ELMO1_sig_e2_g6,S7,5,13,0.0,8619
ELMO1_sig_e2_g7,ELMO1_sig_e2_g7,S1,20,15,0.0,8428
ELMO1_sig_e2_g7,ELMO1_sig_e2_g7,S2,19,12,0.0,7457
ELMO1_sig_e2_g7,ELMO1_sig_e2_g7,S3,24,14,0.0,7755
ELMO1_sig_e2_g7,ELMO1_sig_e2_g7,S4,25,13,0.0,6017
ELMO1_sig_e2_g7,ELMO1_sig_e2_g7,S5,16,15,0.0,8320
ELMO1_sig_e2_g7,ELMO1_sig_e2_g7,S6,25,13,0.0,7762
ELMO1_sig_e2_g7,ELMO1_sig_e2_g7,S7,25,13,0.0,7617
ELMO1_sig_e2_g8,ELMO1_sig_e2_g8,S1,3,15,0.0,8947
ELMO1_sig_e2_g8,ELMO1_sig_e2_g8,S2,9,12,0.0,7851
ELMO1_sig_e2_g8,ELMO1_sig_e2_g8,S3,6,14,0.0,8186
ELMO1_sig_e2_g8,ELMO1_sig_e2_g8,S4,4,13,0.0,8168
ELMO1_sig_e2_g8,ELMO1_sig_e2_g8,S5,1,15,0.0,9579
ELMO1_sig_e2_g8,ELMO1_sig_e2_g8,S6,3,13,0.0,8885
ELMO1_sig_e2_g8,ELMO1_sig_e2_g8,S7,7,13,0.0,8324
ELMO1_sig_e2_g9,ELMO1_sig_e2_g9,S1,6,15,0.0,8590
ELMO1_sig_e2_g9,ELMO1_sig_e2_g9,S2,18,12,0.0,7407
ELMO1_sig_e2_g9,ELMO1_sig_e2_g9,S3,17,14,0.0,8039
ELMO1_sig_e2_g9,ELMO1_sig_e2_g9,S4,19,13,0.0,6015
ELMO1_sig_e2_g9,ELMO1_sig_e2_g9,S5,8,15,0.0,8047
ELMO1_sig_e2_g9,ELMO1_sig_e2_g9,S6,8,13,0.0,8066
ELMO1_sig_e2_g9,ELMO1_sig_e2_g9,S7,12,13,0.0,7782
ELMO1_sig_e2_g10,ELMO1_sig_e2_g10,S1,12,15,0.0,8409
ELMO1_sig_e2_g10,ELMO1_sig_e2_g10,S2,12,12,0.0,7727
ELMO1_sig_e2_g10,ELMO1_sig_e2_g10,S3,8,14,0.0,8152
ELMO1_sig_e2_g10,ELMO1_sig_e2_g10,S4,4,13,0.0,7955
ELMO1_sig_e2_g10,ELMO1_sig_e2_g10,S5,7,15,0.0,8241
ELMO1_sig_e2_g10,ELMO1_sig_e2_g10,S6,6,13,0.0,8251
ELMO1_sig_e2_g10,ELMO1_sig_e2_g10,S7,8,13,0.0,8173
ELMO1_sig_e2_g11,ELMO1_sig_e2_g11,S1,1,15,0.0,9571
ELMO1_sig_e2_g11,ELMO1_sig_e2_g11,S2,3,12,0.0,9054
ELMO1_sig_e2_g11,ELMO1_sig_e2_g11,S3,2,14,0.0,9646
ELMO1_sig_e2_g11,ELMO1_sig_e2_g11,S4,2,13,0.0,8764
ELMO1_sig_e2_g11,ELMO1_sig_e2_g11,S6,3,13,0.0,8763
ELMO1_sig_e2_g12,ELMO1_sig_e2_g12,S1,1,15,0.0,9463
ELMO1_sig_e2_g12,ELMO1_sig_e2_g12,S4,1,13,0.0,9553
ELMO1_sig_e2_g13,ELMO1_sig_e2_g13,S1,16,15,0.0,8404
ELMO1_sig_e2_g13,ELMO1_sig_e2_g13,S2,18,12,0.0,7282
ELMO1_sig_e2_g13,ELMO1_sig_e2_g13,S3,17,14,0.0,8183
ELMO1_sig_e2_g13,ELMO1_sig_e2_g13,S4,15,13,0.0,6410
ELMO1_sig_e2_g13,ELMO1_sig_e2_g13,S5,10,15,0.0,8020
ELMO1_sig_e2_g13,ELMO1_sig_e2_g13,S6,17,13,0.0,7769
ELMO1_sig_e2_g13,ELMO1_sig_e2_g13,S7,14,13,0.0,7785
ELMO1_sig_e3_g1,ELMO1_sig_e3_g1,S1,11,15,0.0,8299
ELMO1_sig_e3_g1,ELMO1_sig_e3_g1,S2,12,12,0.0,7602
ELMO1_sig_e3_g1,ELMO1_sig_e3_g1,S3,10,14,0.0,7915
ELMO1_sig_e3_g1,ELMO1_sig_e3_g1,S4,11,13,0.0,6753
ELMO1_sig_e3_g1,ELMO1_sig_e3_g1,S5,19,15,0.0,7797
ELMO1_sig_e3_g1,ELMO1_sig_e3_g1,S6,16,13,0.0,7422
ELMO1_sig_e3_g1,ELMO1_sig_e3_g1,S7,16,13,0.0,7628
ELMO1_sig_e3_g2,ELMO1_sig_e3_g2,S1,9,15,0.0,8524
ELMO1_sig_e3_g2,ELMO1_sig_e3_g2,S2,8,12,0.0,8025
ELMO1_sig_e3_g2,ELMO1_sig_e3_g2,S3,8,14,0.0,8165
ELMO1_sig_e3_g2,ELMO1_sig_e3_g2,S4,10,13,0.0,6878
ELMO1_sig_e3_g2,ELMO1_sig_e3_g2,S5,4,15,0.0,8997
ELMO1_sig_e3_g2,ELMO1_sig_e3_g2,S6,8,13,0.0,7960
ELMO1_sig_e3_g2,ELMO1_sig_e3_g2,S7,11,13,0.0,7912
ELMO1_sig_e3_g3,ELMO1_sig_e3_g3,S1,14,15,0.0,8374
ELMO1_sig_e3_g3,ELMO1_sig_e3_g3,S2,22,12,0.0,7362
ELMO1_sig_e3_g3,ELMO1_sig_e3_g3,S3,15,14,0.0,7739
ELMO1_sig_e3_g3,ELMO1_sig_e3_g3,S4,17,13,0.0,6201
ELMO1_sig_e3_g3,ELMO1_sig_e3_g3,S5,12,15,0.0,7923
ELMO1_sig_e3_g3,ELMO1_sig_e3_g3,S6,14,13,0.0,7634
ELMO1_sig_e3_g3,ELMO1_sig_e3_g3,S7,11,13,0.0,8087
ELMO1_sig_e3_g4,ELMO1_sig_e3_g4,S1,24,15,0.0,8564
ELMO1_sig_e3_g4,ELMO1_sig_e3_g4,S2,23,12,0.0,7404
ELMO1_sig_e3_g4,ELMO1_sig_e3_g4,S3,22,14,0.0,7448
ELMO1_sig_e3_g4,ELMO1_sig_e3_g4,S4,23,13,0.0,5953
ELMO1_sig_e3_g4,ELMO1_sig_e3_g4,S5,23,15,0.0,7904
ELMO1_sig_e3_g4,ELMO1_sig_e3_g4,S6,21,13,0.0,7770
ELMO1_sig_e3_g4,ELMO1_sig_e3_g4,S7,23,13,0.0,7670
ELMO1_sig_e3_g5,ELMO1_sig_e3_g5,S1,16,15,0.0,8551
ELMO1_sig_e3_g5,ELMO1_sig_e3_g5,S2,13,12,0.0,7519
ELMO1_sig_e3_g5,ELMO1_sig_e3_g5,S3,18,14,0.0,7866
ELMO1_sig_e3_g5,ELMO1_sig_e3_g5,S4,18,13,0.0,6370
ELMO1_sig_e3_g5,ELMO1_sig_e3_g5,S5,32,15,0.0,8247
ELMO1_sig_e3_g5,ELMO1_sig_e3_g5,S6,17,13,0.0,7626
ELMO1_sig_e3_g5,ELMO1_sig_e3_g5,S7,18,13,0.0,7518
ELMO1_sig_e4_g1,ELMO1_sig_e4_g1,S1,11,15,0.0,8649
ELMO1_sig_e4_g1,ELMO1_sig_e4_g1,S2,11,12,0.0,7650
ELMO1_sig_e4_g1,ELMO1_sig_e4_g1,S3,14,14,0.0,7629
ELMO1_sig_e4_g1,ELMO1_sig_e4_g1,S4,10,13,0.0,6661
ELMO1_sig_e4_g1,ELMO1_sig_e4_g1,S5,14,15,0.0,8003
ELMO1_sig_e4_g1,ELMO1_sig_e4_g1,S6,8,13,0.0,8031
ELMO1_sig_e4_g1,ELMO1_sig_e4_g1,S7,6,13,0.0,8606
ELMO1_sig_e4_g2,ELMO1_sig_e4_g2,S1,11,15,0.0,8343
ELMO1_sig_e4_g2,ELMO1_sig_e4_g2,S2,5,12,0.0,8563
ELMO1_sig_e4_g2,ELMO1_sig_e4_g2,S3,10,14,0.0,7762
