universe,method,targets,rows,mean_delta,ci_low,ci_high,target_win,row_win,U_mean,relative_pct,median_row
800,RIDGE8,8,32,0.010764484812800222,0.0059351398021406775,0.01692285068941795,1.0,0.90625,0.07957096149978757,13.528157269821305,0.00992556634100335
800,TOP8,8,32,0.004980675779104975,0.0013807478605765478,0.008916453978990756,0.875,0.78125,0.07957096149978757,6.259413842973699,0.00452318691169305
2000,RIDGE8,8,32,0.0069206549905116614,0.0029850516653596626,0.011623935561596471,0.875,0.875,0.08590983458352205,8.05571914328779,0.0061052693982263
2000,TOP8,8,32,0.003824544293462284,0.002165521272286226,0.005199259044296817,0.875,0.90625,0.08590983458352205,4.451811963092584,0.0041149896236715
6000,RIDGE8,8,32,0.006356206392860397,0.0039021013159239626,0.008851145250148615,1.0,0.9375,0.0923797084041226,6.880522251764046,0.0058381068871648
6000,TOP8,8,32,0.0027349429927125872,0.0011554123691996851,0.004448399154203178,0.875,0.78125,0.0923797084041226,2.9605451672875556,0.00280991763525855
