method,n_targets,n_rows,U_mean,mean_delta,relative_pct,median_delta,row_win,target_win,ci_lo,ci_hi,action_rows,action_targets,acted_mean,acted_win
PREFIX3,32,128,0.10045187822753948,0.0022147321687446203,2.204769296327043,0.0,0.109375,0.1875,0.00021028446783449844,0.005604114422178409,17,6,0.01667563044701832,0.8235294117647058
RIDGE8,32,128,0.10045187822753948,0.010596699974307395,10.549031199102306,0.00610498263119655,0.921875,0.96875,0.006860500895029663,0.014993544823326639,128,32,0.010596699974307395,0.921875
TOP8,32,128,0.10045187822753948,0.006433174894158197,6.404235548076097,0.00224539200506815,0.828125,0.90625,0.0034502098499282845,0.010235079326413439,128,32,0.006433174894158197,0.828125
