universe,method,n_rows,n_targets,U_mean,mean_delta,relative_pct,median_delta,row_win,target_win,ci_lo,ci_hi,effective_action_rows,effective_action_targets,acted_mean_delta,acted_win
800,PREFIX3,128,32,0.10770586544491431,0.003279728818877044,3.045079119255995,0.0,0.3125,0.46875,0.0015274220545646077,0.005356345421378746,43,16,0.009762913693401433,0.9302325581395349
800,RIDGE8,128,32,0.10770586544491431,0.014285074063836889,13.26304190104013,0.01223402279583235,0.9140625,0.9375,0.010585195068622164,0.018171322847127063,128,32,0.014285074063836889,0.9140625
800,TOP8,128,32,0.10770586544491431,0.01126564011755462,10.459634738570834,0.00677977145437995,0.8984375,0.9375,0.007115209088752225,0.016468396563641286,128,32,0.01126564011755462,0.8984375
2000,PREFIX3,128,32,0.11667609369589906,0.002058856346876894,1.7645914271376217,0.0,0.234375,0.375,0.0009407525643502858,0.0033477317695991982,31,12,0.00850108427097556,0.967741935483871
2000,RIDGE8,128,32,0.11667609369589906,0.009768553258442718,8.372369136648654,0.00829900397816375,0.9140625,0.9375,0.007259109840707099,0.0123524573805792,128,32,0.009768553258442718,0.9140625
2000,TOP8,128,32,0.11667609369589906,0.0073427117689368136,6.293244431095396,0.005129224305407401,0.8984375,0.9375,0.0050567580269127175,0.0099876343840304,128,32,0.0073427117689368136,0.8984375
6000,PREFIX3,128,32,0.12422376843236187,0.00018449995103713706,0.14852226217689954,0.0,0.078125,0.1875,5.190595386974201e-06,0.0004047361138678718,15,10,0.0015743995821835698,0.6666666666666666
6000,RIDGE8,128,32,0.12422376843236187,0.00797872702612342,6.422866675846924,0.0059705111342325,0.890625,0.9375,0.005603533376013478,0.010659843023959078,128,32,0.00797872702612342,0.890625
6000,TOP8,128,32,0.12422376843236187,0.0047344493973265015,3.81122667350439,0.0035753971884975,0.7890625,0.90625,0.0029827176288679436,0.006926914099755496,128,32,0.0047344493973265015,0.7890625
