source,rank,n,median_overlap,min_overlap,median_null_max,all_gt_all_null,median_angle
HVS,2,4,0.16905643380360358,0.16143742787342613,0.05410637414024194,True,77.46403829785282
HVS,4,4,0.12652175612145833,0.11927645574949725,0.10436299680742876,False,88.53199202296301
HVS,8,4,0.18830603282486008,0.17810811614920105,0.21882303525233693,False,88.49755716925478
NPH52,2,4,0.13287156624376778,0.029830583671836122,0.0527051830349332,False,81.54212031778468
NPH52,4,4,0.15069321249275291,0.11017971317203581,0.08497187339813297,False,86.33649998065692
NPH52,8,4,0.23873826168668685,0.18286612076121087,0.20032741063862292,False,88.42047185680507
SEA_AD,2,4,0.15717579134045248,0.12461303103365107,0.05952576628483716,True,78.32504150977869
SEA_AD,4,4,0.16847573197751137,0.13813867182143386,0.12610816589063245,True,85.88571126943357
SEA_AD,8,4,0.19678638796544884,0.16544725586984063,0.26064381418072985,False,87.8483127035401
